,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12
23,1988.0,5,0.05043494098322684,0.0073974316491511784,0.135580162116244,0.20101729814110106,0.04925519644322468,0.11253913308704559,0.06632867598904559,0.09681172022181347,0.015243198229527457,0.12344614963212575,0.03139536271190428,0.11055073079558957
24,1989.0,9,0.11938519296322576,0.010884028925067766,0.1444484974740666,0.15570779120049064,0.061159164076297325,0.10627614657825551,0.04508230351536573,0.04528847814923171,0.05920568842847175,0.08683640666618461,0.058057119123820417,0.10766918289952171
25,1990.0,6,0.08230726681119373,0.008905118921288884,0.1309785364017477,0.1569831479853903,0.0438666979424584,0.13318295759706236,0.031411079960921635,0.07392876622190742,0.034684745494862494,0.1932663408708893,0.029344972488844087,0.08114036930343314
26,1991.0,5,0.02943399748659984,0.00386957626036342,0.1462937378654833,0.18506109889802402,0.026289792064424722,0.1138636799773193,0.018860605970725457,0.14431623875330843,0.01880183090425884,0.1562944701226467,0.03700149808904512,0.11991347360780029
27,1992.0,6,0.15353181172264718,0.011992922284632149,0.1183835224194923,0.10653375943249427,0.04249496256467256,0.12405157062864945,0.05379816577077579,0.03566430601659926,0.08417928638924212,0.16704977839505752,0.07318265654164617,0.029137257834090668
28,1993.0,13,0.07772486973597054,0.01464292665591723,0.1402391233370266,0.14007718022769747,0.06359159149484848,0.11739027179868794,0.05405137547937971,0.07176863541984563,0.036134891268486964,0.13804770650965886,0.0379062440466075,0.10842518402587253
29,1994.0,11,0.12111026475671821,0.020542731651127574,0.12227416943154741,0.10767878077215552,0.05237174600300505,0.12503767910837177,0.04229803483684444,0.0359213918726844,0.07725030516491872,0.1659432836742355,0.051016466054735844,0.07855514667365524
30,1995.0,14,0.15213693921073482,0.029369834756191118,0.11419736118389741,0.12497429031031894,0.05565624037947286,0.10826581638079683,0.09935587752718754,0.028555711774030608,0.05988573256221917,0.13089565366433348,0.05262385488210928,0.04408268736870747
31,1996.0,12,0.12221668581584975,0.012834735726107811,0.13018543402621316,0.12683439744590902,0.05925317450825629,0.1204335361420839,0.06069754350855596,0.066060250341015,0.05513078769082228,0.11121730930991824,0.06052497711718013,0.07461116836808804
32,1997.0,10,0.12952603629745485,0.018782683428722267,0.1491206243790662,0.15437254345523443,0.07035962210535422,0.08995899786949517,0.04405596935661192,0.058446677857083004,0.03687269555063481,0.09213537651904154,0.06038003135289326,0.09598874182840779
33,1998.0,7,0.1448977199031097,0.01700561646132063,0.11657041114451641,0.11849502866747631,0.048974214876289716,0.12693565585966954,0.05904447199161793,0.04007485735934248,0.06155188893297708,0.14650699863487623,0.05046620908372697,0.0694769270850765
34,1999.0,14,0.12293462580488233,0.015088511994927166,0.14402722102885415,0.16545179572274019,0.077768722787387,0.1061922467060779,0.05155020747974042,0.06624583353474837,0.024975209668398106,0.09493406152215707,0.05245794589517057,0.07837361785491621
35,2000.0,12,0.11872255058298808,0.01381684443818743,0.12760162133953376,0.10661565729539345,0.059990678352705766,0.11267972883320598,0.07222574091376824,0.028213779833717024,0.07244390574740218,0.16582135257275482,0.056963221271953024,0.06490491881838967
36,2001.0,18,0.13776476361351417,0.017364666394823598,0.12598724721852994,0.12643697625489492,0.05985365805533554,0.12817235568907331,0.058922012852752705,0.05174169210354898,0.06104318413760985,0.1295041875132015,0.04644269763430747,0.05676655853240748
37,2002.0,15,0.1540223734547019,0.027787368648581594,0.1300750003659662,0.11622150074105757,0.08545557275084786,0.1180897850430941,0.047482412875808386,0.03517785172446305,0.05495567383920357,0.1067593798448475,0.0718524522099644,0.05212062850146338
38,2003.0,17,0.12254129284852852,0.012512307179544713,0.14270218194293066,0.12864598280090536,0.06202820070884076,0.11675522094163335,0.04214905328503511,0.0371306621930672,0.05585182306578184,0.15511904448546107,0.05017648722372993,0.07438774332454098
39,2004.0,23,0.15209025415309868,0.022803666441350668,0.12768080816255836,0.1009159460651885,0.060484564318347596,0.11591212264601092,0.053463363453357456,0.03200971121215086,0.06426750460681728,0.14738372943260508,0.06763499533417018,0.055353334174343814
40,2005.0,28,0.12645935226684957,0.015363879681599229,0.13983518724640792,0.11754924663809323,0.08302416352634322,0.09508332078521588,0.04002191315763786,0.034863220814473135,0.050181471480195035,0.147320357740736,0.05955980076604457,0.0907380858964038
41,2006.0,20,0.17444560342372809,0.01566779548714148,0.15315198983986877,0.09565824831581764,0.07105364540711592,0.08987145843638053,0.040886327081092924,0.019237704473627538,0.04990606585735427,0.13942565663874246,0.08504609120902612,0.0656494138301037
42,2007.0,21,0.15549564494545948,0.02018490717556932,0.14279942708877083,0.11203195906589093,0.06690426049369382,0.10611739237400106,0.04250178305379681,0.03766647280478526,0.05306261386217703,0.1129410980685344,0.08605760793735794,0.06423683312996262
43,2008.0,23,0.17287000597957655,0.025942222069519932,0.12060435470945426,0.09094301106167955,0.07681471959930486,0.10875033157344408,0.06260663669870556,0.015663735217944952,0.07433208431204787,0.14246129547355021,0.07539187363314162,0.033619729671630065
44,2009.0,27,0.12486901279822601,0.013395396113998474,0.14468083086873446,0.09465678814011759,0.08263871636259221,0.09587454279423169,0.04551043564258324,0.028610865012538268,0.047143826277778134,0.17378438853886782,0.07350733174312656,0.07532786570720508
45,2010.0,19,0.16896480976515943,0.017306981069294448,0.13339920541869127,0.10465477473651826,0.06546520801369841,0.10985582182320153,0.0469110236690507,0.01909573951911776,0.07163799221234704,0.15864568301029766,0.06422948434227176,0.03983327642035123
46,2011.0,17,0.17462729349696282,0.02508133703679234,0.12150116963637352,0.10916265240438142,0.05348906603444354,0.11134623476736594,0.049102277522592414,0.033620262740694636,0.09404606176318903,0.13285297041641742,0.05362021297120883,0.04155046120957754
47,2012.0,20,0.13900257036185742,0.018869617977120435,0.12648919761848415,0.10077656296446147,0.04742536839248431,0.13086848385305935,0.03971775362572089,0.03171149458210214,0.08516332641523963,0.17089302997318961,0.07561735707262578,0.03346523716365435
48,2013.0,14,0.16087052621005388,0.018517881989401325,0.1270678169846916,0.11005843353388642,0.06147979319562445,0.10673770298115191,0.047146976674637554,0.027486806057544107,0.0700614259479998,0.16562611752378972,0.05484924497566973,0.05009727392554891
49,2014.0,12,0.16540969936029787,0.027140581773744343,0.12467659329535337,0.1002645952997796,0.048417633168848596,0.10389069838697136,0.049779551020110856,0.02857164154453405,0.06818475198157543,0.18027378159693644,0.05345259292696361,0.04993787964488397
50,2015.0,15,0.13806347797447127,0.019722749263667905,0.13032567050565455,0.1094725043597804,0.06565208506228441,0.10479377151241429,0.04356379530536658,0.03707668057383789,0.07549081818337605,0.1566227188828394,0.07265337096621154,0.046562357410095186
51,2016.0,10,0.12443020286517648,0.017308965692054652,0.13489967208742,0.11482637928441697,0.06542470640639364,0.09997377206977795,0.06555355883749484,0.029610809568543634,0.07088299781355932,0.15876656578849282,0.05854430574552982,0.05977806384113941
52,2017.0,9,0.16134390599760928,0.02506062004487919,0.10385943160830372,0.0865119333459052,0.03740965409637467,0.10867601683007268,0.07173230292366267,0.02593639342470349,0.11847806264741749,0.1709569753820563,0.07005277898847723,0.019981924710537523
53,2018.0,4,0.08888423140546454,0.010830372673261349,0.15982115066713645,0.1289605313066544,0.038927715502454024,0.0936253249664214,0.0222371545990252,0.06555091083922818,0.047077037988992924,0.21611536169711348,0.0458682537053491,0.08210195464889845
54,2019.0,7,0.15434999888036546,0.02183106815148523,0.13577755102109784,0.10854492363592806,0.029864939546309727,0.10012962191006716,0.044992582540071886,0.024059495410794503,0.08178438160299553,0.1631764484461029,0.11393686348758979,0.021552125367191283
55,2020.0,4,0.12062281805125549,0.017335426819602727,0.1275839370917862,0.15343058333920886,0.03199202266159892,0.12633882340528754,0.06207626722393447,0.06810476891037655,0.09254769720569167,0.11645913506999311,0.048742879512534774,0.034765640708729305
56,2021.0,2,0.13795252817393033,0.01728146504438015,0.10810499152288816,0.11527625411389245,0.0318203350952428,0.11969557195571956,0.03926585718559885,0.013525979854393098,0.13602959509324813,0.17572242445397424,0.06696918320534555,0.0383558143013862
