i_doc,doc,Topic 1,Topic 2
204,baldursgateii,1.0,0.0
205,supermariorpg,1.0,0.0
206,sonicthehedgehog2006,1.0,0.0
207,kirby,1.0,0.0
208,supermariobros,1.0,0.0
209,left4dead2,1.0,0.0
210,supermarioodyssey,1.0,0.0
211,nomoreheroes,1.0,0.0
212,saintsrowiv,1.0,0.0
213,maplestory,1.0,0.0
214,dissidiafinalfantasy,1.0,0.0
215,firstencounterassaultrecon,1.0,0.0
216,residentevil5,1.0,0.0
217,metalslug,1.0,0.0
218,assassinscreedodyssey,1.0,0.0
219,mortalkombatx,1.0,0.0
220,thesims3,1.0,0.0
221,goldensundarkdawn,1.0,0.0
222,finalfantasyxiii2,1.0,0.0
223,superrobotwarsoriginalgeneration,1.0,0.0
224,doometernal,1.0,0.0
225,fzero,1.0,0.0
226,elsword,1.0,0.0
227,hyrulewarriors,1.0,0.0
228,eternaldarkness,1.0,0.0
229,oracleoftao,1.0,0.0
230,dragonquestviii,1.0,0.0
231,halo4,1.0,0.0
232,heroesofthestorm,1.0,0.0
233,disgaeahourofdarkness,1.0,0.0
234,yakuza,1.0,0.0
235,projectxzone,1.0,0.0
236,halo,1.0,0.0
237,arcanumofsteamworksandmagickobscura,1.0,0.0
238,maxpayne2thefallofmaxpayne,1.0,0.0
239,saintsrow2,1.0,0.0
240,finalfantasyviiremake,1.0,0.0
241,perfectdarkzero,1.0,0.0
242,gearsofwar2,1.0,0.0
243,castlevaniasymphonyofthenight,1.0,0.0
244,startrekonline,1.0,0.0
245,horizonzerodawn,1.0,0.0
246,halo3,1.0,0.0
247,neverwinternights2,1.0,0.0
248,iji,1.0,0.0
249,specopstheline,1.0,0.0
250,shovelknight,1.0,0.0
251,punchout,1.0,0.0
252,samandmaxfreelancepolice,1.0,0.0
253,shadowhearts,1.0,0.0
254,marioparty,1.0,0.0
255,halocombatevolved,1.0,0.0
256,hades,1.0,0.0
257,papermario,1.0,0.0
258,devilmaycry5,1.0,0.0
259,fallout1,1.0,0.0
260,shadowrunreturns,1.0,0.0
261,shinmegamitenseistrangejourney,1.0,0.0
262,nier,1.0,0.0
263,discoelysium,0.8333333333333334,0.16666666666666666
264,puyopuyo,1.0,0.0
265,farcry3,1.0,0.0
266,residentevil2,1.0,0.0
267,dragonquestix,1.0,0.0
268,halo2,1.0,0.0
269,dota2,1.0,0.0
270,masseffectandromeda,1.0,0.0
271,warioware,1.0,0.0
272,batmanarkhamorigins,1.0,0.0
273,godofwarbetrayal,1.0,0.0
274,metalgearsolidpeacewalker,1.0,0.0
275,bravelydefault,1.0,0.0
276,trialsofmana,1.0,0.0
277,bully,1.0,0.0
278,ftlfasterthanlight,1.0,0.0
279,lifeisstrange,1.0,0.0
280,asuraswrath,1.0,0.0
281,paladins,1.0,0.0
282,spore,1.0,0.0
283,halflife1,1.0,0.0
284,diabloiii,1.0,0.0
285,shinmegamitenseiiiinocturne,1.0,0.0
286,bioshock2,1.0,0.0
287,conkersbadfurday,1.0,0.0
288,darksoulsiii,1.0,0.0
289,dungeonfighteronline,1.0,0.0
290,inazumaeleven,1.0,0.0
291,splintercell,1.0,0.0
292,thesims2,1.0,0.0
293,metroid,1.0,0.0
294,pokemonblack2andwhite2,1.0,0.0
295,ninjagaiden,1.0,0.0
296,terraria,1.0,0.0
297,godofwarps4,1.0,0.0
298,commandandconquerredalert3,1.0,0.0
299,littlebigplanet,1.0,0.0
300,dragonsdogma,1.0,0.0
301,skullgirls,1.0,0.0
302,destiny,1.0,0.0
303,hitman2016,1.0,0.0
304,farcry5,1.0,0.0
305,assassinscreedbrotherhood,1.0,0.0
306,ghosttrick,1.0,0.0
307,supermarioworld,1.0,0.0
308,deadrising,1.0,0.0
309,lamulana,1.0,0.0
310,mechwarrior,1.0,0.0
311,sonic3andknuckles,1.0,0.0
312,fireemblemgaiden,1.0,0.0
313,sonicunleashed,1.0,0.0
314,sonicheroes,1.0,0.0
315,supermariogalaxy2,1.0,0.0
316,streetsofrage,1.0,0.0
317,thelegendofzeldaoraclegames,1.0,0.0
318,finalfantasyi,1.0,0.0
319,trailsseries,1.0,0.0
320,fireemblemgenealogyoftheholywar,1.0,0.0
321,fatalfury,1.0,0.0
322,senrankagura,1.0,0.0
323,borderlandsthepresequel,1.0,0.0
324,metroidprime,1.0,0.0
325,castlevaniachroniclesofsorrow,1.0,0.0
326,assassinscreedivblackflag,0.8571428571428571,0.14285714285714285
327,control,1.0,0.0
328,miitopia,1.0,0.0
329,marioandluigibowsersinsidestory,1.0,0.0
330,finalfantasyii,1.0,0.0
331,stellaris,1.0,0.0
332,titanquest,1.0,0.0
333,middleearthshadowofwar,1.0,0.0
334,borderlands1,1.0,0.0
335,supermario3dworld,1.0,0.0
336,alanwake,1.0,0.0
337,mortalkombat9,1.0,0.0
338,ensemblestars,1.0,0.0
339,skylanders,1.0,0.0
340,deadrising2,1.0,0.0
341,marioandluigidreamteam,1.0,0.0
342,shadowthehedgehog,1.0,0.0
343,spidermanps4,1.0,0.0
344,supermariosunshine,1.0,0.0
345,thelegendofzeldaalinkbetweenworlds,1.0,0.0
346,nintendowars,1.0,0.0
347,doom2016,1.0,0.0
348,sidmeiersalphacentauri,1.0,0.0
349,marioandluigisuperstarsaga,1.0,0.0
350,devilsurvivor,1.0,0.0
351,digitaldevilsaga,1.0,0.0
352,boxxyquestthegatheringstorm,1.0,0.0
353,alphaprotocol,1.0,0.0
354,deadoralive,1.0,0.0
355,fireemblemthesacredstones,1.0,0.0
356,heavyrain,1.0,0.0
357,fivenightsatfreddys,1.0,0.0
358,hitman2,1.0,0.0
359,disgaea2cursedmemories,1.0,0.0
360,streetfighterv,1.0,0.0
361,crisiscore,1.0,0.0
362,supermetroid,1.0,0.0
363,farcry4,1.0,0.0
364,devilmaycry4,1.0,0.0
365,marvelvscapcom3,1.0,0.0
366,thelegendofzeldalinksawakening,1.0,0.0
367,kingdomhearts358daysover2,1.0,0.0
368,batenkaitos,1.0,0.0
369,deadspace,1.0,0.0
370,papermario64,1.0,0.0
371,drakengard,1.0,0.0
372,saintsrow,1.0,0.0
373,superrobotwarsz,1.0,0.0
374,mariokart,1.0,0.0
375,totalwarwarhammer,1.0,0.0
376,metroidprime3corruption,1.0,0.0
377,dontstarve,1.0,0.0
378,metroidotherm,1.0,0.0
379,thelegendofheroestrailsfromzeroandtrailstoazure,1.0,0.0
380,lanoire,1.0,0.0
381,wingcommander,1.0,0.0
382,thelegendofzeldaspirittracks,1.0,0.0
383,prototype2,1.0,0.0
384,megamanlegends,1.0,0.0
385,disgaea4apromiseunforgotten,1.0,0.0
386,yakuza0,1.0,0.0
387,kingdomheartschainofmemories,1.0,0.0
388,dragonquestv,1.0,0.0
389,thebindingofisaac,1.0,0.0
390,pillarsofeternity,1.0,0.0
391,metroidprimetrilogy,1.0,0.0
392,theelderscrollsiidaggerfall,1.0,0.0
393,demonssouls,1.0,0.0
394,donkeykong64,1.0,0.0
395,shinmegamitenseiivapocalypse,1.0,0.0
396,finalfantasyiii,1.0,0.0
397,persona4arena,1.0,0.0
398,grandtheftautovicecity,1.0,0.0
399,stardewvalley,1.0,0.0
400,arknights,1.0,0.0
401,fortnite,1.0,0.0
402,metroidfusion,1.0,0.0
403,secretofmana,1.0,0.0
404,halo5guardians,1.0,0.0
405,cuphead,1.0,0.0
406,disgaea3absenceofjustice,1.0,0.0
407,hearthstoneheroesofwarcraft,1.0,0.0
408,radianthistoria,1.0,0.0
409,scribblenauts,1.0,0.0
410,catherine,1.0,0.0
411,supermariobros3,1.0,0.0
412,callofdutyblackops,1.0,0.0
413,souledge,1.0,0.0
414,thelegendofdragoon,1.0,0.0
415,acecombat,1.0,0.0
416,jaggedalliance,1.0,0.0
417,dothackgu,1.0,0.0
418,finalfantasytacticsa2,1.0,0.0
419,suikoden,1.0,0.0
420,thewitcher,1.0,0.0
421,silenthill2,1.0,0.0
422,plantsvszombies,1.0,0.0
423,injusticegodsamongus,1.0,0.0
424,livealive,1.0,0.0
425,darkstalkers,1.0,0.0
426,bugfables,1.0,0.0
427,acecombat7skiesunknown,1.0,0.0
428,pillarsofeternityiideadfire,1.0,0.0
429,reddeadredemption2,1.0,0.0
430,solatorobo,1.0,0.0
431,zoneoftheenders,1.0,0.0
432,armoredcore,1.0,0.0
433,sonicforces,1.0,0.0
434,commandandconquerredalert2,1.0,0.0
435,tomodachilife,1.0,0.0
436,talesofberseria,1.0,0.0
437,grandiaii,1.0,0.0
438,nomoreheroes2desperatestruggle,1.0,0.0
439,crashteamracingnitrofueled,1.0,0.0
440,needforspeed,1.0,0.0
441,contra,1.0,0.0
442,sonicgenerations,1.0,0.0
443,systemshock,1.0,0.0
444,residentevil2remake,1.0,0.0
445,thelastofuspartii,1.0,0.0
446,deadspace3,1.0,0.0
447,homeworld,1.0,0.0
448,papermariotheorigamiking,1.0,0.0
449,talesofphantasia,1.0,0.0
450,samuraiwarriors,1.0,0.0
451,theouterworlds,1.0,0.0
452,deadspace2,1.0,0.0
453,neptunia,1.0,0.0
454,x,1.0,0.0
455,starfox64,1.0,0.0
456,grimfandango,1.0,0.0
457,streetfighteriv,1.0,0.0
458,tombraider2013,1.0,0.0
459,devilmaycry3dantesawakening,1.0,0.0
460,wolfensteintheneworder,1.0,0.0
461,magiarecordpuellamagimadokamagicasidestory,1.0,0.0
462,ahatintime,1.0,0.0
463,bioshockinfinite,1.0,0.0
464,eveonline,1.0,0.0
465,alanwakesamericannightmare,1.0,0.0
466,fableii,1.0,0.0
467,assassinscreedi,1.0,0.0
468,sonicthehedgehog2,1.0,0.0
469,finalfantasytacticsadvance,1.0,0.0
470,pokemonmysterydungeon,1.0,0.0
471,fablei,1.0,0.0
472,ys,1.0,0.0
473,yakuzalikeadragon,1.0,0.0
474,residentevil7biohazard,1.0,0.0
475,granbluefantasy,1.0,0.0
476,sandsofdestruction,1.0,0.0
477,destiny2,1.0,0.0
478,sekiroshadowsdietwice,1.0,0.0
479,girlsfrontline,1.0,0.0
480,kirbysuperstar,1.0,0.0
481,dragonquestxi,1.0,0.0
482,twistedmetal,1.0,0.0
483,injustice2,1.0,0.0
484,medabots,1.0,0.0
485,talesofgraces,1.0,0.0
486,epicbattlefantasy,1.0,0.0
487,soniccolors,1.0,0.0
488,gameofthronesascent,1.0,0.0
489,kirbystarallies,1.0,0.0
490,traumacenter,1.0,0.0
491,fireemblemthebindingblade,1.0,0.0
492,sagafrontier,1.0,0.0
493,battletech,1.0,0.0
494,mugen,1.0,0.0
495,gradius,0.8571428571428571,0.14285714285714285
496,ratchetandclankgoingcommando,1.0,0.0
497,psychonauts2,1.0,0.0
498,grimdawn,1.0,0.0
499,bloodstainedritualofthenight,1.0,0.0
