Topic 1,Topic 2,Topic 3,Topic 4
388/0.00047879784909273947,,1595/0.0006172719180262893,
2419/0.00047879784909273947,,2243/0.0006172719180262893,
2373/0.00047879784909273947,,1586/0.0006172719180262893,
2278/0.00047879784909273947,,2132/0.0006172719180262893,
1988/0.00047879784909273947,,0/0.0006172719180262893,
2501/0.0004665209811672846,,1074/0.0006107743188891704,
1209/0.0004665209811672846,,1578/0.0006107743188891704,
2186/0.0004665209811672846,,476/0.0006042767197520516,
2998/0.0004665209811672846,,455/0.0006042767197520516,
2949/0.0004665209811672846,,1016/0.0006042767197520516,
1793/0.0004665209811672846,,2070/0.0006042767197520516,
2935/0.00045424411324182973,,1642/0.0006042767197520516,
2176/0.00045424411324182973,,2680/0.0006042767197520516,
1305/0.00045424411324182973,,1481/0.0006042767197520516,
1583/0.00045424411324182973,,1678/0.0006042767197520516,
2667/0.00045424411324182973,,2782/0.0005977791206149328,
991/0.0004419672453163749,,1653/0.0005977791206149328,
1867/0.0004419672453163749,,1207/0.0005977791206149328,
2498/0.0004419672453163749,,506/0.0005977791206149328,
1625/0.0004419672453163749,,1136/0.0005977791206149328,
737/0.0004419672453163749,,422/0.0005977791206149328,
2921/0.0004419672453163749,,451/0.0005977791206149328,
2334/0.0004419672453163749,,2504/0.0005977791206149328,
2677/0.00042969037739092004,,1579/0.0005977791206149328,
540/0.00042969037739092004,,1946/0.0005977791206149328,
301/0.00042969037739092004,,726/0.000591281521477814,
1431/0.00042969037739092004,,2801/0.000591281521477814,
2124/0.00042969037739092004,,2126/0.000591281521477814,
2208/0.00041741350946546515,,358/0.000591281521477814,
1901/0.00041741350946546515,,2067/0.000591281521477814,
2656/0.00041741350946546515,,1822/0.0005847839223406951,
2421/0.00041741350946546515,,1180/0.0005847839223406951,
1081/0.00041741350946546515,,1856/0.0005847839223406951,
2797/0.0004051366415400103,,439/0.0005847839223406951,
2382/0.0004051366415400103,,2299/0.0005847839223406951,
2285/0.0004051366415400103,,2050/0.0005847839223406951,
1750/0.0004051366415400103,,2576/0.0005847839223406951,
1187/0.0004051366415400103,,1486/0.0005782863232035763,
2881/0.0004051366415400103,,1222/0.0005782863232035763,
186/0.0004051366415400103,,1330/0.0005782863232035763,
2910/0.0004051366415400103,,2406/0.0005782863232035763,
482/0.0004051366415400103,,2001/0.0005782863232035763,
2605/0.0004051366415400103,,379/0.0005782863232035763,
14/0.00039285977361455546,,1457/0.0005717887240664574,
743/0.00039285977361455546,,2195/0.0005717887240664574,
2153/0.00039285977361455546,,1096/0.0005717887240664574,
2252/0.00039285977361455546,,1622/0.0005652911249293386,
1860/0.0003805829056891006,,1451/0.0005652911249293386,
2798/0.0003805829056891006,,1952/0.0005652911249293386,
2301/0.0003805829056891006,,664/0.0005652911249293386,
1958/0.0003805829056891006,,227/0.0005652911249293386,
2154/0.0003805829056891006,,2402/0.0005652911249293386,
2699/0.0003805829056891006,,1369/0.0005652911249293386,
2948/0.0003805829056891006,,783/0.0005652911249293386,
1993/0.0003805829056891006,,750/0.0005652911249293386,
8/0.0003805829056891006,,2701/0.0005652911249293386,
2505/0.0003683060377636457,,1672/0.0005587935257922198,
7/0.0003683060377636457,,976/0.0005587935257922198,
1696/0.0003683060377636457,,2514/0.0005587935257922198,
2524/0.0003683060377636457,,2475/0.0005587935257922198,
2420/0.0003683060377636457,,3012/0.0005587935257922198,
1669/0.0003683060377636457,,745/0.0005587935257922198,
1013/0.0003683060377636457,,2885/0.0005587935257922198,
2235/0.0003560291698381909,,2465/0.0005587935257922198,
2312/0.0003560291698381909,,1261/0.0005587935257922198,
2486/0.0003560291698381909,,1383/0.0005587935257922198,
806/0.00034375230191273603,,838/0.0005587935257922198,
2941/0.00034375230191273603,,2056/0.0005522959266551009,
1947/0.00034375230191273603,,1960/0.0005522959266551009,
2919/0.00034375230191273603,,739/0.0005522959266551009,
1017/0.00034375230191273603,,294/0.0005522959266551009,
1688/0.00034375230191273603,,128/0.0005522959266551009,
1868/0.00034375230191273603,,2206/0.0005522959266551009,
3001/0.00034375230191273603,,1055/0.0005522959266551009,
2602/0.0003314754339872812,,2114/0.0005522959266551009,
2689/0.0003314754339872812,,585/0.0005522959266551009,
2305/0.0003314754339872812,,2079/0.0005522959266551009,
1366/0.0003314754339872812,,1697/0.0005522959266551009,
956/0.0003314754339872812,,1950/0.0005522959266551009,
1551/0.0003314754339872812,,1991/0.0005457983275179821,
1809/0.0003191985660618263,,2777/0.0005457983275179821,
2651/0.0003191985660618263,,1829/0.0005457983275179821,
2987/0.0003191985660618263,,2710/0.0005457983275179821,
1028/0.0003191985660618263,,1845/0.0005457983275179821,
2647/0.0003191985660618263,,2363/0.0005457983275179821,
2429/0.0003191985660618263,,2214/0.0005393007283808633,
1464/0.0003191985660618263,,690/0.0005393007283808633,
1550/0.0003191985660618263,,2676/0.0005393007283808633,
2122/0.00030692169813637145,,1421/0.0005393007283808633,
2448/0.00030692169813637145,,2933/0.0005393007283808633,
611/0.00030692169813637145,,454/0.0005393007283808633,
1059/0.00030692169813637145,,2119/0.0005328031292437444,
2871/0.00030692169813637145,,2587/0.0005328031292437444,
2850/0.0002946448302109166,,3014/0.0005328031292437444,
2996/0.0002946448302109166,,1177/0.0005328031292437444,
1932/0.0002946448302109166,,537/0.0005328031292437444,
297/0.0002946448302109166,,2601/0.0005328031292437444,
2839/0.0002946448302109166,,2499/0.0005263055301066256,
1599/0.0002946448302109166,,157/0.0005263055301066256,
2377/0.0002946448302109166,,1922/0.0005263055301066256,
211/0.0002823679622854617,,2784/0.0005263055301066256,
950/0.0002823679622854617,,2965/0.0005263055301066256,
2848/0.0002823679622854617,,2814/0.0005263055301066256,
978/0.0002823679622854617,,568/0.0005263055301066256,
2585/0.0002823679622854617,,266/0.0005263055301066256,
1448/0.0002823679622854617,,1894/0.0005263055301066256,
1203/0.00027009109436000687,,2834/0.0005198079309695067,
46/0.00027009109436000687,,591/0.0005198079309695067,
399/0.00027009109436000687,,1525/0.0005198079309695067,
1803/0.00027009109436000687,,1805/0.0005198079309695067,
2303/0.00027009109436000687,,662/0.000513310331832388,
2469/0.000257814226434552,,50/0.000513310331832388,
1527/0.000257814226434552,,1029/0.000513310331832388,
2876/0.000257814226434552,,2395/0.000513310331832388,
1376/0.000257814226434552,,1214/0.000513310331832388,
2405/0.000257814226434552,,321/0.000513310331832388,
3025/0.000257814226434552,,2703/0.000513310331832388,
2742/0.000257814226434552,,2097/0.000513310331832388,
2930/0.000257814226434552,,1753/0.000513310331832388,
546/0.0002455373585090972,,2096/0.000513310331832388,
236/0.0002455373585090972,,2604/0.000513310331832388,
2170/0.0002455373585090972,,2292/0.0005068127326952691,
1910/0.0002332604905836423,,1156/0.0005068127326952691,
2253/0.0002332604905836423,,856/0.0005068127326952691,
1323/0.0002332604905836423,,2877/0.0005068127326952691,
354/0.0002332604905836423,,2648/0.0005068127326952691,
2820/0.00022098362265818744,,173/0.0005068127326952691,
2586/0.00020870675473273257,,2659/0.0005068127326952691,
1253/0.00020870675473273257,,776/0.0005068127326952691,
1440/0.00019642988680727773,,1581/0.0005068127326952691,
2381/0.00019642988680727773,,998/0.0005003151335581503,
1517/0.00019642988680727773,,1545/0.0005003151335581503,
1060/0.00019642988680727773,,2072/0.0005003151335581503,
2528/0.00019642988680727773,,2378/0.0004938175344210314,
705/0.00019642988680727773,,2157/0.0004938175344210314,
1977/0.00019642988680727773,,2211/0.0004938175344210314,
2375/0.00019642988680727773,,2146/0.0004938175344210314,
1815/0.00019642988680727773,,1776/0.0004938175344210314,
395/0.00019642988680727773,,42/0.0004938175344210314,
1994/0.00018415301888182286,,1538/0.0004938175344210314,
1523/0.00018415301888182286,,2728/0.0004938175344210314,
2261/0.00018415301888182286,,1307/0.0004873199352839126,
2733/0.00018415301888182286,,770/0.0004873199352839126,
107/0.00018415301888182286,,1176/0.0004873199352839126,
3006/0.00017187615095636802,,560/0.0004808223361467938,
2721/0.00015959928303091315,,2356/0.0004808223361467938,
2816/0.00015959928303091315,,483/0.0004808223361467938,
2772/0.0001473224151054583,,2319/0.0004808223361467938,
2761/0.0001473224151054583,,516/0.0004808223361467938,
1806/0.0001473224151054583,,2762/0.0004808223361467938,
2616/0.00013504554718000343,,597/0.00047432473700967495,
2567/0.00013504554718000343,,124/0.00046782713787255607,
1926/0.0001227686792545486,,1321/0.00046782713787255607,
1001/0.0001227686792545486,,2228/0.00046782713787255607,
577/0.0001227686792545486,,723/0.00046782713787255607,
2629/0.0001227686792545486,,2663/0.00046782713787255607,
1897/0.0001227686792545486,,1716/0.00046782713787255607,
1447/0.0001227686792545486,,2316/0.00046782713787255607,
2489/0.0001227686792545486,,1749/0.00046782713787255607,
874/0.0001227686792545486,,1445/0.00046782713787255607,
2137/0.00011049181132909372,,2660/0.00046782713787255607,
2637/0.00011049181132909372,,2387/0.00046782713787255607,
1853/0.00011049181132909372,,1748/0.00046132953873543724,
2289/0.00011049181132909372,,685/0.00046132953873543724,
1455/0.00011049181132909372,,2295/0.00046132953873543724,
2115/9.821494340363886e-05,,2296/0.00046132953873543724,
2969/9.821494340363886e-05,,1539/0.00046132953873543724,
2370/9.821494340363886e-05,,2288/0.00046132953873543724,
2019/9.821494340363886e-05,,2975/0.00046132953873543724,
1904/9.821494340363886e-05,,1012/0.00046132953873543724,
176/9.821494340363886e-05,,2527/0.0004548319395983184,
2934/8.593807547818401e-05,,2897/0.0004548319395983184,
59/8.593807547818401e-05,,45/0.0004548319395983184,
667/8.593807547818401e-05,,526/0.0004548319395983184,
1206/6.13843396272743e-05,,267/0.0004483343404611996,
2579/6.13843396272743e-05,,1913/0.0004483343404611996,
2496/6.13843396272743e-05,,82/0.0004483343404611996,
1619/6.13843396272743e-05,,295/0.0004483343404611996,
2855/6.13843396272743e-05,,2917/0.0004483343404611996,
1724/6.13843396272743e-05,,2468/0.0004483343404611996,
1981/6.13843396272743e-05,,2282/0.0004483343404611996,
1871/6.13843396272743e-05,,2459/0.0004483343404611996,
2549/6.13843396272743e-05,,2333/0.00044183674132408077,
1428/6.13843396272743e-05,,1484/0.00044183674132408077,
2082/6.13843396272743e-05,,1528/0.00044183674132408077,
2697/6.13843396272743e-05,,2016/0.00044183674132408077,
2071/6.13843396272743e-05,,2198/0.00044183674132408077,
607/6.13843396272743e-05,,2460/0.00043533914218696194,
283/6.13843396272743e-05,,1183/0.00043533914218696194,
2863/4.910747170181943e-05,,1232/0.00043533914218696194,
2791/4.910747170181943e-05,,230/0.00043533914218696194,
277/4.910747170181943e-05,,2664/0.00043533914218696194,
35/4.910747170181943e-05,,2221/0.00043533914218696194,
1229/4.910747170181943e-05,,1106/0.00043533914218696194,
2901/4.910747170181943e-05,,57/0.00042884154304984306,
1563/4.910747170181943e-05,,2298/0.00042884154304984306,
528/4.910747170181943e-05,,2964/0.00042234394391272423,
1571/4.910747170181943e-05,,1557/0.00042234394391272423,
2976/3.6830603776364576e-05,,924/0.00042234394391272423,
2372/3.6830603776364576e-05,,1357/0.00042234394391272423,
1604/3.6830603776364576e-05,,2831/0.00042234394391272423,
999/3.6830603776364576e-05,,2047/0.00042234394391272423,
1618/3.6830603776364576e-05,,1951/0.00042234394391272423,
2007/3.6830603776364576e-05,,1936/0.0004158463447756054,
790/3.6830603776364576e-05,,2922/0.0004158463447756054,
1971/2.4553735850909716e-05,,2009/0.0004158463447756054,
3007/2.4553735850909716e-05,,1970/0.0004158463447756054,
2624/2.4553735850909716e-05,,1648/0.0004158463447756054,
1682/2.4553735850909716e-05,,1885/0.0004093487456384866,
1818/2.4553735850909716e-05,,1433/0.0004093487456384866,
741/2.4553735850909716e-05,,3017/0.0004093487456384866,
589/2.4553735850909716e-05,,2781/0.0004093487456384866,
1284/2.4553735850909716e-05,,543/0.0004093487456384866,
605/2.4553735850909716e-05,,1039/0.0004093487456384866,
1204/2.4553735850909716e-05,,641/0.00040285114650136775,
1817/2.4553735850909716e-05,,2142/0.00040285114650136775,
2013/2.4553735850909716e-05,,3011/0.00039635354736424893,
618/2.4553735850909716e-05,,1067/0.00039635354736424893,
2109/2.4553735850909716e-05,,872/0.00039635354736424893,
679/2.4553735850909716e-05,,2472/0.00039635354736424893,
625/2.4553735850909716e-05,,2662/0.00039635354736424893,
1612/1.2276867925454858e-05,,1364/0.00039635354736424893,
969/1.2276867925454858e-05,,2049/0.00039635354736424893,
882/1.2276867925454858e-05,,2247/0.00039635354736424893,
2556/1.2276867925454858e-05,,2790/0.00039635354736424893,
2817/1.2276867925454858e-05,,93/0.00039635354736424893,
1070/1.2276867925454858e-05,,578/0.00039635354736424893,
1492/1.2276867925454858e-05,,1767/0.00038985594822713005,
2474/1.2276867925454858e-05,,569/0.00038985594822713005,
2633/1.2276867925454858e-05,,190/0.00038985594822713005,
2702/1.2276867925454858e-05,,2174/0.00038985594822713005,
2169/1.2276867925454858e-05,,1709/0.00038985594822713005,
2752/1.2276867925454858e-05,,1259/0.00038985594822713005,
2456/1.2276867925454858e-05,,1095/0.0003833583490900112,
1541/1.2276867925454858e-05,,2224/0.0003833583490900112,
2950/1.2276867925454858e-05,,2870/0.0003833583490900112,
,,219/0.0003833583490900112,
,,2807/0.0003833583490900112,
,,1347/0.0003833583490900112,
,,2715/0.0003833583490900112,
,,2415/0.0003833583490900112,
,,1939/0.0003833583490900112,
,,1908/0.0003833583490900112,
,,2954/0.0003768607499528924,
,,300/0.0003768607499528924,
,,2397/0.0003768607499528924,
,,1110/0.0003768607499528924,
,,309/0.0003768607499528924,
,,1921/0.0003768607499528924,
,,1785/0.0003768607499528924,
,,1497/0.0003768607499528924,
,,778/0.00037036315081577357,
,,2899/0.00037036315081577357,
,,470/0.00037036315081577357,
,,692/0.00037036315081577357,
,,2553/0.00036386555167865474,
,,2337/0.00036386555167865474,
,,2045/0.00036386555167865474,
,,2785/0.00036386555167865474,
,,2265/0.00036386555167865474,
,,88/0.00036386555167865474,
,,2100/0.00036386555167865474,
,,797/0.00036386555167865474,
,,2865/0.0003573679525415359,
,,65/0.0003573679525415359,
,,1446/0.0003573679525415359,
,,2135/0.0003573679525415359,
,,1603/0.0003573679525415359,
,,1471/0.0003573679525415359,
,,1093/0.0003573679525415359,
,,2723/0.0003573679525415359,
,,411/0.0003573679525415359,
,,850/0.0003573679525415359,
,,1418/0.0003508703534044171,
,,49/0.0003508703534044171,
,,2236/0.0003508703534044171,
,,2092/0.0003443727542672982,
,,1701/0.0003443727542672982,
,,716/0.0003443727542672982,
,,2297/0.0003443727542672982,
,,139/0.0003443727542672982,
,,1986/0.0003443727542672982,
,,2943/0.0003443727542672982,
,,2873/0.0003443727542672982,
,,2978/0.0003443727542672982,
,,1337/0.0003443727542672982,
,,1728/0.0003443727542672982,
,,748/0.0003443727542672982,
,,2129/0.0003378751551301794,
,,1299/0.0003378751551301794,
,,2571/0.0003378751551301794,
,,1998/0.0003378751551301794,
,,2562/0.0003378751551301794,
,,2189/0.0003378751551301794,
,,2644/0.0003378751551301794,
,,1982/0.0003378751551301794,
,,448/0.0003378751551301794,
,,525/0.0003378751551301794,
,,1966/0.00033137755599306056,
,,1477/0.00033137755599306056,
,,1181/0.00033137755599306056,
,,1597/0.00033137755599306056,
,,2500/0.00033137755599306056,
,,2479/0.00032487995685594173,
,,2582/0.00032487995685594173,
,,1151/0.00032487995685594173,
,,2868/0.00032487995685594173,
,,2621/0.0003183823577188229,
,,2055/0.0003183823577188229,
,,247/0.0003183823577188229,
,,2890/0.0003183823577188229,
,,1575/0.0003183823577188229,
,,2116/0.0003183823577188229,
,,852/0.0003183823577188229,
,,2650/0.0003183823577188229,
,,2140/0.0003183823577188229,
,,2953/0.0003118847585817041,
,,1772/0.0003118847585817041,
,,523/0.0003118847585817041,
,,2371/0.0003118847585817041,
,,732/0.0003118847585817041,
,,2366/0.0003118847585817041,
,,2075/0.0003118847585817041,
,,1710/0.0003118847585817041,
,,2411/0.0003118847585817041,
,,816/0.0003118847585817041,
,,567/0.0003118847585817041,
,,1414/0.0003118847585817041,
,,276/0.0003118847585817041,
,,1792/0.0003118847585817041,
,,2608/0.0003053871594445852,
,,337/0.0003053871594445852,
,,1211/0.0002988895603074664,
,,453/0.0002988895603074664,
,,2671/0.0002988895603074664,
,,903/0.0002988895603074664,
,,2774/0.0002988895603074664,
,,504/0.0002988895603074664,
,,2000/0.0002988895603074664,
,,2230/0.0002988895603074664,
,,1755/0.0002988895603074664,
,,1236/0.00029239196117034755,
,,1720/0.00029239196117034755,
,,2619/0.00029239196117034755,
,,81/0.00029239196117034755,
,,1153/0.00029239196117034755,
,,2436/0.00029239196117034755,
,,2404/0.00029239196117034755,
,,2270/0.00029239196117034755,
,,2751/0.00029239196117034755,
,,2951/0.00029239196117034755,
,,1350/0.0002858943620332287,
,,2251/0.0002858943620332287,
,,2833/0.0002858943620332287,
,,168/0.0002858943620332287,
,,2916/0.0002858943620332287,
,,1354/0.0002858943620332287,
,,676/0.0002858943620332287,
,,2958/0.0002858943620332287,
,,917/0.0002793967628961099,
,,2557/0.0002793967628961099,
,,1086/0.0002793967628961099,
,,1479/0.0002793967628961099,
,,1794/0.0002793967628961099,
,,1975/0.0002793967628961099,
,,1519/0.0002793967628961099,
,,853/0.0002793967628961099,
,,1155/0.0002793967628961099,
,,1120/0.0002793967628961099,
,,2369/0.00027289916375899107,
,,2057/0.00027289916375899107,
,,212/0.00027289916375899107,
,,2780/0.00027289916375899107,
,,2927/0.00027289916375899107,
,,1472/0.00027289916375899107,
,,2955/0.00027289916375899107,
,,1812/0.00027289916375899107,
,,2336/0.00027289916375899107,
,,2813/0.0002664015646218722,
,,2829/0.0002664015646218722,
,,2657/0.0002664015646218722,
,,2627/0.0002664015646218722,
,,1706/0.0002664015646218722,
,,1290/0.0002664015646218722,
,,1722/0.00025990396548475337,
,,2398/0.00025990396548475337,
,,2822/0.00025990396548475337,
,,1959/0.00025990396548475337,
,,813/0.00025990396548475337,
,,1415/0.00025990396548475337,
,,2428/0.00025990396548475337,
,,2507/0.00025990396548475337,
,,901/0.00025990396548475337,
,,822/0.00025990396548475337,
,,1864/0.00025990396548475337,
,,1766/0.00025990396548475337,
,,2254/0.00025340636634763454,
,,1226/0.00025340636634763454,
,,1631/0.00025340636634763454,
,,2720/0.00025340636634763454,
,,2052/0.00025340636634763454,
,,1832/0.00025340636634763454,
,,1452/0.00025340636634763454,
,,1265/0.00025340636634763454,
,,2030/0.00025340636634763454,
,,2896/0.00025340636634763454,
,,2739/0.0002469087672105157,
,,920/0.0002469087672105157,
,,2883/0.0002469087672105157,
,,2709/0.0002404111680733969,
,,798/0.0002404111680733969,
,,1770/0.0002404111680733969,
,,1699/0.0002404111680733969,
,,1821/0.0002404111680733969,
,,1238/0.00023391356893627803,
,,1536/0.0002274159697991592,
,,2239/0.0002274159697991592,
,,1775/0.0002274159697991592,
,,2503/0.0002274159697991592,
,,820/0.0002274159697991592,
,,2400/0.00022091837066204038,
,,1179/0.00022091837066204038,
,,839/0.00022091837066204038,
,,2842/0.00022091837066204038,
,,1861/0.00022091837066204038,
,,752/0.00022091837066204038,
,,2488/0.00022091837066204038,
,,2396/0.00022091837066204038,
,,1923/0.00022091837066204038,
,,2786/0.00021442077152492153,
,,1424/0.00021442077152492153,
,,1374/0.00021442077152492153,
,,803/0.0002079231723878027,
,,1548/0.0002079231723878027,
,,2939/0.0002079231723878027,
,,582/0.0002079231723878027,
,,836/0.0002079231723878027,
,,2217/0.0002079231723878027,
,,1658/0.00020142557325068388,
,,2440/0.00020142557325068388,
,,2945/0.00020142557325068388,
,,1783/0.00019492797411356502,
,,1184/0.00019492797411356502,
,,2454/0.00019492797411356502,
,,2904/0.00019492797411356502,
,,1023/0.0001884303749764462,
,,2707/0.0001884303749764462,
,,2310/0.0001884303749764462,
,,2044/0.0001884303749764462,
,,2956/0.0001884303749764462,
,,408/0.00018193277583932737,
,,2913/0.00018193277583932737,
,,2386/0.00018193277583932737,
,,2085/0.00018193277583932737,
,,2841/0.00018193277583932737,
,,2344/0.00018193277583932737,
,,2099/0.00018193277583932737,
,,1907/0.00017543517670220855,
,,1233/0.00017543517670220855,
,,1933/0.0001689375775650897,
,,24/0.0001689375775650897,
,,747/0.0001689375775650897,
,,2182/0.0001689375775650897,
,,1841/0.0001689375775650897,
,,1223/0.0001689375775650897,
,,1740/0.0001689375775650897,
,,2391/0.00016243997842797087,
,,1870/0.00016243997842797087,
,,1847/0.00015594237929085204,
,,1065/0.00015594237929085204,
,,1807/0.00015594237929085204,
,,1778/0.00015594237929085204,
,,1200/0.00015594237929085204,
,,1826/0.00015594237929085204,
,,2143/0.0001494447801537332,
,,2778/0.0001494447801537332,
,,1690/0.0001494447801537332,
,,1288/0.0001494447801537332,
,,2309/0.0001494447801537332,
,,1684/0.0001494447801537332,
,,2269/0.00014294718101661436,
,,2023/0.00014294718101661436,
,,1665/0.00014294718101661436,
,,2818/0.00013644958187949554,
,,2184/0.00012995198274237668,
,,1743/0.00012995198274237668,
,,2661/0.00012995198274237668,
,,2187/0.00012995198274237668,
,,1565/0.00012995198274237668,
,,2134/0.00012995198274237668,
,,2233/0.00012995198274237668,
,,1733/0.00012995198274237668,
,,2595/0.00012345438360525786,
,,1584/0.00012345438360525786,
,,1969/0.00012345438360525786,
,,1916/0.00012345438360525786,
,,1670/0.00012345438360525786,
,,2031/0.00012345438360525786,
,,2636/0.00012345438360525786,
,,765/0.00011695678446813902,
,,2882/0.00011695678446813902,
,,74/0.00011695678446813902,
,,2668/0.00011695678446813902,
,,2491/0.00011695678446813902,
,,2936/0.00011045918533102019,
,,2209/0.00011045918533102019,
,,2218/0.00011045918533102019,
,,1638/0.00010396158619390135,
,,561/0.00010396158619390135,
,,2983/9.746398705678251e-05,
,,402/9.746398705678251e-05,
,,1928/9.746398705678251e-05,
,,1742/9.096638791966369e-05,
,,1466/9.096638791966369e-05,
,,1990/9.096638791966369e-05,
,,669/9.096638791966369e-05,
,,2385/9.096638791966369e-05,
,,2017/9.096638791966369e-05,
,,928/8.446878878254485e-05,
,,2645/8.446878878254485e-05,
,,1057/8.446878878254485e-05,
,,958/8.446878878254485e-05,
,,2145/8.446878878254485e-05,
,,2064/8.446878878254485e-05,
,,751/8.446878878254485e-05,
,,1876/7.797118964542602e-05,
,,1312/7.797118964542602e-05,
,,2471/7.797118964542602e-05,
,,1104/7.147359050830718e-05,
,,2081/7.147359050830718e-05,
,,2794/7.147359050830718e-05,
,,238/7.147359050830718e-05,
,,2058/7.147359050830718e-05,
,,1965/6.497599137118834e-05,
,,2199/6.497599137118834e-05,
,,2861/6.497599137118834e-05,
,,2666/6.497599137118834e-05,
,,1786/5.847839223406951e-05,
,,1499/5.847839223406951e-05,
,,2776/5.847839223406951e-05,
,,515/5.847839223406951e-05,
,,955/5.1980793096950676e-05,
,,479/5.1980793096950676e-05,
,,2864/5.1980793096950676e-05,
,,2354/5.1980793096950676e-05,
,,2240/5.1980793096950676e-05,
,,1426/4.548319395983184e-05,
,,145/4.548319395983184e-05,
,,2152/4.548319395983184e-05,
,,233/3.898559482271301e-05,
,,684/3.248799568559417e-05,
,,191/3.248799568559417e-05,
,,1504/3.248799568559417e-05,
,,2538/3.248799568559417e-05,
,,1754/2.5990396548475338e-05,
,,278/2.5990396548475338e-05,
,,2729/2.5990396548475338e-05,
,,1677/2.5990396548475338e-05,
,,619/2.5990396548475338e-05,
,,2806/2.5990396548475338e-05,
,,1819/2.5990396548475338e-05,
,,1371/2.5990396548475338e-05,
,,1839/1.9492797411356505e-05,
,,2744/1.9492797411356505e-05,
,,545/1.9492797411356505e-05,
,,2048/1.9492797411356505e-05,
,,2518/1.9492797411356505e-05,
,,1956/1.9492797411356505e-05,
,,980/1.9492797411356505e-05,
,,2852/1.9492797411356505e-05,
,,1131/1.2995198274237669e-05,
,,1135/1.2995198274237669e-05,
,,2324/1.2995198274237669e-05,
,,575/1.2995198274237669e-05,
,,2577/1.2995198274237669e-05,
,,1109/1.2995198274237669e-05,
,,436/6.4975991371188345e-06,
,,2452/6.4975991371188345e-06,
,,245/6.4975991371188345e-06,
,,555/6.4975991371188345e-06,
,,2766/6.4975991371188345e-06,
,,273/6.4975991371188345e-06,
,,2149/6.4975991371188345e-06,
,,1588/6.4975991371188345e-06,
,,1056/6.4975991371188345e-06,
,,2849/6.4975991371188345e-06,
,,1483/6.4975991371188345e-06,
,,2244/6.4975991371188345e-06,
,,2759/6.4975991371188345e-06,
,,2854/6.4975991371188345e-06,
