Topic 1,Topic 2
1724/0.0006015902908558275,1893/0.0005858219707885277
1578/0.0006015902908558275,2342/0.0005858219707885277
1309/0.000598684057566669,279/0.0005858219707885277
551/0.000598684057566669,441/0.0005839261068053933
1746/0.000598684057566669,2933/0.0005839261068053933
215/0.0005957778242775104,2569/0.0005820302428222589
674/0.0005957778242775104,1002/0.0005820302428222589
2110/0.0005928715909883518,2903/0.0005820302428222589
2267/0.0005928715909883518,527/0.0005801343788391245
1614/0.0005928715909883518,1885/0.0005782385148559902
1805/0.0005928715909883518,1443/0.0005782385148559902
2207/0.0005928715909883518,668/0.0005763426508728558
857/0.0005899653576991932,1650/0.0005763426508728558
1594/0.0005870591244100346,812/0.0005763426508728558
675/0.0005870591244100346,1675/0.0005744467868897214
2767/0.0005870591244100346,1328/0.0005744467868897214
252/0.0005812466578317175,3/0.0005744467868897214
1593/0.0005812466578317175,2787/0.0005744467868897214
1879/0.0005812466578317175,626/0.0005744467868897214
1427/0.0005783404245425589,179/0.000572550922906587
2359/0.0005783404245425589,2676/0.000572550922906587
2210/0.0005754341912534003,1844/0.0005687591949403182
1900/0.0005725279579642417,650/0.0005649674669740494
1229/0.0005725279579642417,1407/0.0005649674669740494
1918/0.0005725279579642417,1771/0.0005630716029909151
228/0.0005725279579642417,2590/0.0005630716029909151
1251/0.0005696217246750832,1314/0.0005611757390077807
1373/0.0005696217246750832,1108/0.0005592798750246463
2513/0.0005667154913859245,462/0.0005573840110415118
1538/0.0005667154913859245,1394/0.0005554881470583774
1913/0.0005667154913859245,1559/0.0005516964190921086
703/0.0005667154913859245,2315/0.0005498005551089742
1529/0.0005667154913859245,612/0.0005498005551089742
51/0.0005667154913859245,1630/0.0005498005551089742
2214/0.0005638092580967659,1008/0.0005498005551089742
2008/0.0005638092580967659,90/0.0005498005551089742
1387/0.0005638092580967659,2352/0.0005498005551089742
2380/0.0005638092580967659,400/0.0005479046911258398
2129/0.0005609030248076073,912/0.0005460088271427055
3012/0.0005609030248076073,2958/0.0005460088271427055
2893/0.0005609030248076073,133/0.0005460088271427055
660/0.0005609030248076073,1723/0.0005460088271427055
2054/0.0005579967915184488,1363/0.0005441129631595711
1800/0.0005579967915184488,2685/0.0005403212351933023
1606/0.0005579967915184488,2108/0.0005403212351933023
407/0.0005550905582292902,1776/0.0005403212351933023
1388/0.0005550905582292902,463/0.0005384253712101679
772/0.0005521843249401316,322/0.0005384253712101679
1219/0.000549278091650973,2424/0.0005384253712101679
2447/0.000549278091650973,136/0.0005365295072270335
2840/0.000549278091650973,1122/0.0005365295072270335
2466/0.000549278091650973,946/0.0005365295072270335
49/0.000549278091650973,1640/0.0005365295072270335
953/0.000549278091650973,2680/0.0005346336432438991
2789/0.0005463718583618144,1250/0.0005346336432438991
2905/0.0005463718583618144,199/0.0005346336432438991
1218/0.0005463718583618144,774/0.0005346336432438991
2897/0.0005463718583618144,2439/0.0005327377792607647
392/0.0005463718583618144,2543/0.0005308419152776304
1185/0.0005434656250726559,704/0.0005308419152776304
5/0.0005434656250726559,1475/0.0005308419152776304
106/0.0005434656250726559,651/0.000528946051294496
1828/0.0005434656250726559,1061/0.000528946051294496
1228/0.0005405593917834973,1565/0.0005270501873113616
932/0.0005405593917834973,1454/0.0005270501873113616
1985/0.0005405593917834973,1404/0.0005251543233282272
1367/0.0005405593917834973,793/0.0005232584593450927
1051/0.0005405593917834973,72/0.0005232584593450927
2558/0.0005405593917834973,2827/0.0005232584593450927
131/0.0005376531584943387,2046/0.0005194667313788239
2969/0.00053474692520518,1677/0.0005175708673956895
1445/0.00053474692520518,2859/0.0005175708673956895
1506/0.00053474692520518,1531/0.0005156750034125551
1510/0.0005289344586268629,83/0.0005156750034125551
1490/0.0005289344586268629,75/0.0005156750034125551
2235/0.0005260282253377043,2689/0.0005137791394294208
2510/0.0005260282253377043,2960/0.0005137791394294208
2996/0.0005231219920485457,861/0.0005137791394294208
2911/0.0005231219920485457,2785/0.0005137791394294208
603/0.0005231219920485457,182/0.0005137791394294208
1214/0.0005231219920485457,1317/0.0005118832754462864
2672/0.0005231219920485457,1583/0.0005118832754462864
1622/0.0005231219920485457,572/0.0005118832754462864
364/0.0005173095254702285,1196/0.000509987411463152
2833/0.0005173095254702285,2112/0.000509987411463152
1153/0.0005173095254702285,1264/0.000509987411463152
985/0.0005173095254702285,152/0.0005080915474800176
1245/0.00051440329218107,1494/0.0005061956834968832
2348/0.00051440329218107,1846/0.0005061956834968832
2561/0.00051440329218107,2189/0.0005042998195137488
1700/0.00051440329218107,2982/0.0005042998195137488
745/0.0005114970588919114,1686/0.0005024039555306144
1265/0.0005114970588919114,1293/0.00050050809154748
2944/0.0005114970588919114,1929/0.00050050809154748
63/0.0005114970588919114,2338/0.0004986122275643456
1159/0.0005114970588919114,2426/0.0004986122275643456
2529/0.0005114970588919114,2383/0.0004967163635812113
748/0.0005085908256027528,1246/0.0004967163635812113
1180/0.0005085908256027528,380/0.0004967163635812113
2085/0.0005085908256027528,2671/0.0004967163635812113
2995/0.0005056845923135942,1569/0.0004948204995980769
2926/0.0005056845923135942,919/0.0004948204995980769
739/0.0005056845923135942,217/0.0004948204995980769
1859/0.0005027783590244356,2937/0.0004948204995980769
2812/0.0004998721257352771,376/0.0004929246356149425
1523/0.0004998721257352771,1141/0.0004929246356149425
2292/0.0004998721257352771,2091/0.000491028771631808
925/0.0004998721257352771,717/0.000491028771631808
307/0.0004969658924461185,1393/0.0004891329076486736
982/0.0004969658924461185,315/0.00048723704366553924
472/0.0004969658924461185,530/0.0004834453156992705
1903/0.0004969658924461185,2624/0.0004834453156992705
1888/0.0004940596591569598,549/0.0004834453156992705
1359/0.0004940596591569598,2755/0.0004815494517161361
781/0.0004911534258678012,257/0.00047965358773300167
1477/0.0004882471925786427,2731/0.00047965358773300167
1102/0.0004882471925786427,2144/0.0004777577237498673
1069/0.0004882471925786427,897/0.0004777577237498673
2497/0.00048534095928948407,1971/0.0004777577237498673
894/0.00048534095928948407,330/0.0004758618597667329
2347/0.00048534095928948407,1887/0.0004739659957835985
2158/0.00048534095928948407,1689/0.0004720701318004641
844/0.0004824347260003255,497/0.0004720701318004641
2423/0.0004824347260003255,2981/0.0004720701318004641
2555/0.0004795284927111669,632/0.0004720701318004641
1715/0.0004795284927111669,1950/0.0004720701318004641
973/0.00047662225942200835,996/0.0004701742678173297
2844/0.00047662225942200835,1381/0.00046827840383419534
799/0.00047662225942200835,1777/0.00046827840383419534
904/0.00047662225942200835,149/0.00046827840383419534
992/0.00047662225942200835,2317/0.00046638253985106093
1664/0.00047371602613284974,1577/0.00046638253985106093
3015/0.00047371602613284974,639/0.00046638253985106093
406/0.00047371602613284974,1409/0.0004644866758679265
885/0.00047080979284369113,758/0.0004644866758679265
1966/0.00047080979284369113,1282/0.0004644866758679265
366/0.00047080979284369113,1752/0.0004644866758679265
171/0.00047080979284369113,2243/0.0004625908118847921
174/0.0004679035595545326,1254/0.00046069494790165776
2023/0.0004679035595545326,2006/0.00045879908391852336
733/0.0004679035595545326,2690/0.00045879908391852336
988/0.0004679035595545326,1514/0.0004531114919691202
2012/0.00046499732626537396,2330/0.0004531114919691202
1272/0.00046499732626537396,1709/0.0004512156279859858
537/0.00046499732626537396,694/0.0004493197640028514
1018/0.00046499732626537396,164/0.0004493197640028514
945/0.0004620910929762154,2146/0.0004493197640028514
1276/0.0004620910929762154,2178/0.00044742390001971697
1739/0.0004591848596870568,347/0.00044742390001971697
2544/0.0004591848596870568,1976/0.00044742390001971697
2011/0.0004591848596870568,1329/0.00044552803603658257
2362/0.0004591848596870568,949/0.00044552803603658257
118/0.0004562786263978982,1620/0.0004436321720534482
2140/0.0004562786263978982,2141/0.0004436321720534482
2443/0.00045337239310873963,1158/0.0004436321720534482
876/0.00045337239310873963,1872/0.0004436321720534482
1192/0.00045337239310873963,2109/0.0004436321720534482
2228/0.00045337239310873963,2724/0.0004417363080703138
2346/0.00045337239310873963,2357/0.0004417363080703138
1058/0.000450466159819581,2440/0.0004417363080703138
54/0.000450466159819581,1850/0.0004398404440871794
2372/0.000450466159819581,1242/0.0004398404440871794
1296/0.00044755992653042247,1014/0.0004398404440871794
2128/0.00044755992653042247,310/0.0004398404440871794
895/0.00044755992653042247,785/0.000437944580104045
2232/0.00044755992653042247,828/0.00043604871612091064
1681/0.00044465369324126386,746/0.00043415285213777623
1457/0.00044465369324126386,2469/0.00043415285213777623
258/0.00044465369324126386,2404/0.00043225698815464183
2309/0.00044465369324126386,2119/0.00043225698815464183
1973/0.00044465369324126386,1024/0.00043225698815464183
2047/0.00044174745995210525,367/0.0004303611241715074
351/0.00044174745995210525,415/0.0004303611241715074
728/0.00044174745995210525,775/0.0004303611241715074
2319/0.00044174745995210525,2683/0.00042846526018837307
2355/0.00044174745995210525,510/0.00042846526018837307
2462/0.00044174745995210525,524/0.00042656939620523866
1337/0.0004388412266629467,1055/0.00042656939620523866
451/0.0004388412266629467,2432/0.00042656939620523866
1560/0.0004359349933737881,455/0.00042656939620523866
729/0.0004359349933737881,1832/0.00042656939620523866
445/0.00043302876008462953,360/0.00042467353222210426
1633/0.00043302876008462953,849/0.00042467353222210426
2311/0.00043302876008462953,1343/0.00042467353222210426
329/0.0004301225267954709,847/0.00042467353222210426
2953/0.0004301225267954709,1208/0.00042467353222210426
565/0.0004301225267954709,1278/0.00042277766823896985
2165/0.0004301225267954709,2401/0.00042277766823896985
2020/0.00042721629350631236,1190/0.00042088180425583544
150/0.00042721629350631236,2264/0.00042088180425583544
1066/0.00042431006021715375,2130/0.00042088180425583544
2530/0.00042140382692799514,2640/0.00042088180425583544
2923/0.00042140382692799514,2287/0.0004189859402727011
2810/0.00042140382692799514,856/0.0004170900762895667
2669/0.0004184975936388366,355/0.0004170900762895667
1476/0.0004184975936388366,663/0.0004151942123064323
2308/0.0004184975936388366,312/0.0004151942123064323
1045/0.0004184975936388366,1678/0.0004151942123064323
2096/0.000415591360349678,132/0.0004151942123064323
1967/0.000415591360349678,2095/0.0004151942123064323
2994/0.000415591360349678,1587/0.00041329834832329787
1201/0.0004126851270605194,899/0.00041329834832329787
2221/0.0004126851270605194,659/0.0004114024843401635
697/0.0004126851270605194,1660/0.0004114024843401635
429/0.0004126851270605194,127/0.0004095066203570291
2449/0.0004126851270605194,2455/0.0004095066203570291
314/0.0004097788937713608,130/0.0004095066203570291
3020/0.0004097788937713608,1945/0.0004076107563738947
2719/0.0004097788937713608,738/0.0004076107563738947
1315/0.0004097788937713608,391/0.0004057148923907603
2769/0.0004068726604822022,1191/0.0004057148923907603
2205/0.0004068726604822022,1294/0.00040381902840762595
645/0.00040396642719304365,2477/0.00040381902840762595
1086/0.00040396642719304365,108/0.00040381902840762595
1611/0.00040396642719304365,394/0.00040381902840762595
1133/0.00040396642719304365,56/0.00040192316442449154
1658/0.00040396642719304365,148/0.0003981314364582227
311/0.00040396642719304365,576/0.0003981314364582227
303/0.00040396642719304365,2029/0.0003981314364582227
2677/0.00040396642719304365,2369/0.0003962355724750884
1023/0.00040106019390388504,489/0.0003962355724750884
157/0.00040106019390388504,2248/0.0003962355724750884
2568/0.00040106019390388504,2473/0.0003962355724750884
2631/0.0003981539606147265,1082/0.00039433970849195397
1222/0.0003981539606147265,617/0.00039433970849195397
835/0.0003981539606147265,2976/0.00039244384450881956
1230/0.0003952477273255679,1890/0.00039244384450881956
122/0.0003952477273255679,1040/0.00039244384450881956
1255/0.0003952477273255679,1262/0.00039054798052568515
1316/0.0003952477273255679,1753/0.00039054798052568515
724/0.0003952477273255679,3016/0.00038865211654255075
64/0.00039234149403640927,2823/0.00038865211654255075
937/0.00039234149403640927,115/0.00038865211654255075
709/0.00039234149403640927,2279/0.0003867562525594164
963/0.0003894352607472507,1279/0.000384860388576282
791/0.0003894352607472507,327/0.000384860388576282
2991/0.0003865290274580921,1341/0.000384860388576282
2732/0.0003865290274580921,947/0.0003829645245931476
2916/0.0003865290274580921,1837/0.0003810686606100132
686/0.00038362279416893354,2741/0.0003810686606100132
1728/0.00038362279416893354,2185/0.0003810686606100132
346/0.00038362279416893354,1592/0.0003810686606100132
1613/0.00038362279416893354,611/0.0003810686606100132
1996/0.00038071656087977494,1809/0.0003810686606100132
2028/0.0003778103275906164,1892/0.0003791727966268788
2331/0.00037490409430145777,2786/0.0003791727966268788
1106/0.00037490409430145777,2517/0.0003791727966268788
1260/0.00037199786101229916,1948/0.0003772769326437444
1730/0.00037199786101229916,1653/0.0003772769326437444
2062/0.00037199786101229916,649/0.0003772769326437444
2379/0.0003690916277231406,460/0.0003772769326437444
2828/0.0003690916277231406,1182/0.0003772769326437444
563/0.0003690916277231406,76/0.0003772769326437444
2868/0.0003690916277231406,1769/0.00037538106866061
1286/0.000366185394433982,1039/0.00037538106866061
908/0.000366185394433982,2026/0.00037538106866061
2247/0.00036327916114482344,2083/0.0003734852046774756
1174/0.00036327916114482344,1227/0.00037158934069434125
777/0.00036327916114482344,1762/0.00036969347671120684
622/0.00036327916114482344,2454/0.00036969347671120684
120/0.00036327916114482344,1914/0.00036779761272807244
1549/0.00036037292785566483,2977/0.00036590174874493803
2692/0.00036037292785566483,1706/0.00036590174874493803
358/0.00036037292785566483,1829/0.0003640058847618036
796/0.0003574666945665062,261/0.0003640058847618036
2332/0.0003574666945665062,2696/0.0003640058847618036
2316/0.0003574666945665062,1389/0.0003640058847618036
2600/0.0003574666945665062,1999/0.0003640058847618036
256/0.0003574666945665062,1354/0.00036211002077866927
1092/0.00035456046127734767,1679/0.00036211002077866927
2771/0.00035456046127734767,1830/0.00036211002077866927
2030/0.00035456046127734767,52/0.00036211002077866927
1307/0.00035456046127734767,1876/0.00036211002077866927
664/0.00035165422798818906,151/0.00036021415679553487
193/0.00035165422798818906,1856/0.00036021415679553487
1304/0.00035165422798818906,1333/0.00036021415679553487
1553/0.00035165422798818906,202/0.00035831829281240046
1433/0.0003487479946990305,521/0.00035831829281240046
2963/0.0003487479946990305,139/0.00035831829281240046
1375/0.0003487479946990305,2809/0.00035831829281240046
2226/0.0003458417614098719,343/0.00035831829281240046
2393/0.0003458417614098719,2403/0.00035831829281240046
2757/0.0003458417614098719,1090/0.00035831829281240046
457/0.0003458417614098719,2139/0.00035831829281240046
1528/0.0003458417614098719,1386/0.00035642242882926605
1305/0.0003429355281207133,495/0.00035642242882926605
750/0.0003429355281207133,2619/0.00035642242882926605
341/0.0003429355281207133,815/0.0003545265648461317
2378/0.0003429355281207133,2997/0.0003545265648461317
2464/0.0003400292948315547,1558/0.0003545265648461317
768/0.0003400292948315547,3021/0.0003545265648461317
2087/0.0003400292948315547,1465/0.0003526307008629973
403/0.0003400292948315547,198/0.0003526307008629973
2675/0.0003400292948315547,2795/0.0003526307008629973
1794/0.0003400292948315547,1530/0.0003526307008629973
295/0.0003400292948315547,2156/0.0003526307008629973
1747/0.0003400292948315547,288/0.0003526307008629973
808/0.0003371230615423961,1234/0.0003507348368798629
2606/0.00033131059496407895,492/0.0003507348368798629
2648/0.00033131059496407895,2814/0.00034694310891359413
1641/0.00033131059496407895,1736/0.00034694310891359413
646/0.00033131059496407895,1103/0.0003450472449304597
1804/0.00033131059496407895,248/0.0003431513809473253
1695/0.0003284043616749204,831/0.0003431513809473253
712/0.0003284043616749204,2784/0.0003431513809473253
2018/0.0003284043616749204,365/0.0003431513809473253
1273/0.0003284043616749204,1325/0.0003431513809473253
846/0.0003284043616749204,561/0.0003431513809473253
1423/0.0003254981283857618,1505/0.0003431513809473253
270/0.0003254981283857618,3023/0.0003412555169641909
2137/0.0003254981283857618,2451/0.0003412555169641909
2887/0.0003225918950966032,2989/0.0003412555169641909
1586/0.0003225918950966032,1410/0.0003412555169641909
1402/0.0003225918950966032,2461/0.0003393596529810565
2143/0.0003225918950966032,1213/0.0003393596529810565
2288/0.0003225918950966032,1479/0.0003393596529810565
274/0.0003225918950966032,340/0.0003393596529810565
2321/0.0003225918950966032,1644/0.0003393596529810565
1566/0.0003225918950966032,2364/0.00033746378899792215
2777/0.0003196856618074446,1925/0.00033746378899792215
830/0.0003196856618074446,2922/0.00033367206103165334
889/0.0003196856618074446,1144/0.00033367206103165334
1977/0.0003196856618074446,2656/0.00033367206103165334
417/0.0003196856618074446,348/0.00033177619704851893
2760/0.000316779428518286,1095/0.00033177619704851893
2805/0.000316779428518286,2519/0.0003298803330653846
841/0.000316779428518286,1072/0.0003298803330653846
2898/0.000316779428518286,2546/0.00032798446908225017
1005/0.000316779428518286,473/0.00032608860509911576
1833/0.000316779428518286,1143/0.00032608860509911576
2548/0.000316779428518286,744/0.00032608860509911576
1781/0.000316779428518286,2515/0.00032608860509911576
2215/0.00031387319522912746,2682/0.00032608860509911576
2457/0.00031387319522912746,42/0.00032419274111598136
2877/0.00031387319522912746,309/0.00032419274111598136
1256/0.00031387319522912746,2895/0.000322296877132847
1149/0.00031387319522912746,2591/0.0003204010131497126
547/0.00031387319522912746,2102/0.0003204010131497126
1364/0.00031387319522912746,2766/0.0003185051491665782
2597/0.00031096696193996885,1285/0.0003185051491665782
1621/0.00031096696193996885,1615/0.0003166092851834438
144/0.00030806072865081024,1034/0.0003166092851834438
870/0.00030806072865081024,759/0.0003147134212003094
1556/0.0003051544953616517,2657/0.0003147134212003094
2276/0.00030224826207249307,1335/0.0003147134212003094
934/0.0002993420287833345,2954/0.0003147134212003094
2040/0.0002993420287833345,1854/0.0003147134212003094
1714/0.0002964357954941759,2027/0.000312817557217175
1495/0.0002964357954941759,782/0.000312817557217175
2175/0.0002964357954941759,1478/0.000312817557217175
976/0.00029062332891585874,833/0.000312817557217175
2801/0.00029062332891585874,1441/0.000312817557217175
110/0.00028771709562670013,2878/0.0003109216932340406
1139/0.00028771709562670013,1939/0.0003109216932340406
1198/0.0002848108623375416,2915/0.0003109216932340406
1259/0.0002848108623375416,1692/0.0003090258292509062
1166/0.0002848108623375416,371/0.0003090258292509062
708/0.00028190462904838297,2002/0.0003090258292509062
2400/0.00028190462904838297,979/0.0003071299652677718
838/0.00028190462904838297,293/0.0003071299652677718
1875/0.00028190462904838297,2662/0.00030523410128463745
2733/0.0002789983957592244,693/0.00030523410128463745
2022/0.0002789983957592244,363/0.00030333823730150305
1382/0.0002760921624700658,1438/0.00030333823730150305
481/0.0002760921624700658,1716/0.00030333823730150305
2230/0.0002760921624700658,87/0.00030333823730150305
2547/0.0002731859291809072,2738/0.00030333823730150305
484/0.0002731859291809072,2735/0.00030144237331836864
1734/0.0002731859291809072,1820/0.00030144237331836864
465/0.0002731859291809072,1984/0.00030144237331836864
2803/0.00027027969589174864,2104/0.00030144237331836864
1864/0.00027027969589174864,205/0.00029954650933523423
836/0.00027027969589174864,2045/0.00029954650933523423
2921/0.00027027969589174864,1015/0.00029954650933523423
2552/0.00027027969589174864,2270/0.0002976506453520999
763/0.00027027969589174864,690/0.0002976506453520999
1447/0.00026737346260259,2754/0.0002957547813689655
2700/0.00026737346260259,2056/0.0002957547813689655
807/0.00026737346260259,1216/0.00029385891738583107
2166/0.00026446722931343147,1789/0.00029385891738583107
2703/0.00026446722931343147,421/0.00029196305340269666
1953/0.00026446722931343147,2371/0.00029196305340269666
2614/0.00026446722931343147,1911/0.00029196305340269666
1561/0.00026156099602427286,1962/0.00029196305340269666
1209/0.00026156099602427286,713/0.00029196305340269666
2499/0.00026156099602427286,2194/0.00029006718941956226
879/0.00025865476273511425,2533/0.00029006718941956226
2825/0.00025865476273511425,1964/0.0002881713254364279
2595/0.00025865476273511425,207/0.0002881713254364279
2294/0.0002557485294459557,2206/0.0002881713254364279
1609/0.0002557485294459557,1590/0.0002881713254364279
2884/0.0002557485294459557,189/0.0002881713254364279
1674/0.0002528422961567971,238/0.0002881713254364279
1649/0.0002528422961567971,470/0.0002862754614532935
1655/0.0002528422961567971,2468/0.0002862754614532935
3006/0.0002528422961567971,656/0.0002862754614532935
2889/0.0002528422961567971,2366/0.0002862754614532935
2474/0.0002528422961567971,900/0.0002862754614532935
2192/0.0002528422961567971,1598/0.0002862754614532935
1991/0.0002528422961567971,1908/0.0002862754614532935
1416/0.0002528422961567971,2365/0.0002843795974701591
1642/0.0002528422961567971,2565/0.0002843795974701591
2932/0.00024993606286763853,424/0.0002824837334870247
735/0.00024993606286763853,931/0.0002824837334870247
2601/0.00024993606286763853,2550/0.00028058786950389033
2580/0.00024993606286763853,736/0.00028058786950389033
3014/0.00024993606286763853,3017/0.00028058786950389033
761/0.0002470298295784799,526/0.00028058786950389033
1379/0.0002470298295784799,964/0.0002786920055207559
1458/0.0002470298295784799,3026/0.0002786920055207559
2373/0.0002470298295784799,888/0.0002767961415376215
2870/0.00024412359628932134,2076/0.0002767961415376215
1183/0.00024412359628932134,1283/0.0002767961415376215
1504/0.00024412359628932134,710/0.0002767961415376215
2667/0.00024412359628932134,2125/0.0002749002775544871
1331/0.00024412359628932134,1249/0.0002749002775544871
2581/0.00024412359628932134,2718/0.00027300441357135276
2834/0.00024121736300016276,498/0.00027300441357135276
824/0.00024121736300016276,2133/0.00027300441357135276
1744/0.00024121736300016276,2160/0.00027110854958821835
2999/0.00024121736300016276,2148/0.00027110854958821835
1683/0.00023831112971100417,2532/0.00027110854958821835
2950/0.00023831112971100417,2980/0.00026921268560508395
1919/0.00023831112971100417,1889/0.00026921268560508395
275/0.00023831112971100417,866/0.00026921268560508395
2103/0.00023831112971100417,2291/0.00026731682162194954
2010/0.00023831112971100417,2821/0.0002654209576388152
2745/0.00023831112971100417,1543/0.0002654209576388152
2250/0.00023831112971100417,1456/0.0002654209576388152
401/0.00023540489642184556,1635/0.0002654209576388152
3009/0.00023540489642184556,930/0.0002654209576388152
1413/0.00023540489642184556,453/0.0002635250936556808
2188/0.00023540489642184556,658/0.0002635250936556808
1471/0.00023249866313268698,1502/0.0002635250936556808
569/0.00023249866313268698,2646/0.0002635250936556808
1669/0.00023249866313268698,1232/0.0002635250936556808
1785/0.0002295924298435284,1916/0.0002635250936556808
688/0.0002295924298435284,2216/0.0002616292296725464
2871/0.0002295924298435284,1960/0.00025973336568941197
1936/0.00022668619655436982,657/0.00025973336568941197
1484/0.00022668619655436982,2869/0.00025973336568941197
361/0.00022377996326521123,1802/0.00025973336568941197
2073/0.00022377996326521123,180/0.00025783750170627756
570/0.00022377996326521123,548/0.00025783750170627756
1567/0.00022377996326521123,1369/0.00025783750170627756
1648/0.00022087372997605262,2931/0.00025783750170627756
2642/0.00022087372997605262,923/0.0002559416377231432
525/0.00021796749668689404,1733/0.0002559416377231432
2055/0.00021796749668689404,699/0.0002559416377231432
1173/0.00021796749668689404,1300/0.0002559416377231432
1417/0.00021796749668689404,918/0.0002559416377231432
162/0.00021796749668689404,2763/0.0002559416377231432
1930/0.00021796749668689404,971/0.0002559416377231432
386/0.00021506126339773546,17/0.0002540457737400088
2147/0.00021506126339773546,2113/0.0002540457737400088
2835/0.00021506126339773546,2885/0.0002540457737400088
615/0.00021506126339773546,2441/0.0002540457737400088
873/0.00021506126339773546,771/0.0002521499097568744
103/0.00021506126339773546,2908/0.0002521499097568744
478/0.00021506126339773546,2892/0.0002521499097568744
2249/0.00021506126339773546,2300/0.00025025404577374
1289/0.00021215503010857688,82/0.00025025404577374
2658/0.00021215503010857688,1100/0.00025025404577374
2838/0.00021215503010857688,515/0.00025025404577374
2014/0.00021215503010857688,2296/0.00025025404577374
2607/0.0002092487968194183,2183/0.00025025404577374
858/0.0002092487968194183,434/0.00024835818179060564
1046/0.0002092487968194183,126/0.00024835818179060564
2163/0.0002092487968194183,2374/0.00024835818179060564
2416/0.0002063425635302597,1585/0.00024835818179060564
878/0.0002034363302411011,1873/0.00024835818179060564
597/0.0002034363302411011,2257/0.00024646231780747123
1703/0.0002034363302411011,1690/0.00024646231780747123
2465/0.00020053009695194252,2728/0.0002445664538243368
1910/0.00020053009695194252,2384/0.0002445664538243368
1792/0.00020053009695194252,2508/0.0002445664538243368
2673/0.00020053009695194252,2925/0.0002445664538243368
1863/0.00019762386366278394,926/0.00024267058984120244
2774/0.00019762386366278394,884/0.00024267058984120244
382/0.00019762386366278394,2335/0.00024267058984120244
1931/0.00019471763037362535,2961/0.00024267058984120244
2301/0.00019471763037362535,111/0.00024267058984120244
30/0.00019471763037362535,677/0.00024077472585806804
2500/0.00019471763037362535,2340/0.00024077472585806804
871/0.00019471763037362535,388/0.00024077472585806804
2259/0.00019471763037362535,2609/0.00023887886187493366
2505/0.00019471763037362535,2094/0.00023887886187493366
2421/0.00019471763037362535,1299/0.00023887886187493366
917/0.00019181139708446677,1029/0.00023887886187493366
2187/0.00019181139708446677,1810/0.00023887886187493366
336/0.0001889051637953082,2526/0.00023698299789179925
1226/0.0001889051637953082,1698/0.00023698299789179925
34/0.00018599893050614958,1020/0.00023698299789179925
1980/0.00018599893050614958,1574/0.00023508713390866484
2655/0.00018599893050614958,1774/0.00023319126992553047
2617/0.00018599893050614958,539/0.00023129540594239606
1070/0.00018599893050614958,123/0.00023129540594239606
47/0.00018599893050614958,1761/0.00023129540594239606
1177/0.00018599893050614958,2117/0.00023129540594239606
839/0.00018599893050614958,875/0.00023129540594239606
1424/0.000183092697216991,2584/0.00022939954195926168
2387/0.00018018646392783242,1400/0.00022939954195926168
2566/0.00018018646392783242,936/0.00022939954195926168
3027/0.00018018646392783242,1193/0.00022939954195926168
2850/0.00018018646392783242,1891/0.00022750367797612727
968/0.00018018646392783242,2377/0.00022750367797612727
783/0.00018018646392783242,1162/0.00022750367797612727
443/0.00017728023063867383,906/0.0002256078139929929
2927/0.00017728023063867383,1390/0.00022371195000985849
1083/0.00017728023063867383,2427/0.00022371195000985849
2097/0.00017437399734951525,601/0.00022371195000985849
881/0.00017437399734951525,1867/0.0002218160860267241
1779/0.00017437399734951525,2199/0.0002218160860267241
1290/0.00017437399734951525,466/0.0002218160860267241
901/0.00017437399734951525,2770/0.0002218160860267241
2122/0.00017437399734951525,1231/0.00021802435806045532
3001/0.00017437399734951525,161/0.00021802435806045532
1489/0.00017146776406035664,1912/0.00021802435806045532
1749/0.00017146776406035664,493/0.00021802435806045532
2065/0.00017146776406035664,2693/0.00021802435806045532
2326/0.00017146776406035664,1130/0.00021802435806045532
2873/0.00017146776406035664,1772/0.00021802435806045532
1839/0.00017146776406035664,2179/0.00021802435806045532
2896/0.00017146776406035664,2005/0.00021802435806045532
7/0.00016856153077119806,1860/0.00021802435806045532
1654/0.00016856153077119806,1050/0.00021802435806045532
1395/0.00016856153077119806,2727/0.00021802435806045532
2419/0.00016565529748203948,559/0.00021802435806045532
2491/0.00016565529748203948,1868/0.00021612849407732091
3008/0.00016565529748203948,153/0.00021612849407732091
1319/0.00016565529748203948,2033/0.00021612849407732091
2783/0.00016565529748203948,2985/0.00021612849407732091
158/0.00016565529748203948,2643/0.00021612849407732091
511/0.00016565529748203948,1694/0.00021423263009418653
1755/0.00016565529748203948,1784/0.00021423263009418653
2396/0.00016565529748203948,119/0.00021423263009418653
2706/0.0001627490641928809,2804/0.00021423263009418653
2051/0.0001627490641928809,1894/0.00021423263009418653
2225/0.0001627490641928809,967/0.00021233676611105213
2057/0.0001627490641928809,2070/0.00021233676611105213
2710/0.0001627490641928809,2487/0.00021233676611105213
2986/0.0001627490641928809,1420/0.00021233676611105213
2273/0.0001627490641928809,800/0.00021044090212791772
2275/0.0001627490641928809,1025/0.00021044090212791772
1997/0.0001598428309037223,788/0.00021044090212791772
93/0.0001598428309037223,1508/0.00021044090212791772
2429/0.00015693659761456373,1748/0.00020854503814478334
523/0.00015693659761456373,1480/0.00020854503814478334
2114/0.00015693659761456373,1291/0.00020664917416164894
2239/0.00015693659761456373,1878/0.00020664917416164894
2649/0.00015693659761456373,711/0.00020664917416164894
2182/0.00015403036432540512,66/0.00020664917416164894
2594/0.00015403036432540512,2705/0.00020475331017851456
