Topic 1,Topic 2
444/0.0006232521172059546,2292/0.0006578370318393123
1743/0.000622017954597626,2349/0.0006549133116978043
1609/0.000622017954597626,578/0.0006549133116978043
1986/0.0006207837919892974,2393/0.0006549133116978043
2/0.0006207837919892974,2279/0.0006549133116978043
1294/0.0006207837919892974,2649/0.0006549133116978043
2062/0.0006207837919892974,481/0.0006519895915562962
1758/0.0006195496293809687,774/0.0006519895915562962
128/0.0006195496293809687,1383/0.0006490658714147882
74/0.0006183154667726401,2601/0.0006490658714147882
932/0.0006158471415559829,2268/0.0006461421512732801
1273/0.0006158471415559829,19/0.0006461421512732801
110/0.0006146129789476542,126/0.0006461421512732801
599/0.000612144653730997,1032/0.0006432184311317721
2553/0.0006109104911226683,2302/0.0006432184311317721
1314/0.0006109104911226683,648/0.0006432184311317721
1429/0.0006109104911226683,595/0.0006432184311317721
1630/0.0006109104911226683,2507/0.000637370990848756
1169/0.0006096763285143397,1030/0.000637370990848756
2500/0.0006084421659060111,342/0.0006315235505657399
2325/0.0006072080032976825,1503/0.0006315235505657399
1475/0.0006072080032976825,49/0.0006315235505657399
141/0.0006072080032976825,622/0.0006285998304242317
1209/0.0006072080032976825,2564/0.0006285998304242317
666/0.0006059738406893538,1162/0.0006285998304242317
1785/0.0006059738406893538,1512/0.0006285998304242317
413/0.000602271352864368,1999/0.0006256761102827237
462/0.000602271352864368,12/0.0006198286699997076
2561/0.0006010371902560393,1539/0.0006198286699997076
132/0.0006010371902560393,2187/0.0006198286699997076
327/0.0005998030276477107,2483/0.0006198286699997076
1007/0.0005998030276477107,806/0.0006169049498581996
921/0.0005985688650393821,990/0.0006169049498581996
2016/0.0005985688650393821,2181/0.0006169049498581996
570/0.0005985688650393821,725/0.0006139812297166915
1156/0.0005973347024310535,2162/0.0006139812297166915
1984/0.0005973347024310535,1004/0.0006139812297166915
712/0.0005961005398227248,941/0.0006110575095751835
653/0.0005961005398227248,805/0.0006110575095751835
1966/0.0005961005398227248,996/0.0006052100692921674
2027/0.0005961005398227248,1595/0.0006022863491506593
2218/0.0005948663772143962,308/0.0005993626290091513
855/0.0005948663772143962,695/0.0005993626290091513
2521/0.0005936322146060676,1317/0.0005993626290091513
91/0.0005936322146060676,1035/0.0005964389088676432
1399/0.0005936322146060676,1550/0.0005964389088676432
2272/0.0005936322146060676,2251/0.0005935151887261352
562/0.000592398051997739,844/0.0005935151887261352
1391/0.000592398051997739,2241/0.0005935151887261352
2175/0.0005911638893894104,1344/0.0005905914685846271
1397/0.0005899297267810818,1889/0.0005905914685846271
848/0.0005862272389560959,410/0.0005905914685846271
745/0.0005849930763477673,756/0.0005876677484431191
389/0.0005837589137394387,2284/0.0005847440283016109
1268/0.0005825247511311101,2019/0.0005847440283016109
920/0.0005825247511311101,2230/0.0005818203081601029
97/0.0005825247511311101,693/0.0005818203081601029
509/0.0005812905885227814,1903/0.0005818203081601029
472/0.0005812905885227814,2623/0.0005818203081601029
2176/0.0005812905885227814,1706/0.0005818203081601029
376/0.0005812905885227814,356/0.0005818203081601029
7/0.0005800564259144528,2615/0.0005818203081601029
1739/0.0005800564259144528,2610/0.0005788965880185948
474/0.0005788222633061242,2614/0.0005788965880185948
1006/0.0005788222633061242,1418/0.0005759728678770868
1420/0.0005788222633061242,1900/0.0005759728678770868
51/0.0005775881006977956,2350/0.0005759728678770868
325/0.0005775881006977956,1737/0.0005759728678770868
1208/0.0005763539380894669,348/0.0005730491477355787
1493/0.0005763539380894669,669/0.0005730491477355787
2033/0.0005763539380894669,2117/0.0005672017074525626
1819/0.0005726514502644811,310/0.0005672017074525626
2211/0.0005726514502644811,1695/0.0005672017074525626
1653/0.0005701831250478238,178/0.0005642779873110546
2667/0.0005664806372228379,692/0.0005584305470280385
1131/0.0005664806372228379,955/0.0005584305470280385
950/0.0005664806372228379,250/0.0005584305470280385
1020/0.0005664806372228379,2394/0.0005555068268865304
95/0.0005664806372228379,1670/0.0005555068268865304
1398/0.0005652464746145093,651/0.0005555068268865304
933/0.0005652464746145093,34/0.0005496593866035143
1489/0.0005652464746145093,2119/0.0005496593866035143
1861/0.0005640123120061807,2318/0.0005496593866035143
1011/0.0005640123120061807,1962/0.0005496593866035143
1901/0.000562778149397852,1380/0.0005496593866035143
2342/0.000562778149397852,2262/0.0005496593866035143
2080/0.000562778149397852,1390/0.0005467356664620063
891/0.0005615439867895234,1396/0.0005467356664620063
16/0.0005615439867895234,1556/0.0005467356664620063
2668/0.0005615439867895234,2103/0.0005467356664620063
1671/0.0005603098241811948,1148/0.0005467356664620063
1842/0.0005603098241811948,2066/0.0005438119463204983
608/0.0005603098241811948,1062/0.0005438119463204983
1993/0.0005590756615728662,2334/0.0005408882261789901
212/0.0005590756615728662,670/0.0005379645060374821
47/0.0005578414989645375,1079/0.000535040785895974
301/0.0005578414989645375,1990/0.000535040785895974
1876/0.0005553731737478803,1791/0.000532117065754466
499/0.0005553731737478803,1026/0.000532117065754466
1596/0.0005553731737478803,1899/0.000532117065754466
161/0.0005541390111395517,1483/0.000532117065754466
633/0.0005541390111395517,2042/0.000532117065754466
2408/0.000552904848531223,593/0.000532117065754466
915/0.000552904848531223,1919/0.0005291933456129579
375/0.0005516706859228944,613/0.0005291933456129579
106/0.0005516706859228944,2441/0.0005262696254714499
358/0.0005516706859228944,1168/0.0005262696254714499
148/0.0005516706859228944,432/0.0005233459053299418
1693/0.0005504365233145658,2630/0.0005233459053299418
970/0.0005504365233145658,1290/0.0005233459053299418
1707/0.0005504365233145658,2439/0.0005204221851884338
1213/0.0005492023607062372,898/0.0005145747449054177
2090/0.0005492023607062372,797/0.0005145747449054177
229/0.0005492023607062372,2099/0.0005116510247639096
1165/0.0005479681980979085,2128/0.0005116510247639096
647/0.0005479681980979085,1049/0.0005116510247639096
549/0.0005467340354895799,1147/0.0005116510247639096
489/0.0005467340354895799,1687/0.0005116510247639096
370/0.0005467340354895799,2253/0.0005087273046224016
1406/0.0005442657102729227,1379/0.0005087273046224016
2303/0.0005430315476645941,119/0.0005058035844808935
956/0.0005417973850562655,812/0.0005058035844808935
1041/0.0005417973850562655,916/0.0005028798643393855
390/0.0005405632224479369,2352/0.0005028798643393855
713/0.0005393290598396083,2313/0.0005028798643393855
1510/0.0005380948972312796,2600/0.0005028798643393855
718/0.0005380948972312796,2077/0.0005028798643393855
1685/0.0005380948972312796,2032/0.0004999561441978773
1263/0.0005380948972312796,1488/0.0004999561441978773
1094/0.0005380948972312796,2638/0.0004999561441978773
538/0.0005343924094062938,2118/0.0004970324240563693
2472/0.0005343924094062938,1684/0.0004941087039148612
137/0.0005331582467979651,1174/0.0004941087039148612
2235/0.0005306899215813079,1926/0.0004941087039148612
479/0.0005306899215813079,160/0.0004911849837733532
2331/0.0005294557589729793,1135/0.0004911849837733532
2246/0.0005294557589729793,2460/0.0004882612636318452
2102/0.0005294557589729793,2013/0.00048241382334882906
1308/0.0005282215963646506,1904/0.00048241382334882906
709/0.0005282215963646506,9/0.00048241382334882906
704/0.000526987433756322,552/0.00048241382334882906
2480/0.000526987433756322,987/0.00048241382334882906
2096/0.0005257532711479934,1850/0.000479490103207321
43/0.0005257532711479934,1444/0.0004736426629243049
1220/0.0005245191085396648,539/0.0004736426629243049
2210/0.0005232849459313361,1120/0.00047071894278279683
551/0.0005232849459313361,1196/0.00047071894278279683
1239/0.0005232849459313361,1091/0.00047071894278279683
2259/0.0005232849459313361,1450/0.00047071894278279683
1635/0.0005220507833230075,1178/0.0004677952226412888
206/0.0005220507833230075,1799/0.0004677952226412888
1560/0.0005220507833230075,1697/0.0004677952226412888
262/0.0005208166207146789,2038/0.0004648715024997807
742/0.0005195824581063503,2557/0.0004648715024997807
1805/0.0005195824581063503,1349/0.00046194778235827266
249/0.0005195824581063503,2609/0.00046194778235827266
924/0.0005183482954980216,1940/0.0004590240622167646
1499/0.000517114132889693,442/0.00045610034207525655
1260/0.000517114132889693,1854/0.00045610034207525655
1951/0.000517114132889693,946/0.00045610034207525655
471/0.000517114132889693,2239/0.0004531766219337485
2135/0.000517114132889693,799/0.0004531766219337485
228/0.0005158799702813644,2407/0.0004531766219337485
336/0.0005158799702813644,1316/0.0004531766219337485
1358/0.0005158799702813644,2030/0.0004473291816507324
1719/0.0005146458076730358,1416/0.0004473291816507324
309/0.0005146458076730358,1325/0.0004444054615092243
1127/0.0005146458076730358,1076/0.0004444054615092243
2622/0.0005134116450647071,1736/0.0004444054615092243
482/0.0005134116450647071,1773/0.0004444054615092243
1348/0.0005121774824563785,1245/0.00044148174136771626
1718/0.0005121774824563785,2049/0.0004385580212262082
1292/0.0005109433198480499,1027/0.00042978686080168404
1361/0.0005097091572397213,2491/0.00042686314066017603
2157/0.0005097091572397213,1272/0.000423939420518668
660/0.0005084749946313926,878/0.000423939420518668
2338/0.0005084749946313926,714/0.000423939420518668
492/0.0005084749946313926,2039/0.0004210157003771599
467/0.000507240832023064,2045/0.0004210157003771599
953/0.000507240832023064,2602/0.0004210157003771599
258/0.000507240832023064,1226/0.0004210157003771599
2620/0.000507240832023064,2477/0.00041809198023565186
810/0.000507240832023064,1090/0.00041809198023565186
2171/0.0005060066694147354,6/0.00041809198023565186
945/0.0005047725068064067,969/0.0004151682600941438
2089/0.0005035383441980781,2381/0.0004151682600941438
1722/0.0005035383441980781,1471/0.0004151682600941438
2414/0.0005035383441980781,1636/0.0004151682600941438
469/0.0005023041815897495,1568/0.0004151682600941438
1591/0.0005023041815897495,2484/0.00041224453995263575
2120/0.0005010700189814209,2656/0.00041224453995263575
1730/0.0005010700189814209,2220/0.0004093208198111277
2161/0.0004998358563730922,967/0.00040639709966961964
662/0.000497367531156435,331/0.00040639709966961964
2380/0.000497367531156435,2009/0.00040639709966961964
1964/0.000497367531156435,1137/0.00040639709966961964
882/0.000497367531156435,2590/0.00040639709966961964
1428/0.0004961333685481065,1360/0.00040639709966961964
571/0.0004961333685481065,2208/0.00040639709966961964
1776/0.0004961333685481065,2456/0.0004034733795281116
1421/0.0004948992059397779,1393/0.0004034733795281116
1402/0.0004936650433314492,2104/0.0004005496593866035
1716/0.0004936650433314492,2189/0.0004005496593866035
865/0.0004924308807231206,1339/0.00039762593924509547
923/0.0004924308807231206,991/0.00039762593924509547
1015/0.0004924308807231206,42/0.00039762593924509547
962/0.000491196718114792,794/0.0003947022191035874
2367/0.000491196718114792,1589/0.00039177849896207935
1435/0.000491196718114792,329/0.00039177849896207935
871/0.000491196718114792,1128/0.00039177849896207935
2482/0.0004899625555064633,2593/0.0003888547788205713
1057/0.0004899625555064633,2290/0.0003888547788205713
37/0.0004899625555064633,1451/0.00038593105867906324
2170/0.0004887283928981347,894/0.00038593105867906324
2657/0.0004887283928981347,1892/0.00038593105867906324
155/0.0004887283928981347,1676/0.00038593105867906324
1970/0.00048749423028980604,1350/0.0003830073385375552
2151/0.00048749423028980604,1203/0.0003800836183960471
737/0.00048749423028980604,896/0.0003800836183960471
1046/0.0004862600676814774,1658/0.0003800836183960471
1166/0.0004862600676814774,892/0.0003800836183960471
849/0.00048502590507314884,2525/0.0003800836183960471
1752/0.0004825575798564916,1690/0.00037715989825453907
2036/0.00048008925463983434,1770/0.00037715989825453907
787/0.00048008925463983434,637/0.000374236178113031
2000/0.00048008925463983434,2412/0.000374236178113031
1712/0.00048008925463983434,1873/0.000374236178113031
2006/0.00048008925463983434,381/0.000374236178113031
449/0.0004788550920315057,1976/0.000374236178113031
1182/0.0004776209294231771,1211/0.000374236178113031
2433/0.0004776209294231771,2424/0.000374236178113031
50/0.00047515260420651984,1185/0.000374236178113031
2229/0.00047515260420651984,586/0.00036546501768850684
907/0.00047515260420651984,1917/0.00036546501768850684
1370/0.00047515260420651984,1944/0.00036546501768850684
1910/0.0004739184415981912,210/0.0003596175774054907
1858/0.0004739184415981912,885/0.00035669385726398267
2546/0.00047145011638153396,813/0.0003537701371224746
1207/0.00047145011638153396,791/0.0003537701371224746
1576/0.00047021595377320534,341/0.00035084641698096656
1355/0.00047021595377320534,2159/0.00034792269683945855
2289/0.00047021595377320534,2283/0.00034792269683945855
1947/0.0004689817911648767,1214/0.00034792269683945855
300/0.0004689817911648767,914/0.0003449989766979505
1258/0.0004689817911648767,963/0.0003449989766979505
1329/0.0004689817911648767,1634/0.00034207525655644244
1227/0.0004677476285565481,2337/0.00034207525655644244
2608/0.0004677476285565481,751/0.0003391515364149344
1042/0.0004677476285565481,2195/0.0003391515364149344
770/0.0004677476285565481,1894/0.0003391515364149344
822/0.00046651346594821946,2107/0.0003362278162734263
246/0.00046651346594821946,1669/0.0003362278162734263
1586/0.00046527930333989083,1590/0.00033330409613191827
1665/0.00046527930333989083,2063/0.00033330409613191827
2186/0.00046527930333989083,2227/0.00033330409613191827
1431/0.0004640451407315622,2191/0.00033330409613191827
2122/0.0004628109781232336,2652/0.0003303803759904102
343/0.00046157681551490496,1081/0.00032745665584890215
245/0.00046157681551490496,2474/0.00032745665584890215
215/0.0004603426529065764,728/0.00032745665584890215
858/0.0004603426529065764,1585/0.00032745665584890215
988/0.0004603426529065764,2443/0.00032160921556588604
2504/0.0004603426529065764,2116/0.000318685495424378
496/0.0004603426529065764,1836/0.000318685495424378
2059/0.0004554060024732619,1359/0.0003157617752828699
1509/0.00045293767725660463,1664/0.00031283805514136187
1848/0.000451703514648276,1496/0.0003099143349998538
1930/0.0004504693520399474,2132/0.0003099143349998538
485/0.0004504693520399474,764/0.00030699061485834576
2512/0.00044923518943161875,1482/0.00030699061485834576
437/0.00044923518943161875,1537/0.0003040668947168377
1270/0.00044923518943161875,157/0.00030114317457532964
480/0.0004480010268232901,1549/0.00030114317457532964
2459/0.0004480010268232901,1478/0.00030114317457532964
1526/0.0004467668642149615,1625/0.00030114317457532964
478/0.0004455327016066329,2088/0.00030114317457532964
1883/0.0004455327016066329,1395/0.00030114317457532964
2631/0.0004455327016066329,753/0.0002982194544338216
632/0.0004455327016066329,2010/0.0002982194544338216
305/0.0004430643763899756,2172/0.00029529573429231353
2028/0.0004430643763899756,1779/0.00029529573429231353
727/0.0004430643763899756,2586/0.00029237201415080547
1815/0.000441830213781647,2669/0.00029237201415080547
116/0.000441830213781647,427/0.00029237201415080547
1841/0.00044059605117331837,1574/0.00029237201415080547
2596/0.00044059605117331837,2021/0.00029237201415080547
1991/0.00044059605117331837,1763/0.0002894482940092974
1896/0.00044059605117331837,1369/0.0002894482940092974
2152/0.00043936188856498975,2347/0.00028652457386778936
1932/0.00043936188856498975,2497/0.0002836008537262813
2550/0.00043936188856498975,286/0.0002836008537262813
2634/0.00043936188856498975,2374/0.0002836008537262813
1710/0.00043936188856498975,879/0.00028067713358477324
1578/0.00043936188856498975,1205/0.00028067713358477324
109/0.00043936188856498975,2002/0.0002777534134432652
1683/0.0004381277259566611,2563/0.00027482969330175713
582/0.00043689356334833255,1721/0.00027482969330175713
333/0.00043689356334833255,159/0.00027482969330175713
2461/0.00043689356334833255,1806/0.00027482969330175713
320/0.0004356594007400039,409/0.00027482969330175713
1725/0.0004344252381316753,1328/0.00027482969330175713
1102/0.0004344252381316753,2138/0.00027190597316024913
2415/0.0004344252381316753,863/0.00027190597316024913
2221/0.0004344252381316753,1528/0.00026898225301874107
1834/0.0004344252381316753,2606/0.00026898225301874107
1840/0.0004344252381316753,2452/0.000266058532877233
1531/0.00043319107552334667,2168/0.000266058532877233
2242/0.00043319107552334667,1024/0.000266058532877233
502/0.00043319107552334667,1623/0.00026313481273572496
1504/0.00043319107552334667,1845/0.00025728737245270884
983/0.00043319107552334667,1800/0.00025728737245270884
1619/0.00043195691291501805,2537/0.00025143993216969273
1105/0.00043195691291501805,1403/0.00025143993216969273
418/0.00043195691291501805,1267/0.00025143993216969273
837/0.00043195691291501805,783/0.00025143993216969273
1823/0.00043195691291501805,1377/0.00025143993216969273
1878/0.00043195691291501805,600/0.00024851621202818467
22/0.0004307227503066894,89/0.00024851621202818467
205/0.0004307227503066894,2650/0.00024851621202818467
2025/0.0004307227503066894,1518/0.00024851621202818467
1096/0.0004307227503066894,1335/0.00024851621202818467
8/0.0004294885876983608,2326/0.00024851621202818467
216/0.0004294885876983608,1594/0.0002455924918866766
926/0.0004294885876983608,2398/0.0002455924918866766
860/0.0004294885876983608,1764/0.00024266877174516856
321/0.00042825442509003217,657/0.0002397450516036605
2446/0.00042825442509003217,2379/0.0002397450516036605
1571/0.00042825442509003217,1411/0.0002397450516036605
952/0.00042702026248170354,314/0.0002338976113206444
2436/0.00042702026248170354,2105/0.0002338976113206444
188/0.00042702026248170354,1724/0.0002338976113206444
2558/0.0004257860998733749,2358/0.0002338976113206444
826/0.0004257860998733749,2582/0.00023097389117913633
2293/0.0004257860998733749,754/0.00023097389117913633
1240/0.0004245519372650463,1675/0.00023097389117913633
365/0.0004245519372650463,957/0.00022805017103762827
1865/0.0004245519372650463,146/0.00022512645089612022
2642/0.00042331777465671766,2369/0.00022220273075461216
1673/0.00042331777465671766,2370/0.00022220273075461216
284/0.00042208361204838904,2008/0.00022220273075461216
2308/0.00042208361204838904,1206/0.0002192790106131041
856/0.0004208494494400604,824/0.00021635529047159605
2270/0.0004208494494400604,779/0.00021635529047159605
643/0.0004208494494400604,1787/0.00021343157033008802
87/0.0004208494494400604,2462/0.00021343157033008802
994/0.0004196152868317318,2496/0.00021050785018857996
1810/0.00041838112422340316,2674/0.00021050785018857996
266/0.00041838112422340316,1660/0.00020466040990556385
1454/0.00041838112422340316,363/0.0002017366897640558
1352/0.00041838112422340316,1960/0.0002017366897640558
1061/0.0004159127990067459,2097/0.00019881296962254773
416/0.0004159127990067459,2526/0.00019588924948103968
594/0.0004159127990067459,1680/0.00019296552933953162
2501/0.0004146786363984173,2404/0.00019004180919802356
1647/0.0004146786363984173,1567/0.00019004180919802356
84/0.0004146786363984173,2127/0.00018419436891500745
1092/0.0004146786363984173,2240/0.00018419436891500745
798/0.0004134444737900887,1143/0.00018419436891500745
2110/0.0004134444737900887,973/0.00018419436891500745
1160/0.0004122103111817601,2587/0.0001812706487734994
1765/0.0004122103111817601,2344/0.0001812706487734994
2467/0.0004122103111817601,1748/0.00017834692863199133
428/0.0004122103111817601,2247/0.00017249948834897525
1229/0.00041097614857343146,1232/0.00017249948834897525
1269/0.00041097614857343146,154/0.0001695757682074672
213/0.00041097614857343146,759/0.0001695757682074672
1188/0.00041097614857343146,531/0.00016080460778294302
719/0.00041097614857343146,1114/0.00016080460778294302
1979/0.00041097614857343146,1852/0.00016080460778294302
1247/0.00041097614857343146,1667/0.00016080460778294302
1058/0.00040974198596510284,1299/0.00016080460778294302
540/0.00040974198596510284,1219/0.00015788088764143496
1956/0.0004085078233567742,2307/0.00015788088764143496
1100/0.0004072736607484456,1613/0.0001549571674999269
1484/0.0004072736607484456,1893/0.0001549571674999269
913/0.00040603949814011696,1663/0.0001549571674999269
1067/0.00040603949814011696,2301/0.0001549571674999269
816/0.00040480533553178833,230/0.0001549571674999269
268/0.00040480533553178833,36/0.0001549571674999269
711/0.00040480533553178833,2299/0.00015203344735841885
873/0.0004035711729234597,1070/0.00014618600707540274
2298/0.0004035711729234597,559/0.00014618600707540274
1629/0.0004023370103151311,1535/0.00014326228693389468
2256/0.0004023370103151311,1774/0.00014033856679238662
2390/0.00040110284770680245,2106/0.00014033856679238662
260/0.00040110284770680245,2212/0.00013741484665087857
2085/0.00039986868509847383,1957/0.00012571996608484636
1778/0.0003986345224901452,1338/0.00012571996608484636
705/0.0003986345224901452,2254/0.00012571996608484636
335/0.0003986345224901452,1705/0.00011987252580183025
1055/0.0003986345224901452,1885/0.0001169488056603222
1155/0.0003974003598818166,1814/0.0001169488056603222
352/0.0003974003598818166,2520/0.0001169488056603222
726/0.0003974003598818166,1820/0.0001169488056603222
2098/0.00039616619727348795,1264/0.00011402508551881414
2450/0.00039616619727348795,2555/0.00010817764523579802
2005/0.00039616619727348795,2360/0.00010525392509428998
1553/0.00039616619727348795,2556/0.00010525392509428998
1302/0.0003949320346651593,2653/0.00010233020495278192
1141/0.0003949320346651593,2534/9.648276466976581e-05
1230/0.0003936978720568307,1959/9.648276466976581e-05
1582/0.0003936978720568307,2444/9.648276466976581e-05
1464/0.0003936978720568307,1161/9.355904452825775e-05
2428/0.0003936978720568307,2619/9.355904452825775e-05
740/0.0003924637094485021,976/9.06353243867497e-05
1452/0.0003924637094485021,2672/8.771160424524164e-05
1804/0.0003924637094485021,2287/8.47878841037336e-05
2269/0.0003924637094485021,2037/8.47878841037336e-05
986/0.00039122954684017345,1927/8.47878841037336e-05
1807/0.00039122954684017345,118/7.894044382071748e-05
691/0.00039122954684017345,1654/7.894044382071748e-05
1385/0.00039122954684017345,439/7.016928339619331e-05
2647/0.00039122954684017345,378/7.016928339619331e-05
434/0.00039122954684017345,1424/6.139812297166915e-05
438/0.0003899953842318449,2389/5.84744028301611e-05
1194/0.0003899953842318449,417/5.555068268865304e-05
2245/0.0003899953842318449,1853/5.555068268865304e-05
2134/0.0003899953842318449,2223/4.970324240563693e-05
842/0.0003899953842318449,1728/4.970324240563693e-05
1048/0.00038876122162351625,1616/4.970324240563693e-05
1485/0.00038876122162351625,1704/4.6779522264128876e-05
635/0.00038876122162351625,1978/4.6779522264128876e-05
602/0.0003875270590151876,1679/4.6779522264128876e-05
2387/0.0003875270590151876,2261/4.6779522264128876e-05
690/0.0003875270590151876,2354/3.800836183960471e-05
847/0.0003875270590151876,1346/2.923720141508055e-05
590/0.000386292896406859,673/2.6313481273572495e-05
256/0.000386292896406859,2445/2.0466040990556385e-05
1950/0.000386292896406859,689/1.7542320849048328e-05
1813/0.0003850587337985304,2156/8.771160424524164e-06
646/0.0003850587337985304,2607/5.8474402830161095e-06
2488/0.0003850587337985304,
1301/0.00038382457119020175,
2529/0.00038382457119020175,
2595/0.0003825904085818731,
232/0.0003825904085818731,
598/0.0003825904085818731,
638/0.0003825904085818731,
2126/0.0003813562459735445,
1386/0.0003813562459735445,
1261/0.0003813562459735445,
1249/0.0003813562459735445,
1088/0.00038012208336521587,
2190/0.00037888792075688725,
1952/0.00037888792075688725,
2056/0.00037888792075688725,
1682/0.00037888792075688725,
2050/0.0003776537581485586,
1912/0.0003776537581485586,
2131/0.0003776537581485586,
2417/0.0003776537581485586,
1566/0.00037641959554023,
1394/0.00037641959554023,
968/0.00037641959554023,
1146/0.00037641959554023,
2150/0.00037518543293190137,
2506/0.00037518543293190137,
2149/0.00037518543293190137,
2123/0.00037518543293190137,
875/0.00037518543293190137,
1607/0.00037395127032357274,
1000/0.00037395127032357274,
457/0.0003727171077152441,
441/0.0003727171077152441,
1008/0.0003727171077152441,
1163/0.0003714829451069155,
2309/0.00037024878249858686,
2628/0.00037024878249858686,
1109/0.00037024878249858686,
383/0.00037024878249858686,
808/0.0003677804572819296,
2402/0.0003677804572819296,
163/0.00036654629467360104,
280/0.0003653121320652724,
465/0.0003653121320652724,
192/0.0003653121320652724,
612/0.0003653121320652724,
1242/0.0003640779694569438,
1639/0.0003640779694569438,
1029/0.0003640779694569438,
1559/0.0003640779694569438,
1233/0.0003640779694569438,
2179/0.00036160964424028654,
702/0.00036160964424028654,
2278/0.00036160964424028654,
1121/0.0003603754816319579,
1627/0.00035667299380697204,
424/0.00035667299380697204,
1246/0.0003554388311986434,
2160/0.0003554388311986434,
555/0.0003554388311986434,
96/0.0003542046685903148,
1201/0.00035297050598198616,
2508/0.00035297050598198616,
140/0.00035173634337365753,
2440/0.00035173634337365753,
703/0.0003505021807653289,
488/0.0003505021807653289,
1572/0.0003505021807653289,
884/0.0003492680181570003,
1199/0.0003492680181570003,
208/0.0003492680181570003,
2177/0.0003492680181570003,
1223/0.0003492680181570003,
1274/0.00034803385554867166,
1702/0.00034803385554867166,
1401/0.00034803385554867166,
2621/0.00034803385554867166,
2419/0.00034803385554867166,
68/0.00034803385554867166,
1507/0.00034679969294034303,
1439/0.00034679969294034303,
2200/0.00034679969294034303,
1812/0.00034679969294034303,
1145/0.00034679969294034303,
1278/0.00034679969294034303,
247/0.0003455655303320144,
564/0.0003455655303320144,
2340/0.0003443313677236858,
948/0.0003443313677236858,
2139/0.0003443313677236858,
974/0.0003443313677236858,
1715/0.00034309720511535715,
1200/0.00034309720511535715,
777/0.00034309720511535715,
1659/0.0003418630425070286,
405/0.0003418630425070286,
2466/0.00034062887989869995,
1407/0.00034062887989869995,
2197/0.00033939471729037133,
2327/0.0003381605546820427,
254/0.0003381605546820427,
1875/0.0003381605546820427,
195/0.0003381605546820427,
2086/0.0003381605546820427,
1522/0.0003369263920737141,
1112/0.0003369263920737141,
750/0.00033569222946538545,
1331/0.00033569222946538545,
1367/0.00033569222946538545,
1866/0.00033569222946538545,
636/0.00033569222946538545,
1095/0.00033569222946538545,
993/0.0003344580668570568,
2490/0.0003344580668570568,
763/0.0003344580668570568,
2576/0.0003344580668570568,
59/0.0003344580668570568,
1628/0.0003332239042487282,
454/0.0003332239042487282,
934/0.0003319897416403996,
1172/0.0003319897416403996,
746/0.0003319897416403996,
1996/0.0003319897416403996,
840/0.00033075557903207095,
1453/0.00033075557903207095,
1913/0.00033075557903207095,
2518/0.00033075557903207095,
972/0.00033075557903207095,
1002/0.0003295214164237423,
1129/0.0003295214164237423,
500/0.0003295214164237423,
724/0.0003295214164237423,
2004/0.0003282872538154137,
2585/0.00032705309120708507,
2238/0.00032705309120708507,
1780/0.00032705309120708507,
1280/0.00032705309120708507,
2072/0.00032581892859875645,
1981/0.00032581892859875645,
2540/0.00032581892859875645,
145/0.00032581892859875645,
443/0.00032581892859875645,
2048/0.0003245847659904278,
2406/0.0003245847659904278,
2618/0.0003245847659904278,
69/0.0003245847659904278,
508/0.0003233506033820992,
1882/0.0003233506033820992,
2494/0.00032211644077377057,
153/0.00032211644077377057,
880/0.00032211644077377057,
1167/0.00032211644077377057,
1357/0.00032211644077377057,
285/0.00032088227816544194,
400/0.00032088227816544194,
1132/0.00032088227816544194,
1153/0.00032088227816544194,
1210/0.00031841395294878474,
2007/0.00031841395294878474,
494/0.00031841395294878474,
1221/0.0003171797903404561,
1782/0.0003171797903404561,
2673/0.0003171797903404561,
2565/0.0003159456277321275,
203/0.0003159456277321275,
1427/0.0003159456277321275,
2222/0.0003159456277321275,
642/0.0003159456277321275,
1250/0.0003159456277321275,
776/0.00031471146512379887,
513/0.00031471146512379887,
2362/0.00031471146512379887,
1784/0.00031347730251547024,
910/0.0003122431399071416,
667/0.000311008977298813,
108/0.00030977481469048436,
841/0.00030977481469048436,
63/0.00030977481469048436,
668/0.00030977481469048436,
1072/0.00030854065208215574,
2305/0.00030854065208215574,
92/0.0003073064894738271,
1923/0.0003073064894738271,
2112/0.0003073064894738271,
10/0.0003060723268654985,
2203/0.0003060723268654985,
2219/0.0003060723268654985,
2065/0.00030483816425716986,
679/0.00030483816425716986,
697/0.00030360400164884124,
2366/0.00030360400164884124,
2376/0.00030360400164884124,
1330/0.00030360400164884124,
143/0.00030360400164884124,
1077/0.0003023698390405126,
1284/0.0003023698390405126,
1874/0.000301135676432184,
1584/0.000301135676432184,
1760/0.00029990151382385536,
1599/0.00029990151382385536,
1740/0.00029990151382385536,
1297/0.00029990151382385536,
1761/0.00029990151382385536,
723/0.00029866735121552673,
1606/0.00029866735121552673,
2169/0.0002974331886071981,
2067/0.0002974331886071981,
2594/0.0002974331886071981,
2255/0.0002974331886071981,
100/0.0002974331886071981,
1818/0.0002949648633905409,
167/0.0002949648633905409,
1075/0.0002937307007822123,
164/0.0002937307007822123,
2395/0.0002937307007822123,
529/0.00029126237556555503,
874/0.0002900282129572264,
2306/0.0002900282129572264,
2661/0.0002900282129572264,
1696/0.0002887940503488978,
1345/0.0002887940503488978,
1414/0.0002887940503488978,
501/0.00028755988774056915,
2083/0.00028632572513224053,
607/0.00028632572513224053,
1486/0.00028632572513224053,
