i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8
126,afterarmageddongaiden,0.0196078431372549,0.27450980392156865,0.0392156862745098,0.21568627450980393,0.0784313725490196,0.21568627450980393,0.13725490196078433,0.0196078431372549
127,afterburner,0.017241379310344827,0.5172413793103449,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.10344827586206896,0.08620689655172414,0.13793103448275862
128,afterimetthatcatgirlmyquestlistgottoolong,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.2777777777777778,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555
129,afterprotocol,0.0,0.4,0.0,0.4,0.0,0.0,0.1,0.1
130,afterfallinsanity,0.018518518518518517,0.2777777777777778,0.05555555555555555,0.42592592592592593,0.18518518518518517,0.0,0.037037037037037035,0.0
131,afterlife1996,0.030927835051546393,0.12371134020618557,0.09278350515463918,0.5051546391752577,0.10309278350515463,0.030927835051546393,0.08247422680412371,0.030927835051546393
132,afterparty,0.1111111111111111,0.13333333333333333,0.044444444444444446,0.5777777777777777,0.13333333333333333,0.0,0.0,0.0
133,agarestsenkimarriage,0.24,0.12,0.16,0.28,0.08,0.0,0.08,0.04
134,agario,0.0,0.3125,0.1875,0.25,0.0,0.0625,0.0625,0.125
135,ageofbarbarian,0.09375,0.40625,0.15625,0.15625,0.0,0.03125,0.03125,0.125
136,ageofconan,0.09420289855072464,0.2463768115942029,0.06521739130434782,0.2898550724637681,0.028985507246376812,0.2028985507246377,0.06521739130434782,0.007246376811594203
137,ageofempiresiv,0.02631578947368421,0.21052631578947367,0.0,0.13157894736842105,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.05263157894736842
138,ageofwonders,0.006134969325153374,0.2392638036809816,0.06748466257668712,0.2147239263803681,0.10429447852760736,0.2147239263803681,0.12269938650306748,0.03067484662576687
139,ageofwonders3,0.03418803418803419,0.21367521367521367,0.1111111111111111,0.27350427350427353,0.05982905982905983,0.20512820512820512,0.08547008547008547,0.017094017094017096
140,agenta,0.06521739130434782,0.13043478260869565,0.13043478260869565,0.5652173913043478,0.043478260869565216,0.0,0.043478260869565216,0.021739130434782608
141,agentarmstrong,0.022727272727272728,0.45454545454545453,0.09090909090909091,0.1590909090909091,0.022727272727272728,0.045454545454545456,0.06818181818181818,0.13636363636363635
142,agentsofmayhem,0.06666666666666667,0.17777777777777778,0.037037037037037035,0.4666666666666667,0.1259259259259259,0.06666666666666667,0.037037037037037035,0.022222222222222223
143,aggressorsofdarkkombat,0.12727272727272726,0.32727272727272727,0.12727272727272726,0.10909090909090909,0.01818181818181818,0.16363636363636364,0.0,0.12727272727272726
144,agony2018,0.06666666666666667,0.2,0.0,0.36666666666666664,0.3,0.0,0.0,0.06666666666666667
145,aground,0.017241379310344827,0.3103448275862069,0.05172413793103448,0.3448275862068966,0.034482758620689655,0.10344827586206896,0.08620689655172414,0.05172413793103448
146,aidynchronicles,0.029411764705882353,0.20588235294117646,0.0,0.38235294117647056,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.029411764705882353
147,aircombat,0.0,0.32432432432432434,0.05405405405405406,0.13513513513513514,0.10810810810810811,0.1891891891891892,0.13513513513513514,0.05405405405405406
148,aircontrol,0.0,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.0,0.0,0.0,0.0
149,airdiver,0.07142857142857142,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.21428571428571427,0.0
150,airmarty,0.15517241379310345,0.22413793103448276,0.05172413793103448,0.39655172413793105,0.1724137931034483,0.0,0.0,0.0
151,airseabattle,0.0,0.5294117647058824,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.0,0.29411764705882354
152,airzonk,0.13333333333333333,0.4,0.1,0.2,0.0,0.06666666666666667,0.0,0.1
153,airfixdogfighter,0.0,0.41379310344827586,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.10344827586206896
154,aisle,0.06666666666666667,0.13333333333333333,0.0,0.3333333333333333,0.4,0.0,0.0,0.06666666666666667
155,akamanto,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.20833333333333334,0.25,0.041666666666666664,0.125,0.16666666666666666
156,akatoblue,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.0,0.07142857142857142
157,akaikatana,0.16666666666666666,0.13636363636363635,0.07575757575757576,0.36363636363636365,0.10606060606060606,0.09090909090909091,0.030303030303030304,0.030303030303030304
158,akane,0.02127659574468085,0.44680851063829785,0.06382978723404255,0.1702127659574468,0.06382978723404255,0.1702127659574468,0.02127659574468085,0.0425531914893617
159,akanethekunoichi,0.10526315789473684,0.3684210526315789,0.21052631578947367,0.18421052631578946,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.0
160,akanesasusekaidekimitoutau,0.10891089108910891,0.22772277227722773,0.1188118811881188,0.2871287128712871,0.10891089108910891,0.09900990099009901,0.0,0.04950495049504951
161,akatsukiblitzkampf,0.1328125,0.21875,0.0703125,0.296875,0.046875,0.171875,0.03125,0.03125
162,akibastriphellboundanddebriefed,0.0,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333
163,akibastripundeadandundressed,0.16793893129770993,0.2748091603053435,0.05343511450381679,0.31297709923664124,0.030534351145038167,0.09923664122137404,0.022900763358778626,0.03816793893129771
164,alqadimthegeniescurse,0.21212121212121213,0.15151515151515152,0.06060606060606061,0.30303030303030304,0.06060606060606061,0.15151515151515152,0.0,0.06060606060606061
165,alabaster,0.11764705882352941,0.17647058823529413,0.029411764705882353,0.38235294117647056,0.14705882352941177,0.058823529411764705,0.0,0.08823529411764706
166,aladdincapcom,0.0,0.5,0.25,0.08333333333333333,0.0,0.05555555555555555,0.027777777777777776,0.08333333333333333
167,alanwake,0.048723897911832945,0.21809744779582366,0.06960556844547564,0.46867749419953597,0.10440835266821345,0.04640371229698376,0.030162412993039442,0.013921113689095127
168,alanwakesamericannightmare,0.0456989247311828,0.22580645161290322,0.06720430107526881,0.48655913978494625,0.09408602150537634,0.043010752688172046,0.026881720430107527,0.010752688172043012
169,albertandotto,0.0,0.5,0.05555555555555555,0.3333333333333333,0.0,0.05555555555555555,0.0,0.05555555555555555
170,albinolullaby,0.0,0.17647058823529413,0.0,0.47058823529411764,0.17647058823529413,0.0,0.058823529411764705,0.11764705882352941
171,alchemistcode,0.1111111111111111,0.15151515151515152,0.050505050505050504,0.26262626262626265,0.13131313131313133,0.18181818181818182,0.09090909090909091,0.020202020202020204
172,aleste,0.020618556701030927,0.422680412371134,0.09278350515463918,0.20618556701030927,0.061855670103092786,0.09278350515463918,0.0,0.10309278350515463
173,alexkidd,0.0625,0.39285714285714285,0.15178571428571427,0.17857142857142858,0.026785714285714284,0.08928571428571429,0.044642857142857144,0.05357142857142857
174,alfonzosarcticadventure,0.0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222
175,alfredchicken,0.0,0.3076923076923077,0.38461538461538464,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385
176,aliceandjoe,0.36363636363636365,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091
177,aliceinthecountryofhearts,0.390625,0.125,0.0625,0.3125,0.078125,0.03125,0.0,0.0
178,aliceinthemirrorsofalbion,0.17391304347826086,0.30434782608695654,0.17391304347826086,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.0,0.0
179,aliceinwonderland,0.025,0.4,0.15,0.2,0.1,0.025,0.05,0.05
180,alicemadnessreturns,0.0660377358490566,0.27672955974842767,0.1069182389937107,0.3490566037735849,0.08490566037735849,0.059748427672955975,0.02830188679245283,0.02830188679245283
181,alidatheenigmaticgiant,0.0,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.07142857142857142
182,alien3thegun,0.044444444444444446,0.4,0.022222222222222223,0.28888888888888886,0.044444444444444446,0.044444444444444446,0.08888888888888889,0.06666666666666667
183,alienblackout,0.07692307692307693,0.46153846153846156,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0
184,alienchallenge,0.17647058823529413,0.38235294117647056,0.08823529411764706,0.14705882352941177,0.029411764705882353,0.14705882352941177,0.0,0.029411764705882353
185,aliencrush,0.0,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.0,0.05263157894736842,0.0,0.2631578947368421
186,alienisolation,0.024615384615384615,0.23076923076923078,0.033846153846153845,0.44,0.13230769230769232,0.06153846153846154,0.06153846153846154,0.015384615384615385
187,alienisolationzenstudios,0.0,0.5,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.0,0.0,0.16666666666666666
188,alienlegacy,0.014925373134328358,0.11940298507462686,0.014925373134328358,0.1791044776119403,0.22388059701492538,0.05970149253731343,0.3582089552238806,0.029850746268656716
189,alienquarantine,0.1,0.5,0.1,0.2,0.1,0.0,0.0,0.0
190,aliensoldier,0.014285714285714285,0.4142857142857143,0.09285714285714286,0.18571428571428572,0.07142857142857142,0.12142857142857143,0.04285714285714286,0.05714285714285714
191,alienstorm,0.0,0.23809523809523808,0.09523809523809523,0.2857142857142857,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.047619047619047616
192,alienswarm,0.022900763358778626,0.37404580152671757,0.022900763358778626,0.2748091603053435,0.09923664122137404,0.11450381679389313,0.05343511450381679,0.03816793893129771
193,aliensyndrome,0.0,0.4,0.1,0.06666666666666667,0.1,0.2,0.06666666666666667,0.06666666666666667
194,alientrilogy,0.0,0.6428571428571429,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571,0.10714285714285714,0.07142857142857142
195,alienvspredatorcapcom,0.021052631578947368,0.3157894736842105,0.05263157894736842,0.30526315789473685,0.06315789473684211,0.1368421052631579,0.06315789473684211,0.042105263157894736
