i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
9258,theuntamed,0.2184873949579832,0.01680672268907563,0.5294117647058824,0.1092436974789916,0.06722689075630252,0.01680672268907563,0.04201680672268908
9259,theuntouchables,0.12658227848101267,0.06329113924050633,0.5949367088607594,0.06329113924050633,0.06329113924050633,0.02531645569620253,0.06329113924050633
9260,theunusuals,0.2727272727272727,0.05194805194805195,0.5064935064935064,0.05194805194805195,0.06493506493506493,0.0,0.05194805194805195
9261,theupsidedownshow,0.27007299270072993,0.043795620437956206,0.4744525547445255,0.08029197080291971,0.10218978102189781,0.029197080291970802,0.0
9262,thevampirediaries,0.22874493927125505,0.024291497975708502,0.5222672064777328,0.08502024291497975,0.10323886639676114,0.022267206477732792,0.01417004048582996
9263,thevampyrasoapopera,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333
9264,theveil,0.0,0.26666666666666666,0.4,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333
9265,thevicarofdibley,0.3627450980392157,0.03431372549019608,0.47549019607843135,0.0392156862745098,0.03431372549019608,0.00980392156862745,0.04411764705882353
9266,thevice,0.17647058823529413,0.17647058823529413,0.5882352941176471,0.0,0.0,0.0,0.058823529411764705
9267,theview,0.2222222222222222,0.2222222222222222,0.2962962962962963,0.14814814814814814,0.037037037037037035,0.0,0.07407407407407407
9268,thevigilantesinmasks,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571
9269,thevillage,0.2222222222222222,0.1111111111111111,0.5,0.1111111111111111,0.0,0.0,0.05555555555555555
9270,thevirginian,0.23076923076923078,0.11538461538461539,0.5,0.15384615384615385,0.0,0.0,0.0
9271,thevoice,0.3,0.09,0.49,0.04,0.04,0.01,0.03
9272,thewackiestshipinthearmy,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9273,thewalkingdead,0.18110236220472442,0.031496062992125984,0.5669291338582677,0.10236220472440945,0.08267716535433071,0.011811023622047244,0.023622047244094488
9274,thewalkingdeadworldbeyond,0.3,0.06666666666666667,0.43333333333333335,0.13333333333333333,0.06666666666666667,0.0,0.0
9275,thewall,0.1,0.4,0.45,0.05,0.0,0.0,0.0
9276,thewaltons,0.28865979381443296,0.04639175257731959,0.5309278350515464,0.07731958762886598,0.020618556701030927,0.015463917525773196,0.020618556701030927
9277,thewanderer,0.23809523809523808,0.09523809523809523,0.3333333333333333,0.19047619047619047,0.09523809523809523,0.0,0.047619047619047616
9278,thewarathome,0.23255813953488372,0.06976744186046512,0.6046511627906976,0.0,0.046511627906976744,0.0,0.046511627906976744
9279,thewarnextdoor,0.24,0.12,0.44,0.08,0.08,0.0,0.04
9280,thewaroftheworlds2019,0.2,0.0,0.5142857142857142,0.08571428571428572,0.12857142857142856,0.04285714285714286,0.02857142857142857
9281,thewatch2021,0.18181818181818182,0.045454545454545456,0.5227272727272727,0.10227272727272728,0.07954545454545454,0.045454545454545456,0.022727272727272728
9282,thewayansbros,0.34146341463414637,0.07317073170731707,0.4878048780487805,0.024390243902439025,0.024390243902439025,0.0,0.04878048780487805
9283,theweakestlink,0.18571428571428572,0.3,0.4,0.04285714285714286,0.04285714285714286,0.014285714285714285,0.014285714285714285
9284,theweather,0.20652173913043478,0.05434782608695652,0.5652173913043478,0.06521739130434782,0.05434782608695652,0.021739130434782608,0.03260869565217391
9285,thewedge,0.25,0.3333333333333333,0.4166666666666667,0.0,0.0,0.0,0.0
9286,theweeklywithcharliepickering,0.3611111111111111,0.08333333333333333,0.4444444444444444,0.027777777777777776,0.027777777777777776,0.0,0.05555555555555555
