i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13
19,afterwargundamx,0.13664596273291926,0.10248447204968944,0.16459627329192547,0.08074534161490683,0.18012422360248448,0.07142857142857142,0.13975155279503104,0.08695652173913043,0.018633540372670808,0.0,0.018633540372670808,0.0,0.0
20,agathachristiesgreatdetectivespoirotandmarple,0.2222222222222222,0.14814814814814814,0.14814814814814814,0.18518518518518517,0.0,0.037037037037037035,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.037037037037037035
21,agentaika,0.14285714285714285,0.1111111111111111,0.16666666666666666,0.09523809523809523,0.16666666666666666,0.031746031746031744,0.09523809523809523,0.11904761904761904,0.031746031746031744,0.0,0.031746031746031744,0.007936507936507936,0.0
22,aggretsuko,0.09868421052631579,0.09868421052631579,0.2631578947368421,0.125,0.09539473684210527,0.013157894736842105,0.006578947368421052,0.17434210526315788,0.019736842105263157,0.049342105263157895,0.029605263157894735,0.023026315789473683,0.003289473684210526
23,ahmybuddha,0.03773584905660377,0.2830188679245283,0.2641509433962264,0.16981132075471697,0.03773584905660377,0.0,0.018867924528301886,0.09433962264150944,0.05660377358490566,0.0,0.03773584905660377,0.0,0.0
24,ahmygoddess,0.11010558069381599,0.11764705882352941,0.2066365007541478,0.11764705882352941,0.1885369532428356,0.0196078431372549,0.04675716440422323,0.12066365007541478,0.02865761689291101,0.02564102564102564,0.012066365007541479,0.006033182503770739,0.0
25,ahogirl,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.3684210526315789,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0
26,aiyoriaoshi,0.0794979079497908,0.1799163179916318,0.301255230125523,0.17573221757322174,0.04602510460251046,0.008368200836820083,0.0,0.10460251046025104,0.04602510460251046,0.02092050209205021,0.03347280334728033,0.0041841004184100415,0.0
27,aikatsu,0.05785123966942149,0.1652892561983471,0.18181818181818182,0.2396694214876033,0.049586776859504134,0.008264462809917356,0.01652892561983471,0.10743801652892562,0.09917355371900827,0.04132231404958678,0.0,0.03305785123966942,0.0
28,aikatsustars,0.07317073170731707,0.12195121951219512,0.25609756097560976,0.2073170731707317,0.10975609756097561,0.0,0.024390243902439025,0.10975609756097561,0.06097560975609756,0.024390243902439025,0.0,0.012195121951219513,0.0
29,aimfortheace,0.10416666666666667,0.22916666666666666,0.22916666666666666,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0625,0.10416666666666667,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0
30,airgear,0.13670886075949368,0.13670886075949368,0.19746835443037974,0.09873417721518987,0.18734177215189873,0.030379746835443037,0.04556962025316456,0.09873417721518987,0.030379746835443037,0.012658227848101266,0.020253164556962026,0.005063291139240506,0.0
31,airmaster,0.0641025641025641,0.11538461538461539,0.20512820512820512,0.19230769230769232,0.16666666666666666,0.02564102564102564,0.038461538461538464,0.10256410256410256,0.02564102564102564,0.01282051282051282,0.038461538461538464,0.01282051282051282,0.0
32,aishiteruzebaby,0.05172413793103448,0.1206896551724138,0.3103448275862069,0.29310344827586204,0.0,0.017241379310344827,0.0,0.1206896551724138,0.08620689655172414,0.0,0.0,0.0,0.0
33,aiura,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
34,akagi,0.2389937106918239,0.08176100628930817,0.18238993710691823,0.07547169811320754,0.10062893081761007,0.08176100628930817,0.031446540880503145,0.1320754716981132,0.031446540880503145,0.0,0.025157232704402517,0.012578616352201259,0.006289308176100629
35,akahorigedouhourlovege,0.08695652173913043,0.14492753623188406,0.21739130434782608,0.21739130434782608,0.08695652173913043,0.0,0.043478260869565216,0.07246376811594203,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.0
36,akamegakill,0.20304568527918782,0.1116751269035533,0.18274111675126903,0.08629441624365482,0.16751269035532995,0.050761421319796954,0.05583756345177665,0.06091370558375635,0.050761421319796954,0.0,0.025380710659898477,0.005076142131979695,0.0
37,akazukinchacha,0.06060606060606061,0.1393939393939394,0.24848484848484848,0.12727272727272726,0.17575757575757575,0.030303030303030304,0.05454545454545454,0.07272727272727272,0.05454545454545454,0.01818181818181818,0.012121212121212121,0.006060606060606061,0.0
38,akikan,0.044444444444444446,0.18888888888888888,0.2777777777777778,0.16666666666666666,0.07777777777777778,0.0,0.022222222222222223,0.1111111111111111,0.06666666666666667,0.011111111111111112,0.022222222222222223,0.011111111111111112,0.0
39,akudaisakusensrungle,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.0,0.2631578947368421,0.0,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0
40,akumanoriddle,0.1834319526627219,0.10650887573964497,0.1834319526627219,0.1301775147928994,0.11834319526627218,0.04142011834319527,0.029585798816568046,0.1242603550295858,0.029585798816568046,0.023668639053254437,0.01775147928994083,0.011834319526627219,0.0
41,albegas,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0
42,alderaminonthesky,0.0625,0.125,0.125,0.0,0.125,0.1875,0.0,0.0625,0.1875,0.0,0.0,0.125,0.0
43,aldnoahzero,0.16847826086956522,0.08967391304347826,0.1358695652173913,0.057065217391304345,0.17119565217391305,0.10326086956521739,0.14673913043478262,0.07608695652173914,0.021739130434782608,0.021739130434782608,0.002717391304347826,0.005434782608695652,0.0
44,allpurposeculturalcatgirlnukunuku,0.08256880733944955,0.1651376146788991,0.1559633027522936,0.1834862385321101,0.14678899082568808,0.009174311926605505,0.045871559633027525,0.08256880733944955,0.045871559633027525,0.01834862385321101,0.06422018348623854,0.0,0.0
45,allisonandlillia,0.12222222222222222,0.14444444444444443,0.3,0.13333333333333333,0.06666666666666667,0.05555555555555555,0.05555555555555555,0.044444444444444446,0.05555555555555555,0.011111111111111112,0.011111111111111112,0.0,0.0
46,alpsstoriesmyannette,0.13095238095238096,0.11904761904761904,0.3333333333333333,0.14285714285714285,0.03571428571428571,0.011904761904761904,0.0,0.13095238095238096,0.03571428571428571,0.03571428571428571,0.023809523809523808,0.0,0.0
47,amagibrilliantpark,0.1245136186770428,0.12840466926070038,0.2529182879377432,0.11673151750972763,0.07782101167315175,0.03501945525291829,0.019455252918287938,0.1245136186770428,0.04669260700389105,0.03501945525291829,0.023346303501945526,0.011673151750972763,0.0038910505836575876
48,amatsuki,0.10483870967741936,0.14516129032258066,0.20967741935483872,0.12903225806451613,0.1774193548387097,0.016129032258064516,0.016129032258064516,0.07258064516129033,0.08870967741935484,0.0,0.03225806451612903,0.008064516129032258,0.0
49,andyetthetownmoves,0.12903225806451613,0.0967741935483871,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.0,0.16129032258064516,0.1935483870967742,0.0967741935483871,0.0967741935483871,0.0,0.0
50,andersenmonogatari,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,0.17647058823529413,0.29411764705882354,0.0,0.0,0.0,0.0
51,androidannouncermaico2010,0.0,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
52,andromedastories,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0
53,angevierge,0.14705882352941177,0.029411764705882353,0.11764705882352941,0.029411764705882353,0.23529411764705882,0.058823529411764705,0.08823529411764706,0.14705882352941177,0.11764705882352941,0.0,0.029411764705882353,0.0,0.0
54,angelbeats,0.1620253164556962,0.1291139240506329,0.189873417721519,0.10886075949367088,0.15443037974683543,0.04810126582278481,0.027848101265822784,0.12151898734177215,0.02278481012658228,0.017721518987341773,0.012658227848101266,0.005063291139240506,0.0
55,angelcop,0.1724137931034483,0.06896551724137931,0.14942528735632185,0.10344827586206896,0.22988505747126436,0.06896551724137931,0.05747126436781609,0.08045977011494253,0.034482758620689655,0.022988505747126436,0.011494252873563218,0.0,0.0
56,angelheart,0.21951219512195122,0.04878048780487805,0.1951219512195122,0.12195121951219512,0.14634146341463414,0.17073170731707318,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0
57,angellinks,0.125,0.08928571428571429,0.26785714285714285,0.05357142857142857,0.125,0.03571428571428571,0.16071428571428573,0.03571428571428571,0.05357142857142857,0.017857142857142856,0.03571428571428571,0.0,0.0
58,angelsanctuary,0.1,0.09285714285714286,0.12142857142857143,0.05,0.32142857142857145,0.02857142857142857,0.07857142857142857,0.1357142857142857,0.02142857142857143,0.014285714285714285,0.03571428571428571,0.0,0.0
59,angeltales,0.16666666666666666,0.16666666666666666,0.125,0.125,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.125,0.041666666666666664,0.08333333333333333,0.0,0.0
60,angeliclayer,0.08074534161490683,0.18012422360248448,0.17391304347826086,0.16149068322981366,0.14906832298136646,0.031055900621118012,0.055900621118012424,0.09316770186335403,0.037267080745341616,0.012422360248447204,0.012422360248447204,0.012422360248447204,0.0
61,animaldetectiveskiruminzoo,0.06172839506172839,0.09876543209876543,0.30864197530864196,0.1111111111111111,0.1728395061728395,0.0,0.06172839506172839,0.06172839506172839,0.08641975308641975,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.0
62,animalyokocho,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.0,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.0,0.038461538461538464,0.0
63,animegataris,0.05982905982905983,0.17094017094017094,0.2564102564102564,0.15384615384615385,0.017094017094017096,0.008547008547008548,0.0,0.21367521367521367,0.042735042735042736,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0
64,annehappy,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.21052631578947367,0.0,0.10526315789473684,0.0,0.0
65,anohanatheflowerwesawthatday,0.1506849315068493,0.0958904109589041,0.3082191780821918,0.17123287671232876,0.0547945205479452,0.0,0.0,0.08904109589041095,0.0410958904109589,0.03424657534246575,0.04794520547945205,0.00684931506849315,0.0
66,aoharuxmachinegun,0.16129032258064516,0.13978494623655913,0.22580645161290322,0.0967741935483871,0.10752688172043011,0.053763440860215055,0.0,0.10752688172043011,0.06451612903225806,0.021505376344086023,0.021505376344086023,0.0,0.0
67,aquarionevol,0.12663755458515283,0.1222707423580786,0.25327510917030566,0.07860262008733625,0.1703056768558952,0.017467248908296942,0.06550218340611354,0.1091703056768559,0.03056768558951965,0.004366812227074236,0.013100436681222707,0.008733624454148471,0.0
68,arabiannightsadventuresofsinbad,0.1,0.05,0.25,0.2,0.25,0.0,0.0,0.025,0.05,0.0,0.025,0.05,0.0
69,arakawaunderthebridge,0.08333333333333333,0.09166666666666666,0.3,0.175,0.08333333333333333,0.025,0.025,0.09166666666666666,0.058333333333333334,0.025,0.025,0.016666666666666666,0.0
70,argentosoma,0.16666666666666666,0.047619047619047616,0.2619047619047619,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.0
71,ariathescarletammo,0.13,0.14333333333333334,0.21,0.12666666666666668,0.12,0.05333333333333334,0.043333333333333335,0.10333333333333333,0.04,0.006666666666666667,0.02,0.0033333333333333335,0.0
72,armitageiii,0.140625,0.0703125,0.1484375,0.078125,0.21875,0.0390625,0.15625,0.09375,0.0390625,0.0078125,0.0078125,0.0,0.0
73,armoredtroopervotoms,0.16346153846153846,0.09615384615384616,0.1346153846153846,0.08653846153846154,0.14423076923076922,0.09615384615384616,0.125,0.0673076923076923,0.019230769230769232,0.0,0.038461538461538464,0.028846153846153848,0.0
74,asmissbeelzebublikes,0.125,0.0,0.125,0.25,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0
75,ashitanonadja,0.1476510067114094,0.10067114093959731,0.348993288590604,0.18791946308724833,0.013422818791946308,0.013422818791946308,0.0,0.11409395973154363,0.03355704697986577,0.020134228187919462,0.006711409395973154,0.013422818791946308,0.0
76,askdrrin,0.09302325581395349,0.13953488372093023,0.18604651162790697,0.16279069767441862,0.046511627906976744,0.06976744186046512,0.0,0.09302325581395349,0.18604651162790697,0.0,0.0,0.023255813953488372,0.0
77,asobiasobase,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.0,0.05555555555555555,0.0,0.05555555555555555,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.0,0.0,0.0
78,assassinationclassroom,0.1761006289308176,0.11530398322851153,0.21174004192872117,0.09853249475890985,0.15723270440251572,0.03563941299790356,0.041928721174004195,0.09853249475890985,0.016771488469601678,0.03773584905660377,0.006289308176100629,0.0020964360587002098,0.0020964360587002098
79,assaultlilybouquet,0.14705882352941177,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.08823529411764706,0.0,0.058823529411764705,0.08823529411764706,0.11764705882352941,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0
80,astroboy,0.15968586387434555,0.07068062827225131,0.14921465968586387,0.1256544502617801,0.20680628272251309,0.02617801047120419,0.07329842931937172,0.08900523560209424,0.034031413612565446,0.02617801047120419,0.01832460732984293,0.020942408376963352,0.0
81,asuracryin,0.15476190476190477,0.08333333333333333,0.15476190476190477,0.07142857142857142,0.2261904761904762,0.047619047619047616,0.10714285714285714,0.047619047619047616,0.07142857142857142,0.0,0.03571428571428571,0.0,0.0
82,atomthebeginning,0.023809523809523808,0.07142857142857142,0.23809523809523808,0.11904761904761904,0.14285714285714285,0.0,0.047619047619047616,0.16666666666666666,0.19047619047619047,0.0,0.0,0.0,0.0
83,attacknumberone,0.09523809523809523,0.2857142857142857,0.11904761904761904,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.0,0.14285714285714285,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.0,0.0
84,attackontitan,0.1853448275862069,0.08081896551724138,0.14224137931034483,0.08836206896551724,0.21551724137931033,0.0625,0.0625,0.10344827586206896,0.016163793103448277,0.020474137931034482,0.015086206896551725,0.00646551724137931,0.0010775862068965517
85,attackontitanjuniorhigh,0.11643835616438356,0.17123287671232876,0.2602739726027397,0.1643835616438356,0.0684931506849315,0.00684931506849315,0.00684931506849315,0.0958904109589041,0.04794520547945205,0.0273972602739726,0.02054794520547945,0.0136986301369863,0.0
86,attackeryou,0.058823529411764705,0.21176470588235294,0.29411764705882354,0.15294117647058825,0.03529411764705882,0.023529411764705882,0.023529411764705882,0.11764705882352941,0.03529411764705882,0.023529411764705882,0.011764705882352941,0.011764705882352941,0.0
87,aurabattlerdunbine,0.1896551724137931,0.10344827586206896,0.16379310344827586,0.08620689655172414,0.19827586206896552,0.0603448275862069,0.08620689655172414,0.04310344827586207,0.04310344827586207,0.0,0.02586206896551724,0.0,0.0
88,avenger,0.13157894736842105,0.13157894736842105,0.07894736842105263,0.07894736842105263,0.15789473684210525,0.05263157894736842,0.18421052631578946,0.07894736842105263,0.07894736842105263,0.0,0.02631578947368421,0.0,0.0
89,ayakashiayashi,0.09259259259259259,0.14814814814814814,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.018518518518518517,0.09259259259259259,0.12962962962962962,0.0,0.018518518518518517,0.0,0.0
90,ayakashisamuraihorrortales,0.2033898305084746,0.07627118644067797,0.19491525423728814,0.1271186440677966,0.09322033898305085,0.03389830508474576,0.025423728813559324,0.11016949152542373,0.05084745762711865,0.00847457627118644,0.05084745762711865,0.025423728813559324,0.0
91,azumangadaioh,0.0918918918918919,0.14954954954954955,0.24864864864864866,0.15855855855855855,0.07747747747747748,0.01981981981981982,0.010810810810810811,0.12252252252252252,0.03063063063063063,0.05225225225225225,0.021621621621621623,0.016216216216216217,0.0
92,azurlane,0.1532258064516129,0.1774193548387097,0.20161290322580644,0.08064516129032258,0.13709677419354838,0.04032258064516129,0.04032258064516129,0.11290322580645161,0.024193548387096774,0.0,0.03225806451612903,0.0,0.0
93,bdamancrossfire,0.09195402298850575,0.1839080459770115,0.2413793103448276,0.09195402298850575,0.1724137931034483,0.022988505747126436,0.011494252873563218,0.08045977011494253,0.04597701149425287,0.022988505747126436,0.011494252873563218,0.011494252873563218,0.011494252873563218
94,beck,0.07142857142857142,0.15873015873015872,0.30158730158730157,0.15079365079365079,0.047619047619047616,0.023809523809523808,0.007936507936507936,0.11904761904761904,0.031746031746031744,0.047619047619047616,0.023809523809523808,0.015873015873015872,0.0
95,bgatahkei,0.06521739130434782,0.2028985507246377,0.2753623188405797,0.1956521739130435,0.028985507246376812,0.014492753623188406,0.0,0.11594202898550725,0.050724637681159424,0.028985507246376812,0.014492753623188406,0.007246376811594203,0.0
96,bnabrandnewanimal,0.11570247933884298,0.09917355371900827,0.1652892561983471,0.08264462809917356,0.2396694214876033,0.03305785123966942,0.03305785123966942,0.08264462809917356,0.049586776859504134,0.01652892561983471,0.024793388429752067,0.05785123966942149,0.0
97,bproject,0.14814814814814814,0.18518518518518517,0.18518518518518517,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.18518518518518517,0.037037037037037035,0.0,0.0,0.0
98,bthebeginning,0.29545454545454547,0.056818181818181816,0.13636363636363635,0.06818181818181818,0.1590909090909091,0.03409090909090909,0.045454545454545456,0.09090909090909091,0.056818181818181816,0.0,0.03409090909090909,0.022727272727272728,0.0
99,babelii,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0
100,babyfelixandfriends,0.0,0.08333333333333333,0.25,0.0,0.16666666666666666,0.0,0.0,0.25,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0
101,babysteps,0.0,0.3181818181818182,0.13636363636363635,0.0,0.09090909090909091,0.0,0.0,0.13636363636363635,0.22727272727272727,0.09090909090909091,0.0,0.0,0.0
102,baccano,0.23595505617977527,0.0754414125200642,0.20545746388443017,0.0754414125200642,0.1637239165329053,0.048154093097913325,0.027287319422150885,0.13162118780096307,0.008025682182985553,0.012841091492776886,0.009630818619582664,0.004815409309791332,0.0016051364365971107
103,backarrow,0.12962962962962962,0.07407407407407407,0.09259259259259259,0.037037037037037035,0.18518518518518517,0.1111111111111111,0.18518518518518517,0.07407407407407407,0.07407407407407407,0.0,0.018518518518518517,0.018518518518518517,0.0
104,backstreetgirls,0.12857142857142856,0.14285714285714285,0.24285714285714285,0.11428571428571428,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.15714285714285714,0.04285714285714286,0.07142857142857142,0.014285714285714285,0.02857142857142857,0.0
105,backflip,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0
106,bakaandtestsummonthebeasts,0.0953757225433526,0.1531791907514451,0.28901734104046245,0.12138728323699421,0.07803468208092486,0.03468208092485549,0.02023121387283237,0.12427745664739884,0.03468208092485549,0.017341040462427744,0.02601156069364162,0.005780346820809248,0.0
107,bakemonogatari,0.09866666666666667,0.104,0.22666666666666666,0.14133333333333334,0.128,0.029333333333333333,0.032,0.16,0.024,0.013333333333333334,0.029333333333333333,0.013333333333333334,0.0
108,bakithegrappler,0.0967741935483871,0.0913978494623656,0.16129032258064516,0.0913978494623656,0.2956989247311828,0.03763440860215054,0.043010752688172046,0.12903225806451613,0.021505376344086023,0.021505376344086023,0.005376344086021506,0.0,0.005376344086021506
109,bakuencampusguardress,0.0625,0.3125,0.0625,0.0625,0.25,0.0,0.0625,0.0625,0.125,0.0,0.0,0.0,0.0
110,bakugan,0.1305732484076433,0.12420382165605096,0.15286624203821655,0.09872611464968153,0.21337579617834396,0.03184713375796178,0.07961783439490445,0.09554140127388536,0.025477707006369428,0.009554140127388535,0.022292993630573247,0.012738853503184714,0.0031847133757961785
111,bakuganbattleplanet,0.05,0.1125,0.1,0.075,0.275,0.0375,0.0875,0.1125,0.025,0.0125,0.05,0.0375,0.025
112,bakuman,0.17272727272727273,0.10909090909090909,0.2818181818181818,0.11515151515151516,0.05757575757575758,0.021212121212121213,0.0030303030303030303,0.14545454545454545,0.030303030303030304,0.04242424242424243,0.012121212121212121,0.00909090909090909,0.0
113,bakuon,0.1,0.1,0.25,0.1,0.05,0.0,0.05,0.05,0.2,0.05,0.05,0.0,0.0
114,bakusoukyoudailetsandgo,0.06521739130434782,0.13043478260869565,0.22826086956521738,0.20652173913043478,0.09782608695652174,0.010869565217391304,0.05434782608695652,0.10869565217391304,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.010869565217391304,0.0
115,bakutenshootbeyblade,0.14338235294117646,0.13602941176470587,0.16544117647058823,0.11397058823529412,0.16544117647058823,0.025735294117647058,0.05514705882352941,0.10661764705882353,0.03676470588235294,0.022058823529411766,0.007352941176470588,0.022058823529411766,0.0
116,balladofashinigami,0.1,0.15,0.25,0.1,0.1,0.0,0.05,0.0,0.2,0.05,0.0,0.0,0.0
117,bambooblade,0.06629834254143646,0.17679558011049723,0.2154696132596685,0.143646408839779,0.10497237569060773,0.022099447513812154,0.016574585635359115,0.14917127071823205,0.055248618784530384,0.022099447513812154,0.016574585635359115,0.011049723756906077,0.0
118,bananafish,0.22916666666666666,0.041666666666666664,0.14583333333333334,0.10416666666666667,0.0625,0.08333333333333333,0.0,0.14583333333333334,0.08333333333333333,0.0625,0.020833333333333332,0.020833333333333332,0.0
119,bananya,0.0,0.25,0.1875,0.1875,0.0625,0.0,0.0,0.1875,0.09375,0.0,0.03125,0.0,0.0
120,bangdream,0.05737704918032787,0.14754098360655737,0.319672131147541,0.13934426229508196,0.07377049180327869,0.00819672131147541,0.0,0.10655737704918032,0.06557377049180328,0.04918032786885246,0.0,0.03278688524590164,0.0
121,bannertail,0.17777777777777778,0.044444444444444446,0.17777777777777778,0.2222222222222222,0.06666666666666667,0.0,0.0,0.08888888888888889,0.08888888888888889,0.0,0.044444444444444446,0.08888888888888889,0.0
122,bartender,0.2,0.1,0.2857142857142857,0.1,0.08571428571428572,0.014285714285714285,0.0,0.1,0.05714285714285714,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285
123,basilisk,0.18333333333333332,0.07222222222222222,0.16666666666666666,0.09444444444444444,0.25555555555555554,0.03333333333333333,0.05,0.08333333333333333,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.005555555555555556,0.0
124,basilisktheoukaninjascrolls,0.16901408450704225,0.09859154929577464,0.18309859154929578,0.11267605633802817,0.15492957746478872,0.056338028169014086,0.04225352112676056,0.1267605633802817,0.056338028169014086,0.0,0.0,0.0,0.0
125,basquash,0.09523809523809523,0.13690476190476192,0.15476190476190477,0.13690476190476192,0.16071428571428573,0.017857142857142856,0.07738095238095238,0.15476190476190477,0.02976190476190476,0.017857142857142856,0.011904761904761904,0.005952380952380952,0.0
126,bastard1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0
127,battleathletes,0.06766917293233082,0.21052631578947367,0.2556390977443609,0.10526315789473684,0.09774436090225563,0.045112781954887216,0.022556390977443608,0.12781954887218044,0.03007518796992481,0.015037593984962405,0.015037593984962405,0.007518796992481203,0.0
