Topic 1,Topic 2
66/0.0003929616207483736,
255/0.0003929616207483736,
262/0.0003929616207483736,
2543/0.0003929616207483736,
2133/0.0003917141235396486,
568/0.0003917141235396486,
306/0.0003917141235396486,
1792/0.0003904666263309236,
2624/0.0003892191291221986,
321/0.0003892191291221986,
677/0.0003879716319134736,
2176/0.0003879716319134736,
446/0.0003879716319134736,
989/0.0003879716319134736,
510/0.0003867241347047486,
464/0.00038547663749602363,
2601/0.00038547663749602363,
935/0.00038547663749602363,
2365/0.00038422914028729863,
941/0.0003829816430785736,
1758/0.0003829816430785736,
2264/0.0003829816430785736,
868/0.0003829816430785736,
81/0.0003829816430785736,
523/0.0003829816430785736,
1706/0.0003829816430785736,
638/0.0003817341458698486,
549/0.0003817341458698486,
1628/0.0003817341458698486,
814/0.0003817341458698486,
691/0.0003804866486611236,
1585/0.0003804866486611236,
2146/0.0003804866486611236,
1274/0.0003792391514523986,
1007/0.0003792391514523986,
1686/0.0003792391514523986,
598/0.0003792391514523986,
944/0.0003779916542436736,
1764/0.0003779916542436736,
1727/0.0003779916542436736,
686/0.0003779916542436736,
2328/0.0003767441570349486,
126/0.0003767441570349486,
1069/0.0003767441570349486,
166/0.0003767441570349486,
308/0.0003754966598262236,
709/0.0003754966598262236,
353/0.0003754966598262236,
41/0.0003754966598262236,
156/0.0003742491626174986,
1260/0.00037300166540877363,
2287/0.00037300166540877363,
693/0.00037175416820004863,
808/0.00037175416820004863,
2268/0.00037175416820004863,
505/0.00037050667099132364,
234/0.00037050667099132364,
2426/0.00037050667099132364,
712/0.00037050667099132364,
1431/0.00036925917378259865,
2382/0.00036801167657387365,
1198/0.00036801167657387365,
796/0.00036801167657387365,
2367/0.00036801167657387365,
2027/0.00036676417936514866,
1974/0.00036676417936514866,
1861/0.00036551668215642366,
1138/0.00036551668215642366,
2316/0.00036551668215642366,
1681/0.00036551668215642366,
1928/0.00036551668215642366,
2214/0.00036551668215642366,
238/0.00036426918494769867,
241/0.00036426918494769867,
1936/0.00036426918494769867,
1318/0.00036426918494769867,
1342/0.00036426918494769867,
1689/0.00036426918494769867,
1473/0.0003630216877389737,
1388/0.0003630216877389737,
2370/0.0003617741905302487,
625/0.0003617741905302487,
858/0.0003617741905302487,
1624/0.0003617741905302487,
71/0.0003617741905302487,
1008/0.0003617741905302487,
757/0.0003605266933215237,
2158/0.0003605266933215237,
303/0.0003605266933215237,
1116/0.0003592791961127987,
2447/0.0003592791961127987,
829/0.0003592791961127987,
1466/0.0003592791961127987,
258/0.0003592791961127987,
2351/0.0003592791961127987,
339/0.0003580316989040737,
2403/0.0003580316989040737,
940/0.0003580316989040737,
687/0.0003580316989040737,
1212/0.0003567842016953487,
2309/0.0003567842016953487,
125/0.0003567842016953487,
1828/0.0003567842016953487,
29/0.0003567842016953487,
2193/0.0003567842016953487,
1391/0.0003555367044866237,
1740/0.0003542892072778987,
1597/0.0003542892072778987,
119/0.0003542892072778987,
480/0.0003542892072778987,
69/0.0003542892072778987,
218/0.0003542892072778987,
379/0.0003530417100691737,
905/0.0003530417100691737,
1192/0.0003530417100691737,
145/0.0003530417100691737,
1778/0.0003517942128604487,
604/0.0003517942128604487,
43/0.0003517942128604487,
2513/0.0003517942128604487,
1436/0.0003517942128604487,
1102/0.00035054671565172373,
830/0.00035054671565172373,
594/0.00035054671565172373,
483/0.00035054671565172373,
2507/0.00034929921844299873,
1398/0.00034929921844299873,
2007/0.00034929921844299873,
979/0.00034929921844299873,
63/0.00034929921844299873,
876/0.00034805172123427374,
771/0.00034680422402554874,
149/0.00034680422402554874,
1989/0.00034680422402554874,
1011/0.00034680422402554874,
733/0.00034680422402554874,
2216/0.00034555672681682375,
1912/0.00034555672681682375,
924/0.00034430922960809876,
542/0.00034430922960809876,
1837/0.00034430922960809876,
798/0.00034430922960809876,
132/0.00034306173239937376,
406/0.00034306173239937376,
13/0.00034306173239937376,
1064/0.00034181423519064877,
2572/0.00034181423519064877,
1593/0.00034181423519064877,
401/0.00034181423519064877,
367/0.00034056673798192377,
48/0.00034056673798192377,
1756/0.00034056673798192377,
884/0.00034056673798192377,
273/0.00034056673798192377,
495/0.0003393192407731988,
2538/0.0003393192407731988,
1020/0.0003393192407731988,
311/0.0003380717435644738,
1716/0.0003380717435644738,
1924/0.0003380717435644738,
530/0.0003380717435644738,
1491/0.0003368242463557488,
310/0.0003368242463557488,
2440/0.0003368242463557488,
552/0.0003368242463557488,
864/0.0003355767491470238,
911/0.0003355767491470238,
104/0.0003355767491470238,
2200/0.0003343292519382988,
437/0.0003343292519382988,
784/0.0003343292519382988,
2104/0.0003330817547295738,
566/0.0003330817547295738,
449/0.0003318342575208488,
769/0.0003318342575208488,
261/0.0003318342575208488,
2480/0.0003305867603121238,
618/0.0003305867603121238,
747/0.0003293392631033988,
1003/0.0003293392631033988,
2/0.0003293392631033988,
1031/0.0003293392631033988,
2361/0.0003280917658946738,
1751/0.0003280917658946738,
678/0.0003280917658946738,
1649/0.0003280917658946738,
795/0.0003280917658946738,
633/0.0003280917658946738,
2132/0.00032684426868594883,
917/0.00032684426868594883,
1617/0.00032684426868594883,
1604/0.00032684426868594883,
792/0.00032684426868594883,
2165/0.00032559677147722384,
413/0.00032559677147722384,
1647/0.00032559677147722384,
1807/0.00032559677147722384,
2375/0.00032559677147722384,
313/0.00032434927426849884,
1602/0.00032434927426849884,
1610/0.00032434927426849884,
1578/0.00032434927426849884,
2437/0.00032310177705977385,
1035/0.00032310177705977385,
51/0.00032310177705977385,
54/0.00032310177705977385,
1802/0.00032310177705977385,
453/0.00032185427985104885,
1774/0.00032185427985104885,
595/0.00032060678264232386,
593/0.00032060678264232386,
2495/0.00032060678264232386,
2438/0.00032060678264232386,
384/0.00031935928543359887,
1707/0.00031935928543359887,
740/0.00031935928543359887,
320/0.00031935928543359887,
1449/0.00031811178822487387,
588/0.00031811178822487387,
723/0.00031811178822487387,
35/0.00031811178822487387,
951/0.00031811178822487387,
2072/0.0003168642910161489,
1268/0.0003168642910161489,
603/0.0003168642910161489,
2197/0.0003168642910161489,
251/0.0003156167938074239,
569/0.0003156167938074239,
1982/0.0003156167938074239,
2043/0.0003143692965986989,
2529/0.0003143692965986989,
1483/0.0003143692965986989,
87/0.00031312179938997384,
2294/0.00031312179938997384,
1873/0.00031312179938997384,
2657/0.00031312179938997384,
16/0.00031187430218124884,
722/0.00031187430218124884,
1733/0.00031187430218124884,
1005/0.00031187430218124884,
1495/0.00031187430218124884,
2237/0.00031062680497252385,
2622/0.00031062680497252385,
222/0.00031062680497252385,
1671/0.00031062680497252385,
2424/0.00031062680497252385,
404/0.00030937930776379885,
428/0.00030937930776379885,
563/0.00030937930776379885,
2436/0.00030937930776379885,
141/0.00030937930776379885,
1514/0.00030813181055507386,
1419/0.00030813181055507386,
697/0.00030813181055507386,
650/0.00030813181055507386,
2333/0.00030813181055507386,
601/0.00030813181055507386,
2064/0.00030813181055507386,
2568/0.00030813181055507386,
2638/0.00030688431334634887,
2145/0.00030688431334634887,
1361/0.00030688431334634887,
176/0.00030563681613762387,
1131/0.00030563681613762387,
1149/0.00030563681613762387,
1618/0.0003043893189288989,
1223/0.0003043893189288989,
1799/0.0003043893189288989,
86/0.0003043893189288989,
1720/0.0003031418217201739,
212/0.0003031418217201739,
502/0.0003031418217201739,
2511/0.0003018943245114489,
2446/0.0003018943245114489,
1867/0.0003018943245114489,
2055/0.0003018943245114489,
936/0.0003018943245114489,
1905/0.0003018943245114489,
211/0.0003006468273027239,
1083/0.0002993993300939989,
429/0.0002981518328852739,
84/0.0002981518328852739,
825/0.0002969043356765489,
2127/0.0002969043356765489,
1542/0.0002969043356765489,
1284/0.0002969043356765489,
352/0.0002969043356765489,
2448/0.0002956568384678239,
1021/0.0002956568384678239,
823/0.0002956568384678239,
1943/0.0002944093412590989,
33/0.0002944093412590989,
511/0.0002931618440503739,
1844/0.0002931618440503739,
1607/0.0002931618440503739,
2231/0.0002931618440503739,
816/0.00029191434684164893,
2067/0.00029191434684164893,
2102/0.00029191434684164893,
1362/0.00029066684963292394,
64/0.00029066684963292394,
579/0.00029066684963292394,
2173/0.00028941935242419894,
1731/0.00028941935242419894,
2550/0.00028941935242419894,
1151/0.00028941935242419894,
713/0.00028941935242419894,
1560/0.00028941935242419894,
521/0.00028941935242419894,
1166/0.00028817185521547395,
106/0.00028817185521547395,
1877/0.00028817185521547395,
415/0.00028817185521547395,
1364/0.00028817185521547395,
2582/0.00028817185521547395,
47/0.00028817185521547395,
389/0.00028692435800674895,
923/0.00028692435800674895,
1726/0.00028692435800674895,
2634/0.00028567686079802396,
1266/0.00028567686079802396,
647/0.00028567686079802396,
1627/0.00028442936358929896,
871/0.00028442936358929896,
1142/0.00028318186638057397,
2431/0.000281934369171849,
83/0.000281934369171849,
27/0.000281934369171849,
656/0.000281934369171849,
1387/0.000281934369171849,
2228/0.000280686871963124,
2090/0.000280686871963124,
1062/0.000280686871963124,
2142/0.000280686871963124,
2432/0.000279439374754399,
1269/0.000279439374754399,
2058/0.000279439374754399,
203/0.000279439374754399,
187/0.000279439374754399,
1985/0.000279439374754399,
2259/0.000278191877545674,
1692/0.000278191877545674,
60/0.000278191877545674,
1892/0.000278191877545674,
186/0.000276944380336949,
1352/0.000276944380336949,
1079/0.000276944380336949,
2671/0.000276944380336949,
2408/0.000276944380336949,
787/0.000275696883128224,
1577/0.000275696883128224,
1118/0.000275696883128224,
416/0.000275696883128224,
347/0.000275696883128224,
960/0.000275696883128224,
1370/0.000275696883128224,
2542/0.000275696883128224,
2512/0.000275696883128224,
1325/0.000274449385919499,
332/0.000274449385919499,
1317/0.000274449385919499,
425/0.000273201888710774,
805/0.000273201888710774,
785/0.000273201888710774,
447/0.000273201888710774,
2068/0.000273201888710774,
1886/0.000271954391502049,
1177/0.000271954391502049,
61/0.000271954391502049,
2208/0.000271954391502049,
1904/0.000271954391502049,
1878/0.000271954391502049,
96/0.000271954391502049,
1120/0.000270706894293324,
1023/0.000270706894293324,
174/0.000270706894293324,
414/0.000270706894293324,
2032/0.000270706894293324,
1652/0.00026945939708459903,
2450/0.00026945939708459903,
34/0.00026945939708459903,
1984/0.00026945939708459903,
1057/0.00026821189987587404,
1823/0.00026821189987587404,
1526/0.00026821189987587404,
392/0.00026821189987587404,
648/0.00026821189987587404,
1044/0.00026696440266714904,
133/0.00026696440266714904,
112/0.00026696440266714904,
2119/0.00026696440266714904,
15/0.00026696440266714904,
2383/0.00026696440266714904,
142/0.00026571690545842405,
934/0.00026571690545842405,
2489/0.00026571690545842405,
2586/0.00026571690545842405,
2160/0.00026571690545842405,
977/0.00026571690545842405,
200/0.00026446940824969905,
1104/0.00026446940824969905,
651/0.00026446940824969905,
2307/0.00026322191104097406,
1933/0.00026322191104097406,
1441/0.00026322191104097406,
1456/0.00026322191104097406,
882/0.00026322191104097406,
1787/0.00026197441383224906,
2166/0.00026197441383224906,
1949/0.00026197441383224906,
894/0.00026197441383224906,
1794/0.00026197441383224906,
1048/0.00026197441383224906,
1561/0.00026197441383224906,
103/0.00026197441383224906,
2178/0.00026197441383224906,
551/0.00026072691662352407,
1273/0.00026072691662352407,
1094/0.00026072691662352407,
138/0.00026072691662352407,
32/0.0002594794194147991,
2098/0.0002594794194147991,
750/0.0002594794194147991,
1543/0.0002594794194147991,
479/0.0002582319222060741,
644/0.0002582319222060741,
1202/0.0002582319222060741,
488/0.0002582319222060741,
272/0.0002582319222060741,
2456/0.0002582319222060741,
1009/0.0002582319222060741,
2449/0.0002582319222060741,
793/0.0002569844249973491,
2211/0.0002569844249973491,
1909/0.0002569844249973491,
1127/0.0002569844249973491,
2519/0.0002569844249973491,
454/0.0002557369277886241,
718/0.0002557369277886241,
192/0.0002557369277886241,
1203/0.0002544894305798991,
1653/0.0002544894305798991,
1962/0.0002544894305798991,
1900/0.0002544894305798991,
1088/0.0002544894305798991,
2002/0.0002532419333711741,
1124/0.0002532419333711741,
906/0.0002519944361624491,
28/0.0002519944361624491,
2203/0.0002519944361624491,
1614/0.0002519944361624491,
402/0.0002519944361624491,
1109/0.0002507469389537241,
859/0.0002507469389537241,
554/0.0002507469389537241,
1499/0.0002507469389537241,
2246/0.0002507469389537241,
376/0.0002494994417449991,
19/0.0002494994417449991,
291/0.0002494994417449991,
2562/0.0002494994417449991,
2047/0.0002482519445362741,
2241/0.0002482519445362741,
1973/0.0002482519445362741,
2213/0.00024700444732754913,
2548/0.00024700444732754913,
1140/0.00024700444732754913,
2086/0.00024700444732754913,
2552/0.00024700444732754913,
666/0.00024700444732754913,
2066/0.00024700444732754913,
1164/0.00024700444732754913,
462/0.00024575695011882414,
1112/0.00024575695011882414,
1600/0.00024575695011882414,
2025/0.00024575695011882414,
1919/0.00024450945291009914,
1944/0.00024450945291009914,
411/0.00024450945291009914,
2051/0.00024450945291009914,
797/0.00024450945291009914,
833/0.00024450945291009914,
2239/0.00024450945291009914,
883/0.00024326195570137412,
2350/0.00024326195570137412,
478/0.00024326195570137412,
611/0.00024326195570137412,
2345/0.00024326195570137412,
2623/0.00024326195570137412,
252/0.00024326195570137412,
2496/0.00024326195570137412,
1418/0.00024201445849264912,
1838/0.00024201445849264912,
2269/0.00024201445849264912,
2337/0.00024201445849264912,
1032/0.00024201445849264912,
821/0.00024201445849264912,
1321/0.00024076696128392413,
1673/0.00024076696128392413,
628/0.00024076696128392413,
727/0.00023951946407519914,
1230/0.00023951946407519914,
2566/0.00023951946407519914,
667/0.00023951946407519914,
972/0.00023827196686647414,
1819/0.00023827196686647414,
1229/0.00023827196686647414,
1822/0.00023827196686647414,
1194/0.00023827196686647414,
148/0.00023827196686647414,
2030/0.00023702446965774915,
1724/0.00023702446965774915,
1991/0.00023702446965774915,
1854/0.00023702446965774915,
741/0.00023702446965774915,
2016/0.00023702446965774915,
1559/0.00023577697244902415,
1930/0.00023577697244902415,
2015/0.00023452947524029916,
1280/0.00023452947524029916,
494/0.00023452947524029916,
2589/0.00023452947524029916,
971/0.00023452947524029916,
296/0.00023452947524029916,
1100/0.00023452947524029916,
2179/0.00023452947524029916,
1110/0.00023452947524029916,
2017/0.00023452947524029916,
1546/0.00023328197803157416,
1848/0.00023328197803157416,
1207/0.00023328197803157416,
674/0.00023328197803157416,
1455/0.00023328197803157416,
1372/0.00023328197803157416,
1641/0.00023203448082284917,
1539/0.00023203448082284917,
541/0.00023203448082284917,
2523/0.00023203448082284917,
983/0.00023203448082284917,
2267/0.00023203448082284917,
485/0.00023203448082284917,
492/0.00023078698361412417,
1108/0.00023078698361412417,
1980/0.00023078698361412417,
1906/0.00023078698361412417,
1089/0.00023078698361412417,
25/0.00023078698361412417,
1199/0.00023078698361412417,
751/0.00023078698361412417,
596/0.00023078698361412417,
2423/0.00022953948640539918,
872/0.00022953948640539918,
1650/0.00022953948640539918,
913/0.00022829198919667418,
1946/0.00022829198919667418,
2585/0.00022829198919667418,
1739/0.00022829198919667418,
1544/0.0002270444919879492,
1141/0.0002270444919879492,
843/0.0002270444919879492,
1969/0.0002270444919879492,
2359/0.00022579699477922417,
2023/0.00022579699477922417,
1667/0.00022454949757049917,
42/0.00022454949757049917,
1349/0.00022454949757049917,
1471/0.00022330200036177418,
1427/0.00022330200036177418,
2602/0.00022330200036177418,
1966/0.00022330200036177418,
1995/0.00022330200036177418,
2407/0.00022330200036177418,
2289/0.00022330200036177418,
2471/0.00022330200036177418,
2396/0.00022330200036177418,
1752/0.00022205450315304919,
1722/0.00022205450315304919,
1150/0.00022205450315304919,
1698/0.00022205450315304919,
1500/0.00022205450315304919,
967/0.00022205450315304919,
1037/0.0002208070059443242,
978/0.0002208070059443242,
2226/0.0002208070059443242,
1290/0.0002208070059443242,
1369/0.0002195595087355992,
546/0.0002195595087355992,
1249/0.0002195595087355992,
204/0.0002195595087355992,
2180/0.0002195595087355992,
1042/0.0002195595087355992,
501/0.0002183120115268742,
1196/0.0002183120115268742,
2005/0.0002183120115268742,
1482/0.0002183120115268742,
2128/0.0002183120115268742,
1156/0.0002183120115268742,
685/0.0002183120115268742,
2156/0.0002170645143181492,
2138/0.0002170645143181492,
219/0.0002170645143181492,
436/0.0002170645143181492,
945/0.0002158170171094242,
1049/0.0002158170171094242,
1301/0.0002158170171094242,
1670/0.0002158170171094242,
1691/0.0002158170171094242,
1977/0.0002158170171094242,
2135/0.0002158170171094242,
108/0.00021456951990069922,
1337/0.00021332202269197422,
2022/0.00021332202269197422,
720/0.00021207452548324923,
1357/0.00021207452548324923,
2110/0.00021207452548324923,
2463/0.00021207452548324923,
361/0.00021207452548324923,
2120/0.00021207452548324923,
2490/0.00021082702827452423,
908/0.00021082702827452423,
2599/0.00021082702827452423,
2249/0.00020957953106579924,
474/0.00020957953106579924,
1520/0.00020957953106579924,
652/0.00020957953106579924,
2491/0.00020957953106579924,
2557/0.00020957953106579924,
1816/0.00020833203385707425,
1654/0.00020833203385707425,
1661/0.00020708453664834925,
358/0.00020708453664834925,
2662/0.00020708453664834925,
2673/0.00020583703943962426,
175/0.00020583703943962426,
1859/0.00020583703943962426,
377/0.00020583703943962426,
2417/0.00020583703943962426,
2393/0.00020583703943962426,
1129/0.00020458954223089926,
2606/0.00020458954223089926,
2045/0.00020458954223089926,
2103/0.00020458954223089926,
1227/0.00020458954223089926,
1389/0.00020334204502217427,
2537/0.00020334204502217427,
1000/0.00020334204502217427,
130/0.00020334204502217427,
1613/0.00020334204502217427,
599/0.00020209454781344927,
6/0.00020209454781344927,
1401/0.00020209454781344927,
325/0.00020084705060472428,
1442/0.00020084705060472428,
1076/0.00020084705060472428,
2493/0.00020084705060472428,
2308/0.00019959955339599928,
18/0.00019959955339599928,
2286/0.00019959955339599928,
160/0.00019959955339599928,
2256/0.0001983520561872743,
1840/0.0001983520561872743,
143/0.0001983520561872743,
1339/0.0001983520561872743,
675/0.0001983520561872743,
1463/0.0001983520561872743,
1440/0.0001983520561872743,
250/0.0001983520561872743,
2415/0.0001983520561872743,
1480/0.0001971045589785493,
1688/0.0001971045589785493,
770/0.0001971045589785493,
2593/0.0001971045589785493,
1531/0.0001971045589785493,
1741/0.0001971045589785493,
539/0.0001971045589785493,
1701/0.0001971045589785493,
841/0.0001971045589785493,
1940/0.0001971045589785493,
1355/0.0001971045589785493,
2416/0.0001971045589785493,
2487/0.0001958570617698243,
2500/0.0001958570617698243,
1380/0.0001958570617698243,
1128/0.0001958570617698243,
515/0.0001958570617698243,
2071/0.0001958570617698243,
635/0.0001958570617698243,
1028/0.0001958570617698243,
1243/0.0001946095645610993,
2539/0.0001946095645610993,
2050/0.0001946095645610993,
2342/0.0001946095645610993,
537/0.0001933620673523743,
699/0.0001933620673523743,
1902/0.0001933620673523743,
2035/0.0001933620673523743,
1411/0.0001933620673523743,
2036/0.00019211457014364932,
965/0.00019211457014364932,
1297/0.00019211457014364932,
1718/0.00019211457014364932,
1314/0.00019211457014364932,
1105/0.00019211457014364932,
1737/0.00019211457014364932,
1358/0.00019211457014364932,
804/0.00019211457014364932,
1528/0.0001908670729349243,
1569/0.0001908670729349243,
398/0.0001896195757261993,
1920/0.0001896195757261993,
1903/0.0001896195757261993,
1950/0.0001883720785174743,
1687/0.0001883720785174743,
679/0.0001883720785174743,
619/0.0001883720785174743,
1488/0.0001883720785174743,
2573/0.0001883720785174743,
2185/0.0001883720785174743,
1408/0.0001871245813087493,
1917/0.0001871245813087493,
1244/0.0001871245813087493,
1381/0.0001871245813087493,
2546/0.00018587708410002432,
235/0.00018587708410002432,
1119/0.00018587708410002432,
400/0.00018587708410002432,
799/0.00018587708410002432,
1475/0.00018587708410002432,
725/0.00018462958689129932,
766/0.00018462958689129932,
280/0.00018462958689129932,
2526/0.00018338208968257433,
1524/0.00018338208968257433,
1316/0.00018338208968257433,
266/0.00018338208968257433,
1309/0.00018338208968257433,
2220/0.00018338208968257433,
1205/0.00018338208968257433,
1842/0.00018338208968257433,
2329/0.00018338208968257433,
2074/0.00018213459247384933,
2147/0.00018213459247384933,
1481/0.00018213459247384933,
2494/0.00018213459247384933,
1015/0.00018213459247384933,
1168/0.00018213459247384933,
2642/0.00018088709526512434,
1599/0.00018088709526512434,
2198/0.00018088709526512434,
2521/0.00018088709526512434,
775/0.00018088709526512434,
268/0.00018088709526512434,
920/0.00018088709526512434,
2421/0.00017963959805639934,
182/0.00017963959805639934,
602/0.00017963959805639934,
1964/0.00017963959805639934,
1453/0.00017963959805639934,
2321/0.00017963959805639934,
817/0.00017839210084767435,
1804/0.00017839210084767435,
1403/0.00017839210084767435,
607/0.00017839210084767435,
161/0.00017714460363894936,
326/0.00017714460363894936,
2374/0.00017714460363894936,
1001/0.00017714460363894936,
1746/0.00017589710643022436,
2210/0.00017589710643022436,
1572/0.00017589710643022436,
2603/0.00017589710643022436,
102/0.00017589710643022436,
565/0.00017589710643022436,
1435/0.00017589710643022436,
1894/0.00017589710643022436,
1993/0.00017589710643022436,
1208/0.00017589710643022436,
2630/0.00017589710643022436,
209/0.00017589710643022436,
2079/0.00017589710643022436,
1777/0.00017464960922149937,
2352/0.00017464960922149937,
1293/0.00017464960922149937,
1443/0.00017464960922149937,
92/0.00017464960922149937,
1292/0.00017340211201277437,
1791/0.00017340211201277437,
2615/0.00017340211201277437,
2482/0.00017340211201277437,
2353/0.00017340211201277437,
1178/0.00017215461480404938,
1143/0.00017215461480404938,
2101/0.00017215461480404938,
2607/0.00017215461480404938,
2406/0.00017215461480404938,
842/0.00017090711759532438,
703/0.00017090711759532438,
216/0.00017090711759532438,
729/0.00017090711759532438,
1180/0.00017090711759532438,
2253/0.00017090711759532438,
1054/0.00017090711759532438,
1114/0.00017090711759532438,
584/0.00017090711759532438,
2157/0.0001696596203865994,
1779/0.0001696596203865994,
229/0.0001696596203865994,
2387/0.0001696596203865994,
465/0.0001696596203865994,
1295/0.0001696596203865994,
2282/0.0001696596203865994,
1518/0.0001696596203865994,
116/0.0001684121231778744,
994/0.0001684121231778744,
121/0.0001684121231778744,
2278/0.0001671646259691494,
1294/0.0001671646259691494,
2285/0.0001671646259691494,
208/0.0001671646259691494,
1508/0.0001671646259691494,
167/0.0001671646259691494,
1454/0.0001671646259691494,
1590/0.0001671646259691494,
2313/0.0001659171287604244,
1320/0.0001659171287604244,
1162/0.0001659171287604244,
1329/0.0001659171287604244,
573/0.0001659171287604244,
582/0.0001659171287604244,
890/0.0001659171287604244,
153/0.0001659171287604244,
2170/0.0001646696315516994,
253/0.0001646696315516994,
1780/0.0001646696315516994,
188/0.0001646696315516994,
472/0.0001646696315516994,
223/0.0001646696315516994,
2230/0.0001646696315516994,
790/0.0001646696315516994,
2637/0.0001646696315516994,
1735/0.0001646696315516994,
577/0.0001646696315516994,
1619/0.0001646696315516994,
702/0.00016342213434297442,
950/0.00016342213434297442,
2148/0.00016342213434297442,
1218/0.00016342213434297442,
854/0.00016342213434297442,
743/0.00016342213434297442,
2251/0.00016217463713424942,
2320/0.00016217463713424942,
2151/0.00016217463713424942,
642/0.00016217463713424942,
641/0.00016217463713424942,
966/0.00016217463713424942,
1121/0.00016217463713424942,
662/0.00016217463713424942,
1788/0.00016217463713424942,
737/0.00016217463713424942,
1723/0.00016217463713424942,
1910/0.00016092713992552443,
1640/0.00016092713992552443,
1458/0.00016092713992552443,
2124/0.00016092713992552443,
2336/0.00016092713992552443,
1549/0.00016092713992552443,
952/0.00015967964271679943,
418/0.00015967964271679943,
714/0.00015967964271679943,
1529/0.00015967964271679943,
1863/0.00015967964271679943,
2161/0.00015967964271679943,
1167/0.00015967964271679943,
2202/0.00015843214550807444,
2418/0.00015843214550807444,
974/0.00015843214550807444,
1038/0.00015843214550807444,
1567/0.00015843214550807444,
1360/0.00015718464829934944,
987/0.00015718464829934944,
1239/0.00015718464829934944,
620/0.00015718464829934944,
538/0.00015718464829934944,
1486/0.00015718464829934944,
1829/0.00015718464829934944,
1956/0.00015718464829934944,
1533/0.00015593715109062442,
561/0.00015593715109062442,
2134/0.00015593715109062442,
1323/0.00015593715109062442,
811/0.00015468965388189943,
1097/0.00015468965388189943,
2355/0.00015468965388189943,
2122/0.00015468965388189943,
2429/0.00015344215667317443,
605/0.00015344215667317443,
391/0.00015344215667317443,
1655/0.00015344215667317443,
2649/0.00015344215667317443,
457/0.00015344215667317443,
928/0.00015344215667317443,
2457/0.00015219465946444944,
1960/0.00015219465946444944,
529/0.00015219465946444944,
2409/0.00015219465946444944,
1107/0.00015219465946444944,
409/0.00015219465946444944,
2236/0.00015219465946444944,
3/0.00015094716225572444,
746/0.00015094716225572444,
732/0.00015094716225572444,
1400/0.00015094716225572444,
1363/0.00015094716225572444,
2592/0.00015094716225572444,
1171/0.00015094716225572444,
489/0.00015094716225572444,
2245/0.00014969966504699945,
1736/0.00014969966504699945,
1433/0.00014969966504699945,
1067/0.00014969966504699945,
1460/0.00014969966504699945,
232/0.00014845216783827445,
1153/0.00014845216783827445,
1348/0.00014845216783827445,
2029/0.00014845216783827445,
1725/0.00014845216783827445,
322/0.00014845216783827445,
1864/0.00014845216783827445,
1512/0.00014845216783827445,
2189/0.00014720467062954946,
1786/0.00014720467062954946,
1870/0.00014720467062954946,
893/0.00014720467062954946,
840/0.00014720467062954946,
2596/0.00014720467062954946,
2126/0.00014720467062954946,
2112/0.00014720467062954946,
2159/0.00014720467062954946,
2238/0.00014720467062954946,
1690/0.00014720467062954946,
1270/0.00014720467062954946,
2201/0.00014595717342082447,
1833/0.00014595717342082447,
2190/0.00014595717342082447,
624/0.00014595717342082447,
1954/0.00014595717342082447,
1367/0.00014595717342082447,
753/0.00014595717342082447,
2626/0.00014470967621209947,
1272/0.00014470967621209947,
1637/0.00014470967621209947,
1836/0.00014470967621209947,
1390/0.00014470967621209947,
68/0.00014470967621209947,
646/0.00014470967621209947,
2222/0.00014470967621209947,
2488/0.00014470967621209947,
2647/0.00014470967621209947,
2532/0.00014346217900337448,
532/0.00014346217900337448,
2303/0.00014346217900337448,
2006/0.00014346217900337448,
2235/0.00014346217900337448,
117/0.00014346217900337448,
1625/0.00014346217900337448,
1091/0.00014346217900337448,
776/0.00014221468179464948,
2012/0.00014221468179464948,
1299/0.00014221468179464948,
1485/0.00014221468179464948,
2291/0.00014221468179464948,
2250/0.0001409671845859245,
1407/0.0001409671845859245,
1639/0.0001409671845859245,
2380/0.0001409671845859245,
616/0.0001409671845859245,
2466/0.0001409671845859245,
2402/0.0001409671845859245,
1845/0.0001397196873771995,
1576/0.0001384721901684745,
896/0.0001384721901684745,
1545/0.0001384721901684745,
927/0.0001384721901684745,
2467/0.0001384721901684745,
1145/0.0001384721901684745,
1714/0.0001384721901684745,
2048/0.0001384721901684745,
564/0.0001372246929597495,
285/0.0001372246929597495,
1041/0.0001372246929597495,
2618/0.0001372246929597495,
1693/0.0001372246929597495,
1711/0.0001359771957510245,
2024/0.0001359771957510245,
783/0.0001359771957510245,
1568/0.0001359771957510245,
438/0.00013472969854229952,
2175/0.00013472969854229952,
632/0.00013472969854229952,
1311/0.00013472969854229952,
2152/0.00013472969854229952,
1942/0.00013472969854229952,
2476/0.00013472969854229952,
1566/0.00013348220133357452,
2258/0.00013348220133357452,
2073/0.00013348220133357452,
738/0.00013223470412484953,
670/0.00013223470412484953,
333/0.00013223470412484953,
109/0.00013098720691612453,
2199/0.00013098720691612453,
497/0.00013098720691612453,
1379/0.00013098720691612453,
1494/0.00013098720691612453,
613/0.00013098720691612453,
1813/0.00012973970970739954,
683/0.00012973970970739954,
1428/0.00012973970970739954,
653/0.00012973970970739954,
1669/0.00012973970970739954,
1776/0.00012973970970739954,
1385/0.00012973970970739954,
2091/0.00012973970970739954,
806/0.00012973970970739954,
304/0.00012973970970739954,
847/0.00012849221249867454,
973/0.00012849221249867454,
851/0.00012849221249867454,
600/0.00012849221249867454,
916/0.00012724471528994955,
