Topic 1,Topic 2,Topic 3,Topic 4
,161/0.0003340750219039755,,
,1510/0.0003340750219039755,,
,3017/0.0003340750219039755,,
,2756/0.0003340750219039755,,
,2696/0.0003340750219039755,,
,908/0.0003340750219039755,,
,2499/0.0003340750219039755,,
,2836/0.0003340750219039755,,
,341/0.0003340750219039755,,
,645/0.0003277717196039005,,
,2837/0.0003277717196039005,,
,711/0.0003277717196039005,,
,1364/0.0003277717196039005,,
,1747/0.0003277717196039005,,
,1553/0.0003277717196039005,,
,1613/0.0003277717196039005,,
,1477/0.0003277717196039005,,
,1784/0.0003277717196039005,,
,48/0.0003277717196039005,,
,171/0.0003277717196039005,,
,1543/0.0003277717196039005,,
,2292/0.0003277717196039005,,
,311/0.0003277717196039005,,
,1642/0.0003277717196039005,,
,1681/0.0003277717196039005,,
,2457/0.0003277717196039005,,
,466/0.0003277717196039005,,
,2595/0.0003214684173038255,,
,329/0.0003214684173038255,,
,1878/0.0003214684173038255,,
,2309/0.0003214684173038255,,
,2199/0.0003214684173038255,,
,1045/0.0003214684173038255,,
,2480/0.0003214684173038255,,
,2235/0.0003214684173038255,,
,2994/0.0003214684173038255,,
,1977/0.0003214684173038255,,
,2548/0.0003214684173038255,,
,686/0.0003214684173038255,,
,1457/0.0003214684173038255,,
,1266/0.0003214684173038255,,
,3000/0.0003214684173038255,,
,1867/0.00031516511500375046,,
,2427/0.00031516511500375046,,
,1574/0.00031516511500375046,,
,2214/0.00031516511500375046,,
,537/0.00031516511500375046,,
,1690/0.00031516511500375046,,
,1256/0.00031516511500375046,,
,2530/0.00031516511500375046,,
,1891/0.00031516511500375046,,
,2247/0.00031516511500375046,,
,2967/0.00031516511500375046,,
,1198/0.00031516511500375046,,
,238/0.00031516511500375046,,
,1230/0.00031516511500375046,,
,288/0.00030886181270367547,,
,830/0.00030886181270367547,,
,1606/0.00030886181270367547,,
,2597/0.00030886181270367547,,
,2216/0.00030886181270367547,,
,800/0.00030886181270367547,,
,884/0.00030886181270367547,,
,2735/0.00030886181270367547,,
,1344/0.00030886181270367547,,
,274/0.00030886181270367547,,
,2719/0.00030886181270367547,,
,1181/0.00030886181270367547,,
,1183/0.00030886181270367547,,
,2555/0.00030886181270367547,,
,2064/0.00030886181270367547,,
,773/0.00030886181270367547,,
,1291/0.00030886181270367547,,
,493/0.00030886181270367547,,
,1130/0.00030886181270367547,,
,2932/0.00030886181270367547,,
,2288/0.00030886181270367547,,
,2976/0.00030886181270367547,,
,2889/0.00030255851040360043,,
,2963/0.00030255851040360043,,
,481/0.00030255851040360043,,
,2833/0.00030255851040360043,,
,1728/0.00030255851040360043,,
,2331/0.00029625520810352545,,
,846/0.00029625520810352545,,
,2296/0.00029625520810352545,,
,1321/0.00029625520810352545,,
,1912/0.00029625520810352545,,
,2648/0.00029625520810352545,,
,2703/0.00029625520810352545,,
,249/0.00029625520810352545,,
,292/0.00029625520810352545,,
,1174/0.00029625520810352545,,
,1207/0.00029625520810352545,,
,2366/0.00029625520810352545,,
,2300/0.00029625520810352545,,
,894/0.00029625520810352545,,
,2993/0.00029625520810352545,,
,1299/0.00029625520810352545,,
,1221/0.00029625520810352545,,
,1050/0.00029625520810352545,,
,976/0.00029625520810352545,,
,2669/0.0002899519058034504,,
,2133/0.0002899519058034504,,
,993/0.0002899519058034504,,
,2070/0.0002899519058034504,,
,761/0.0002899519058034504,,
,2117/0.0002899519058034504,,
,2276/0.0002899519058034504,,
,417/0.0002899519058034504,,
,1423/0.0002899519058034504,,
,2040/0.0002899519058034504,,
,1716/0.0002899519058034504,,
,2615/0.0002899519058034504,,
,307/0.0002899519058034504,,
,1329/0.0002899519058034504,,
,1821/0.0002899519058034504,,
,2283/0.0002899519058034504,,
,180/0.0002899519058034504,,
,2953/0.0002836486035033754,,
,1077/0.0002836486035033754,,
,2321/0.0002836486035033754,,
,2686/0.0002836486035033754,,
,2459/0.0002836486035033754,,
,2867/0.0002836486035033754,,
,1450/0.0002836486035033754,,
,2675/0.0002836486035033754,,
,1188/0.0002836486035033754,,
,2010/0.0002836486035033754,,
,1136/0.0002836486035033754,,
,1860/0.0002836486035033754,,
,1265/0.0002836486035033754,,
,2923/0.0002836486035033754,,
,177/0.0002836486035033754,,
,2678/0.0002773453012033004,,
,1594/0.0002773453012033004,,
,218/0.0002773453012033004,,
,1508/0.0002773453012033004,,
,1849/0.0002773453012033004,,
,1781/0.0002773453012033004,,
,2005/0.0002773453012033004,,
,2771/0.0002773453012033004,,
,2018/0.0002773453012033004,,
,1232/0.0002773453012033004,,
,1275/0.0002773453012033004,,
,518/0.0002773453012033004,,
,2220/0.0002773453012033004,,
,2533/0.0002773453012033004,,
,2754/0.0002773453012033004,,
,1785/0.0002710419989032254,,
,2440/0.0002710419989032254,,
,1549/0.0002710419989032254,,
,594/0.0002710419989032254,,
,2733/0.0002710419989032254,,
,131/0.0002710419989032254,,
,2206/0.0002710419989032254,,
,388/0.0002710419989032254,,
,1289/0.0002710419989032254,,
,1495/0.0002710419989032254,,
,677/0.0002710419989032254,,
,1589/0.0002710419989032254,,
,2526/0.0002710419989032254,,
,294/0.0002710419989032254,,
,449/0.0002710419989032254,,
,2550/0.0002710419989032254,,
,720/0.0002710419989032254,,
,2478/0.00026473869660315037,,
,1369/0.00026473869660315037,,
,1810/0.00026473869660315037,,
,2291/0.00026473869660315037,,
,2950/0.00026473869660315037,,
,2887/0.00026473869660315037,,
,688/0.00026473869660315037,,
,2991/0.00026473869660315037,,
,2979/0.00026473869660315037,,
,1484/0.00026473869660315037,,
,1739/0.00026473869660315037,,
,1692/0.00026473869660315037,,
,2028/0.00026473869660315037,,
,1009/0.00026473869660315037,,
,714/0.00026473869660315037,,
,2073/0.00026473869660315037,,
,1473/0.00026473869660315037,,
,2379/0.00026473869660315037,,
,2043/0.00026473869660315037,,
,1257/0.00026473869660315037,,
,2746/0.0002584353943030754,,
,1717/0.0002584353943030754,,
,1627/0.0002584353943030754,,
,871/0.0002584353943030754,,
,484/0.0002584353943030754,,
,2410/0.0002584353943030754,,
,412/0.0002584353943030754,,
,2519/0.0002584353943030754,,
,1526/0.0002584353943030754,,
,1173/0.0002584353943030754,,
,2311/0.0002584353943030754,,
,1657/0.0002584353943030754,,
,1812/0.0002584353943030754,,
,2374/0.0002584353943030754,,
,1315/0.0002584353943030754,,
,2030/0.0002521320920030004,,
,735/0.0002521320920030004,,
,409/0.0002521320920030004,,
,2898/0.0002521320920030004,,
,2372/0.0002521320920030004,,
,457/0.0002521320920030004,,
,110/0.0002521320920030004,,
,879/0.0002521320920030004,,
,2631/0.0002521320920030004,,
,959/0.0002521320920030004,,
,1683/0.0002521320920030004,,
,630/0.0002521320920030004,,
,448/0.0002521320920030004,,
,853/0.0002521320920030004,,
,955/0.0002521320920030004,,
,1958/0.0002521320920030004,,
,1768/0.0002521320920030004,,
,93/0.0002521320920030004,,
,2179/0.0002521320920030004,,
,2598/0.0002521320920030004,,
,1772/0.0002521320920030004,,
,2834/0.00024582878970292536,,
,2868/0.00024582878970292536,,
,750/0.00024582878970292536,,
,422/0.00024582878970292536,,
,1209/0.00024582878970292536,,
,1655/0.00024582878970292536,,
,712/0.00024582878970292536,,
,81/0.00024582878970292536,,
,2414/0.00024582878970292536,,
,153/0.00024582878970292536,,
,1875/0.00024582878970292536,,
,419/0.00024582878970292536,,
,841/0.00024582878970292536,,
,1841/0.00024582878970292536,,
,2400/0.00024582878970292536,,
,1528/0.00023952548740285035,,
,2693/0.00023952548740285035,,
,1974/0.00023952548740285035,,
,1304/0.00023952548740285035,,
,1629/0.00023952548740285035,,
,1005/0.00023952548740285035,,
,2101/0.00023952548740285035,,
,2355/0.00023952548740285035,,
,2175/0.00023952548740285035,,
,2022/0.00023952548740285035,,
,1471/0.00023952548740285035,,
,1044/0.00023952548740285035,,
,3014/0.00023952548740285035,,
,2085/0.00023952548740285035,,
,1868/0.00023952548740285035,,
,2757/0.00023952548740285035,,
,1734/0.00023322218510277534,,
,2614/0.00023322218510277534,,
,1626/0.00023322218510277534,,
,2835/0.00023322218510277534,,
,2096/0.00023322218510277534,,
,2226/0.00023322218510277534,,
,967/0.00023322218510277534,,
,2568/0.00023322218510277534,,
,2236/0.00023322218510277534,,
,2873/0.00023322218510277534,,
,2249/0.00023322218510277534,,
,2166/0.00023322218510277534,,
,1586/0.00023322218510277534,,
,1417/0.00023322218510277534,,
,2188/0.00023322218510277534,,
,2375/0.00023322218510277534,,
,671/0.00023322218510277534,,
,1981/0.00023322218510277534,,
,2377/0.00023322218510277534,,
,2014/0.00023322218510277534,,
,2665/0.00023322218510277534,,
,2790/0.00022691888280270032,,
,1305/0.00022691888280270032,,
,1556/0.00022691888280270032,,
,2484/0.00022691888280270032,,
,1755/0.00022691888280270032,,
,925/0.00022691888280270032,,
,3006/0.00022691888280270032,,
,2280/0.00022691888280270032,,
,405/0.00022691888280270032,,
,2601/0.00022691888280270032,,
,2373/0.00022691888280270032,,
,2700/0.00022691888280270032,,
,511/0.00022691888280270032,,
,3009/0.00022691888280270032,,
,57/0.00022691888280270032,,
,1346/0.0002206155805026253,,
,763/0.0002206155805026253,,
,1402/0.0002206155805026253,,
,2729/0.0002206155805026253,,
,2684/0.0002206155805026253,,
,826/0.0002206155805026253,,
,62/0.0002206155805026253,,
,1383/0.0002206155805026253,,
,1222/0.0002206155805026253,,
,836/0.0002206155805026253,,
,3027/0.0002206155805026253,,
,615/0.0002206155805026253,,
,961/0.0002206155805026253,,
,1940/0.0002206155805026253,,
,1930/0.0002206155805026253,,
,2314/0.0002206155805026253,,
,2655/0.0002206155805026253,,
,1804/0.0002206155805026253,,
,1474/0.0002206155805026253,,
,1779/0.0002206155805026253,,
,1416/0.0002206155805026253,,
,1953/0.00021431227820255033,,
,1649/0.00021431227820255033,,
,1712/0.00021431227820255033,,
,2617/0.00021431227820255033,,
,361/0.00021431227820255033,,
,144/0.00021431227820255033,,
,1721/0.00021431227820255033,,
,2416/0.00021431227820255033,,
,2642/0.00021431227820255033,,
,2035/0.00021431227820255033,,
,2285/0.00021431227820255033,,
,483/0.00021431227820255033,,
,420/0.00021431227820255033,,
,386/0.00021431227820255033,,
,2745/0.00021431227820255033,,
,2487/0.00020800897590247532,,
,1036/0.00020800897590247532,,
,2999/0.00020800897590247532,,
,570/0.00020800897590247532,,
,2547/0.00020800897590247532,,
,568/0.00020800897590247532,,
,2421/0.00020800897590247532,,
,1919/0.00020800897590247532,,
,156/0.00020800897590247532,,
,465/0.00020800897590247532,,
,1991/0.00020800897590247532,,
,89/0.00020800897590247532,,
,2147/0.0002017056736024003,,
,1382/0.0002017056736024003,,
,2491/0.0002017056736024003,,
,2581/0.0002017056736024003,,
,2610/0.0002017056736024003,,
,920/0.0002017056736024003,,
,2927/0.0002017056736024003,,
,162/0.0002017056736024003,,
,2871/0.0002017056736024003,,
,2774/0.0002017056736024003,,
,858/0.0002017056736024003,,
,1046/0.0002017056736024003,,
,1654/0.0002017056736024003,,
,1695/0.0002017056736024003,,
,2620/0.0002017056736024003,,
,2860/0.0002017056736024003,,
,661/0.0002017056736024003,,
,1598/0.0002017056736024003,,
,2970/0.0001954023713023253,,
,1160/0.0001954023713023253,,
,1290/0.0001954023713023253,,
,597/0.0001954023713023253,,
,808/0.0001954023713023253,,
,2713/0.0001954023713023253,,
,1169/0.0001954023713023253,,
,470/0.0001954023713023253,,
,1352/0.0001954023713023253,,
,3025/0.0001954023713023253,,
,120/0.0001954023713023253,,
,806/0.0001954023713023253,,
,2047/0.0001954023713023253,,
,2174/0.0001954023713023253,,
,1863/0.0001954023713023253,,
,2783/0.0001954023713023253,,
,491/0.0001954023713023253,,
,2475/0.0001954023713023253,,
,2322/0.0001954023713023253,,
,707/0.0001954023713023253,,
,1379/0.0001954023713023253,,
,2803/0.00018909906900225028,,
,1338/0.00018909906900225028,,
,1557/0.00018909906900225028,,
,1648/0.00018909906900225028,,
,1480/0.00018909906900225028,,
,2571/0.00018909906900225028,,
,1710/0.00018909906900225028,,
,1472/0.00018909906900225028,,
,434/0.00018909906900225028,,
,88/0.00018909906900225028,,
,1412/0.00018909906900225028,,
,401/0.00018909906900225028,,
,1139/0.00018909906900225028,,
,2857/0.00018909906900225028,,
,1529/0.00018909906900225028,,
,2788/0.00018909906900225028,,
,940/0.00018909906900225028,,
,1794/0.00018909906900225028,,
,397/0.00018909906900225028,,
,2921/0.00018909906900225028,,
,382/0.00018909906900225028,,
,2658/0.00018909906900225028,,
,1395/0.00018909906900225028,,
,352/0.00018279576670217527,,
,1110/0.00018279576670217527,,
,1482/0.00018279576670217527,,
,634/0.00018279576670217527,,
,924/0.00018279576670217527,,
,1603/0.00018279576670217527,,
,223/0.00018279576670217527,,
,1016/0.00018279576670217527,,
,2634/0.00018279576670217527,,
,212/0.00018279576670217527,,
,1116/0.00018279576670217527,,
,1697/0.00018279576670217527,,
,2407/0.00018279576670217527,,
,2613/0.00018279576670217527,,
,47/0.00017649246440210026,,
,901/0.00017649246440210026,,
,2541/0.00017649246440210026,,
,2884/0.00017649246440210026,,
,873/0.00017649246440210026,,
,2644/0.00017649246440210026,,
,2356/0.00017649246440210026,,
,2241/0.00017649246440210026,,
,2131/0.00017649246440210026,,
,1980/0.00017649246440210026,,
,708/0.00017649246440210026,,
,2527/0.00017649246440210026,,
,2337/0.00017649246440210026,,
,30/0.00017649246440210026,,
,2273/0.00017649246440210026,,
,2396/0.00017649246440210026,,
,2301/0.00017649246440210026,,
,571/0.00017649246440210026,,
,1006/0.00017018916210202525,,
,320/0.00017018916210202525,,
,2580/0.00017018916210202525,,
,461/0.00017018916210202525,,
,233/0.00017018916210202525,,
,2856/0.00017018916210202525,,
,525/0.00017018916210202525,,
,78/0.00017018916210202525,,
,889/0.00017018916210202525,,
,743/0.00017018916210202525,,
,2710/0.00017018916210202525,,
,1331/0.00017018916210202525,,
,2673/0.00017018916210202525,,
,247/0.00017018916210202525,,
,734/0.00016388585980195024,,
,2225/0.00016388585980195024,,
,1711/0.00016388585980195024,,
,191/0.00016388585980195024,,
,881/0.00016388585980195024,,
,1545/0.00016388585980195024,,
,968/0.00016388585980195024,,
,1931/0.00016388585980195024,,
,2052/0.00016388585980195024,,
,3018/0.00016388585980195024,,
,2495/0.00016388585980195024,,
,2818/0.00016388585980195024,,
,2520/0.00016388585980195024,,
,692/0.00016388585980195024,,
,2493/0.00016388585980195024,,
,103/0.00016388585980195024,,
,2649/0.00016388585980195024,,
,1544/0.00016388585980195024,,
,1770/0.00016388585980195024,,
,2176/0.00016388585980195024,,
,2417/0.00016388585980195024,,
,1088/0.00016388585980195024,,
,50/0.00016388585980195024,,
,730/0.00016388585980195024,,
,2250/0.00016388585980195024,,
,2663/0.00016388585980195024,,
,2917/0.00015758255750187523,,
,464/0.00015758255750187523,,
,2500/0.00015758255750187523,,
,2422/0.00015758255750187523,,
,2668/0.00015758255750187523,,
,1263/0.00015758255750187523,,
,1845/0.00015758255750187523,,
,500/0.00015758255750187523,,
,3008/0.00015758255750187523,,
,1083/0.00015758255750187523,,
,2266/0.00015758255750187523,,
,443/0.00015758255750187523,,
,2065/0.00015758255750187523,,
,2498/0.00015758255750187523,,
,275/0.00015758255750187523,,
,2430/0.00015758255750187523,,
,2275/0.00015758255750187523,,
,1688/0.00015758255750187523,,
,1195/0.00015758255750187523,,
,839/0.00015758255750187523,,
,2395/0.00015758255750187523,,
,2294/0.00015758255750187523,,
,2830/0.00015758255750187523,,
,987/0.00015758255750187523,,
,1226/0.00015127925520180022,,
,1703/0.00015127925520180022,,
,2955/0.00015127925520180022,,
,1937/0.00015127925520180022,,
,1225/0.00015127925520180022,,
,2211/0.00015127925520180022,,
,2479/0.00015127925520180022,,
,1975/0.00015127925520180022,,
,2153/0.00015127925520180022,,
,1997/0.00015127925520180022,,
,2621/0.00015127925520180022,,
,1012/0.00015127925520180022,,
,1775/0.00015127925520180022,,
,2154/0.00015127925520180022,,
,1357/0.00015127925520180022,,
,2667/0.0001449759529017252,,
,158/0.0001449759529017252,,
,2552/0.0001449759529017252,,
,2941/0.0001449759529017252,,
,1319/0.0001449759529017252,,
,34/0.0001449759529017252,,
,2429/0.0001449759529017252,,
,2367/0.0001449759529017252,,
,1432/0.0001449759529017252,,
,2726/0.0001449759529017252,,
,2465/0.0001449759529017252,,
,2239/0.0001449759529017252,,
,628/0.0001449759529017252,,
,787/0.0001449759529017252,,
,834/0.0001449759529017252,,
,2409/0.0001449759529017252,,
,2596/0.0001449759529017252,,
,1298/0.0001449759529017252,,
,862/0.0001449759529017252,,
,2269/0.0001449759529017252,,
,1946/0.0001449759529017252,,
,1707/0.0001449759529017252,,
,2939/0.0001449759529017252,,
,1154/0.0001449759529017252,,
,2799/0.0001449759529017252,,
,825/0.0001449759529017252,,
,1761/0.0001386726506016502,,
,2890/0.0001386726506016502,,
,2049/0.0001386726506016502,,
,2611/0.0001386726506016502,,
,2136/0.0001386726506016502,,
,2116/0.0001386726506016502,,
,1749/0.0001386726506016502,,
,1147/0.0001386726506016502,,
,2883/0.0001386726506016502,,
,878/0.0001386726506016502,,
,2900/0.0001386726506016502,,
,2218/0.0001386726506016502,,
,2114/0.0001386726506016502,,
,1740/0.0001386726506016502,,
,2051/0.0001386726506016502,,
,2984/0.0001386726506016502,,
,2474/0.0001386726506016502,,
,2418/0.0001386726506016502,,
,128/0.0001386726506016502,,
,236/0.00013236934830157518,,
,501/0.00013236934830157518,,
,2780/0.00013236934830157518,,
,2180/0.00013236934830157518,,
,408/0.00013236934830157518,,
,2802/0.00013236934830157518,,
,2736/0.00013236934830157518,,
,989/0.00013236934830157518,,
,1211/0.00013236934830157518,,
,1737/0.00013236934830157518,,
,7/0.00013236934830157518,,
,2578/0.00013236934830157518,,
,1297/0.00013236934830157518,,
,206/0.00013236934830157518,,
,2505/0.00013236934830157518,,
,2050/0.00013236934830157518,,
,1414/0.00013236934830157518,,
,1184/0.0001260660460015002,,
,2645/0.0001260660460015002,,
,1831/0.0001260660460015002,,
,2943/0.0001260660460015002,,
,2942/0.0001260660460015002,,
,986/0.0001260660460015002,,
,776/0.0001260660460015002,,
,2974/0.0001260660460015002,,
,1220/0.0001260660460015002,,
,190/0.0001260660460015002,,
,783/0.0001260660460015002,,
,2078/0.0001260660460015002,,
,2182/0.0001260660460015002,,
,2647/0.0001260660460015002,,
,485/0.0001260660460015002,,
,1691/0.0001260660460015002,,
,1896/0.0001260660460015002,,
,797/0.0001260660460015002,,
,2531/0.0001260660460015002,,
,1680/0.0001260660460015002,,
,2594/0.0001260660460015002,,
,0/0.0001260660460015002,,
,2566/0.0001260660460015002,,
,2948/0.00011976274370142517,,
,1907/0.00011976274370142517,,
,2209/0.00011976274370142517,,
,2794/0.00011976274370142517,,
,934/0.00011976274370142517,,
,2450/0.00011976274370142517,,
,1687/0.00011976274370142517,,
,1811/0.00011976274370142517,,
,1778/0.00011976274370142517,,
,1536/0.00011976274370142517,,
,2246/0.00011976274370142517,,
,1152/0.00011976274370142517,,
,2574/0.00011976274370142517,,
,1647/0.00011976274370142517,,
,2415/0.00011976274370142517,,
,1374/0.00011345944140135016,,
,2105/0.00011345944140135016,,
,1669/0.00011345944140135016,,
,1801/0.00011345944140135016,,
,1238/0.00011345944140135016,,
,523/0.00011345944140135016,,
,1963/0.00011345944140135016,,
,2057/0.00011345944140135016,,
,2502/0.00011345944140135016,,
,585/0.00011345944140135016,,
,2303/0.00011345944140135016,,
,1421/0.00011345944140135016,,
,2751/0.00011345944140135016,,
,2099/0.00011345944140135016,,
,1815/0.00011345944140135016,,
,1535/0.00011345944140135016,,
,1206/0.00011345944140135016,,
,1519/0.00011345944140135016,,
,928/0.00011345944140135016,,
,2514/0.00011345944140135016,,
,209/0.00011345944140135016,,
,2501/0.00010715613910127516,,
,1696/0.00010715613910127516,,
,1448/0.00010715613910127516,,
,2938/0.00010715613910127516,,
,2238/0.00010715613910127516,,
,2956/0.00010715613910127516,,
,2032/0.00010715613910127516,,
,859/0.00010715613910127516,,
,2326/0.00010715613910127516,,
,2038/0.00010715613910127516,,
,413/0.00010715613910127516,,
,2343/0.00010715613910127516,,
,2086/0.00010715613910127516,,
,2848/0.00010715613910127516,,
,1693/0.00010715613910127516,,
,2413/0.00010715613910127516,,
,827/0.00010715613910127516,,
,2521/0.00010715613910127516,,
,1982/0.00010715613910127516,,
,533/0.00010715613910127516,,
,2511/0.00010085283680120015,,
,1120/0.00010085283680120015,,
,2608/0.00010085283680120015,,
,1605/0.00010085283680120015,,
,863/0.00010085283680120015,,
,2688/0.00010085283680120015,,
,1537/0.00010085283680120015,,
,467/0.00010085283680120015,,
,1372/0.00010085283680120015,,
,942/0.00010085283680120015,,
,1200/0.00010085283680120015,,
,22/0.00010085283680120015,,
,2659/0.00010085283680120015,,
,2187/0.00010085283680120015,,
,732/0.00010085283680120015,,
,2865/0.00010085283680120015,,
,2698/0.00010085283680120015,,
,2674/0.00010085283680120015,,
,2843/0.00010085283680120015,,
,2650/0.00010085283680120015,,
,2334/0.00010085283680120015,,
,683/9.454953450112514e-05,,
,1922/9.454953450112514e-05,,
,2841/9.454953450112514e-05,,
,2344/9.454953450112514e-05,,
,2003/9.454953450112514e-05,,
,1013/9.454953450112514e-05,,
,625/9.454953450112514e-05,,
,2392/9.454953450112514e-05,,
,2832/9.454953450112514e-05,,
,2124/9.454953450112514e-05,,
,2748/9.454953450112514e-05,,
,1824/9.454953450112514e-05,,
,950/9.454953450112514e-05,,
,104/9.454953450112514e-05,,
,1773/9.454953450112514e-05,,
,2420/9.454953450112514e-05,,
,2170/9.454953450112514e-05,,
,1347/9.454953450112514e-05,,
,2880/9.454953450112514e-05,,
,1951/8.824623220105013e-05,,
,262/8.824623220105013e-05,,
,2983/8.824623220105013e-05,,
,1187/8.824623220105013e-05,,
,567/8.824623220105013e-05,,
,2913/8.824623220105013e-05,,
,2842/8.824623220105013e-05,,
,2031/8.824623220105013e-05,,
,1765/8.824623220105013e-05,,
,2386/8.824623220105013e-05,,
,1836/8.824623220105013e-05,,
,173/8.824623220105013e-05,,
,1795/8.824623220105013e-05,,
,2463/8.824623220105013e-05,,
,1489/8.824623220105013e-05,,
,2707/8.824623220105013e-05,,
,1823/8.824623220105013e-05,,
,345/8.824623220105013e-05,,
,803/8.824623220105013e-05,,
,2881/8.824623220105013e-05,,
,1990/8.824623220105013e-05,,
,1702/8.824623220105013e-05,,
,1959/8.824623220105013e-05,,
,1292/8.824623220105013e-05,,
,505/8.194292990097512e-05,,
,456/8.194292990097512e-05,,
,2988/8.194292990097512e-05,,
,1233/8.194292990097512e-05,,
,2978/8.194292990097512e-05,,
,1699/8.194292990097512e-05,,
,1437/8.194292990097512e-05,,
,2742/8.194292990097512e-05,,
,1426/8.194292990097512e-05,,
,2906/8.194292990097512e-05,,
,1288/8.194292990097512e-05,,
,2231/8.194292990097512e-05,,
,1318/8.194292990097512e-05,,
,2557/8.194292990097512e-05,,
,2001/8.194292990097512e-05,,
,2965/8.194292990097512e-05,,
,2458/8.194292990097512e-05,,
,1751/8.194292990097512e-05,,
,1447/8.194292990097512e-05,,
,1955/8.194292990097512e-05,,
,2629/8.194292990097512e-05,,
,2687/7.563962760090011e-05,,
,737/7.563962760090011e-05,,
,1093/7.563962760090011e-05,,
,53/7.563962760090011e-05,,
,1842/7.563962760090011e-05,,
,2100/7.563962760090011e-05,,
,2896/7.563962760090011e-05,,
,2068/7.563962760090011e-05,,
,1661/7.563962760090011e-05,,
,1954/7.563962760090011e-05,,
,2625/7.563962760090011e-05,,
,685/7.563962760090011e-05,,
,2910/7.563962760090011e-05,,
,1176/7.563962760090011e-05,,
,1944/7.563962760090011e-05,,
,2197/7.563962760090011e-05,,
,582/7.563962760090011e-05,,
,2506/7.563962760090011e-05,,
,2808/7.563962760090011e-05,,
,2651/7.563962760090011e-05,,
,2121/7.563962760090011e-05,,
,1608/7.563962760090011e-05,,
,2282/6.93363253008251e-05,,
,2661/6.93363253008251e-05,,
,2406/6.93363253008251e-05,,
,2524/6.93363253008251e-05,,
,188/6.93363253008251e-05,,
,1124/6.93363253008251e-05,,
,1631/6.93363253008251e-05,,
,2312/6.93363253008251e-05,,
,991/6.93363253008251e-05,,
,813/6.93363253008251e-05,,
,2186/6.93363253008251e-05,,
,929/6.93363253008251e-05,,
,1306/6.93363253008251e-05,,
,1659/6.93363253008251e-05,,
,2740/6.93363253008251e-05,,
,852/6.93363253008251e-05,,
,2254/6.93363253008251e-05,,
,2822/6.93363253008251e-05,,
,1839/6.93363253008251e-05,,
,1415/6.93363253008251e-05,,
,8/6.30330230007501e-05,,
,2058/6.30330230007501e-05,,
,504/6.30330230007501e-05,,
,765/6.30330230007501e-05,,
,591/6.30330230007501e-05,,
,2411/6.30330230007501e-05,,
,2886/6.30330230007501e-05,,
,2233/6.30330230007501e-05,,
,2723/6.30330230007501e-05,,
,1247/6.30330230007501e-05,,
,1431/6.30330230007501e-05,,
,2891/6.30330230007501e-05,,
,1060/6.30330230007501e-05,,
,2936/6.30330230007501e-05,,
,629/6.30330230007501e-05,,
,2797/6.30330230007501e-05,,
,2261/5.672972070067508e-05,,
,2998/5.672972070067508e-05,,
,1070/5.672972070067508e-05,,
,752/5.672972070067508e-05,,
,2234/5.672972070067508e-05,,
,2766/5.672972070067508e-05,,
,1156/5.672972070067508e-05,,
,2278/5.672972070067508e-05,,
,1236/5.672972070067508e-05,,
,2341/5.672972070067508e-05,,
,2904/5.672972070067508e-05,,
,2251/5.672972070067508e-05,,
,1847/5.672972070067508e-05,,
,1380/5.672972070067508e-05,,
,2701/5.672972070067508e-05,,
,1470/5.672972070067508e-05,,
,2004/5.672972070067508e-05,,
,1551/5.672972070067508e-05,,
,1378/5.042641840060008e-05,,
,2839/5.042641840060008e-05,,
,2381/5.042641840060008e-05,,
,2775/5.042641840060008e-05,,
,2345/5.042641840060008e-05,,
,2354/5.042641840060008e-05,,
,2310/5.042641840060008e-05,,
,40/5.042641840060008e-05,,
,2616/5.042641840060008e-05,,
,1720/5.042641840060008e-05,,
,2964/5.042641840060008e-05,,
,2879/5.042641840060008e-05,,
,2388/5.042641840060008e-05,,
,2605/5.042641840060008e-05,,
,2438/5.042641840060008e-05,,
,1883/5.042641840060008e-05,,
,2909/5.042641840060008e-05,,
,1376/5.042641840060008e-05,,
,2576/5.042641840060008e-05,,
,778/4.4123116100525065e-05,,
,2743/4.4123116100525065e-05,,
,1663/4.4123116100525065e-05,,
,822/4.4123116100525065e-05,,
,2000/4.4123116100525065e-05,,
,1988/4.4123116100525065e-05,,
,2589/4.4123116100525065e-05,,
,2975/4.4123116100525065e-05,,
,321/4.4123116100525065e-05,,
,2987/4.4123116100525065e-05,,
,2081/4.4123116100525065e-05,,
,1741/4.4123116100525065e-05,,
,1861/4.4123116100525065e-05,,
,399/3.7819813800450054e-05,,
,1239/3.7819813800450054e-05,,
,1017/3.7819813800450054e-05,,
,337/3.7819813800450054e-05,,
,546/3.7819813800450054e-05,,
,1504/3.7819813800450054e-05,,
,1323/3.7819813800450054e-05,,
,1625/3.7819813800450054e-05,,
,2636/3.7819813800450054e-05,,
,607/3.7819813800450054e-05,,
,2819/3.7819813800450054e-05,,
,1807/3.7819813800450054e-05,,
,2391/3.7819813800450054e-05,,
,2265/3.7819813800450054e-05,,
,2240/3.7819813800450054e-05,,
,2298/3.7819813800450054e-05,,
,2177/3.7819813800450054e-05,,
,2888/3.7819813800450054e-05,,
,2920/3.7819813800450054e-05,,
,2448/3.7819813800450054e-05,,
,2919/3.7819813800450054e-05,,
,2813/3.7819813800450054e-05,,
,515/3.7819813800450054e-05,,
,2201/3.7819813800450054e-05,,
,2007/3.7819813800450054e-05,,
,1993/3.151651150037505e-05,,
,958/3.151651150037505e-05,,
