Topic 1,Topic 2,Topic 3,Topic 4
,102/0.00043248542163724566,,
,2201/0.00043248542163724566,,
,1196/0.00043248542163724566,,
,253/0.00043248542163724566,,
,1114/0.00043248542163724566,,
,2336/0.00043248542163724566,,
,1950/0.0004252773312766249,,
,2466/0.0004252773312766249,,
,1208/0.0004252773312766249,,
,2185/0.0004252773312766249,,
,2476/0.0004252773312766249,,
,1701/0.0004252773312766249,,
,537/0.0004252773312766249,,
,729/0.0004252773312766249,,
,136/0.0004252773312766249,,
,1381/0.0004252773312766249,,
,1150/0.0004252773312766249,,
,2485/0.0004252773312766249,,
,529/0.0004252773312766249,,
,2005/0.0004252773312766249,,
,1311/0.00041806924091600413,,
,2359/0.00041806924091600413,,
,776/0.00041806924091600413,,
,188/0.00041806924091600413,,
,1709/0.00041806924091600413,,
,945/0.00041806924091600413,,
,1314/0.00041806924091600413,,
,153/0.00041806924091600413,,
,967/0.00041806924091600413,,
,1348/0.00041806924091600413,,
,2157/0.00041806924091600413,,
,1718/0.00041806924091600413,,
,266/0.00041806924091600413,,
,1440/0.00041806924091600413,,
,2220/0.00041086115055538337,,
,1244/0.00041086115055538337,,
,1859/0.00041086115055538337,,
,1655/0.00041086115055538337,,
,229/0.00041086115055538337,,
,2618/0.00041086115055538337,,
,2387/0.00041086115055538337,,
,2159/0.00041086115055538337,,
,494/0.00041086115055538337,,
,2161/0.00041086115055538337,,
,391/0.00041086115055538337,,
,1737/0.00041086115055538337,,
,465/0.0004036530601947626,,
,1920/0.0004036530601947626,,
,732/0.0004036530601947626,,
,2282/0.0004036530601947626,,
,2596/0.0004036530601947626,,
,1576/0.0004036530601947626,,
,2327/0.0004036530601947626,,
,1954/0.0004036530601947626,,
,2024/0.00039644496983414184,,
,1145/0.00039644496983414184,,
,620/0.00039644496983414184,,
,703/0.00039644496983414184,,
,1969/0.00039644496983414184,,
,400/0.00039644496983414184,,
,174/0.00039644496983414184,,
,1627/0.00039644496983414184,,
,1130/0.00039644496983414184,,
,965/0.00039644496983414184,,
,2615/0.0003892368794735211,,
,1408/0.0003892368794735211,,
,2166/0.0003892368794735211,,
,1329/0.0003892368794735211,,
,847/0.0003892368794735211,,
,1200/0.0003892368794735211,,
,2199/0.0003892368794735211,,
,1239/0.0003892368794735211,,
,1524/0.0003892368794735211,,
,1952/0.0003892368794735211,,
,1786/0.0003892368794735211,,
,1710/0.0003892368794735211,,
,2029/0.0003892368794735211,,
,1355/0.0003892368794735211,,
,496/0.0003892368794735211,,
,1640/0.0003892368794735211,,
,1292/0.0003892368794735211,,
,790/0.0003892368794735211,,
,2226/0.0003892368794735211,,
,1294/0.0003892368794735211,,
,1654/0.0003820287891129003,,
,348/0.0003820287891129003,,
,1512/0.0003820287891129003,,
,2006/0.0003820287891129003,,
,952/0.0003820287891129003,,
,584/0.0003820287891129003,,
,1804/0.0003820287891129003,,
,546/0.0003820287891129003,,
,2102/0.0003820287891129003,,
,164/0.00037482069875227955,,
,1420/0.00037482069875227955,,
,775/0.00037482069875227955,,
,300/0.00037482069875227955,,
,714/0.00037482069875227955,,
,1425/0.00037482069875227955,,
,2048/0.00037482069875227955,,
,1299/0.00037482069875227955,,
,1650/0.0003676126083916588,,
,1715/0.0003676126083916588,,
,2147/0.0003676126083916588,,
,1666/0.0003676126083916588,,
,280/0.0003676126083916588,,
,1324/0.0003676126083916588,,
,632/0.0003676126083916588,,
,2170/0.0003676126083916588,,
,1788/0.0003676126083916588,,
,1813/0.0003676126083916588,,
,146/0.0003676126083916588,,
,1711/0.0003676126083916588,,
,1218/0.0003676126083916588,,
,1167/0.0003676126083916588,,
,746/0.00036040451803103803,,
,2091/0.00036040451803103803,,
,237/0.00036040451803103803,,
,1379/0.00036040451803103803,,
,1910/0.00036040451803103803,,
,802/0.00036040451803103803,,
,8/0.00036040451803103803,,
,109/0.00036040451803103803,,
,2222/0.00036040451803103803,,
,653/0.00036040451803103803,,
,2416/0.00036040451803103803,,
,208/0.00036040451803103803,,
,1459/0.00036040451803103803,,
,950/0.00035319642767041727,,
,2353/0.00035319642767041727,,
,1106/0.00035319642767041727,,
,2647/0.00035319642767041727,,
,1367/0.00035319642767041727,,
,890/0.00035319642767041727,,
,1833/0.00035319642767041727,,
,962/0.00035319642767041727,,
,2329/0.00035319642767041727,,
,2112/0.00035319642767041727,,
,2303/0.00035319642767041727,,
,2654/0.00035319642767041727,,
,2488/0.00035319642767041727,,
,2558/0.00035319642767041727,,
,605/0.0003459883373097965,,
,738/0.0003459883373097965,,
,418/0.0003459883373097965,,
,377/0.00033878024694917574,,
,1725/0.00033878024694917574,,
,827/0.00033878024694917574,,
,826/0.00033878024694917574,,
,1270/0.00033878024694917574,,
,210/0.00033878024694917574,,
,1406/0.00033878024694917574,,
,10/0.00033878024694917574,,
,1002/0.00033878024694917574,,
,1155/0.00033878024694917574,,
,1630/0.000331572156588555,,
,2371/0.000331572156588555,,
,1566/0.000331572156588555,,
,2609/0.000331572156588555,,
,2613/0.000331572156588555,,
,1956/0.000331572156588555,,
,928/0.000331572156588555,,
,1818/0.000331572156588555,,
,1639/0.000331572156588555,,
,512/0.000331572156588555,,
,912/0.000331572156588555,,
,2501/0.000331572156588555,,
,907/0.000331572156588555,,
,590/0.000331572156588555,,
,1211/0.000331572156588555,,
,2355/0.0003243640662279342,,
,1579/0.0003243640662279342,,
,1435/0.0003243640662279342,,
,1498/0.0003243640662279342,,
,1589/0.0003243640662279342,,
,1320/0.0003243640662279342,,
,2124/0.0003243640662279342,,
,1776/0.0003243640662279342,,
,167/0.0003243640662279342,,
,1622/0.0003243640662279342,,
,851/0.0003243640662279342,,
,1883/0.00031715597586731345,,
,1092/0.00031715597586731345,,
,1422/0.00031715597586731345,,
,2275/0.00031715597586731345,,
,1480/0.00031715597586731345,,
,1757/0.00031715597586731345,,
,1729/0.00031715597586731345,,
,1509/0.00031715597586731345,,
,1445/0.00031715597586731345,,
,2258/0.00031715597586731345,,
,1567/0.00031715597586731345,,
,629/0.0003099478855066927,,
,534/0.0003099478855066927,,
,1769/0.0003099478855066927,,
,2656/0.0003099478855066927,,
,2544/0.0003099478855066927,,
,2384/0.0003099478855066927,,
,2457/0.0003099478855066927,,
,2073/0.0003099478855066927,,
,117/0.0003099478855066927,,
,1254/0.0003099478855066927,,
,333/0.0003099478855066927,,
,1874/0.0003099478855066927,,
,1235/0.0003099478855066927,,
,350/0.0003099478855066927,,
,2439/0.0003099478855066927,,
,2291/0.0003099478855066927,,
,1319/0.0003099478855066927,,
,1945/0.0003027397951460719,,
,1843/0.0003027397951460719,,
,1669/0.0003027397951460719,,
,2518/0.0003027397951460719,,
,1385/0.0003027397951460719,,
,1625/0.0003027397951460719,,
,1913/0.0003027397951460719,,
,1522/0.0003027397951460719,,
,2338/0.0003027397951460719,,
,105/0.0003027397951460719,,
,1683/0.0003027397951460719,,
,1494/0.0003027397951460719,,
,2229/0.0003027397951460719,,
,2235/0.0003027397951460719,,
,966/0.00029553170478545116,,
,2627/0.00029553170478545116,,
,974/0.00029553170478545116,,
,2011/0.00029553170478545116,,
,1889/0.00029553170478545116,,
,1619/0.00029553170478545116,,
,1574/0.00029553170478545116,,
,2428/0.00029553170478545116,,
,177/0.00029553170478545116,,
,2148/0.00029553170478545116,,
,2404/0.00029553170478545116,,
,2626/0.00029553170478545116,,
,2190/0.00029553170478545116,,
,1485/0.00029553170478545116,,
,254/0.00029553170478545116,,
,1055/0.00029553170478545116,,
,1693/0.00028832361442483046,,
,50/0.00028832361442483046,,
,1345/0.00028832361442483046,,
,1400/0.00028832361442483046,,
,1893/0.00028832361442483046,,
,2085/0.00028832361442483046,,
,1242/0.00028832361442483046,,
,564/0.00028832361442483046,,
,1405/0.00028832361442483046,,
,1084/0.0002811155240642097,,
,2419/0.0002811155240642097,,
,896/0.0002811155240642097,,
,898/0.0002811155240642097,,
,1502/0.0002811155240642097,,
,2628/0.0002811155240642097,,
,1979/0.0002811155240642097,,
,402/0.0002811155240642097,,
,2095/0.0002811155240642097,,
,1437/0.0002811155240642097,,
,1805/0.00027390743370358893,,
,1675/0.00027390743370358893,,
,1132/0.00027390743370358893,,
,1951/0.00027390743370358893,,
,1267/0.00027390743370358893,,
,2057/0.00027390743370358893,,
,489/0.00027390743370358893,,
,2130/0.00027390743370358893,,
,1195/0.00027390743370358893,,
,2395/0.00027390743370358893,,
,2141/0.00027390743370358893,,
,2573/0.00027390743370358893,,
,1637/0.00027390743370358893,,
,2598/0.00027390743370358893,,
,2409/0.00027390743370358893,,
,2527/0.00026669934334296817,,
,1298/0.00026669934334296817,,
,2293/0.00026669934334296817,,
,2470/0.00026669934334296817,,
,2433/0.00026669934334296817,,
,2668/0.00026669934334296817,,
,1853/0.0002594912529823474,,
,1613/0.0002594912529823474,,
,1347/0.0002594912529823474,,
,2417/0.0002594912529823474,,
,2263/0.0002594912529823474,,
,2153/0.0002594912529823474,,
,949/0.0002594912529823474,,
,2636/0.0002594912529823474,,
,2204/0.0002594912529823474,,
,2297/0.0002594912529823474,,
,1250/0.0002594912529823474,,
,1508/0.0002594912529823474,,
,760/0.0002594912529823474,,
,1606/0.0002594912529823474,,
,2139/0.0002594912529823474,,
,1137/0.00025228316262172664,,
,1278/0.00025228316262172664,,
,1855/0.00025228316262172664,,
,1783/0.00025228316262172664,,
,1968/0.00025228316262172664,,
,1810/0.00025228316262172664,,
,946/0.00025228316262172664,,
,873/0.00025228316262172664,,
,704/0.00025228316262172664,,
,1204/0.00025228316262172664,,
,2594/0.00025228316262172664,,
,2184/0.00025228316262172664,,
,460/0.00025228316262172664,,
,2425/0.00025228316262172664,,
,2376/0.00025228316262172664,,
,2377/0.00025228316262172664,,
,2402/0.00025228316262172664,,
,2590/0.0002450750722611059,,
,1858/0.0002450750722611059,,
,927/0.0002450750722611059,,
,305/0.0002450750722611059,,
,2563/0.0002450750722611059,,
,1045/0.0002450750722611059,,
,2381/0.0002450750722611059,,
,2168/0.0002450750722611059,,
,1789/0.0002450750722611059,,
,1665/0.0002450750722611059,,
,2533/0.00023786698190048512,,
,2059/0.00023786698190048512,,
,1717/0.00023786698190048512,,
,1753/0.00023786698190048512,,
,2583/0.00023786698190048512,,
,612/0.00023065889153986435,,
,2248/0.00023065889153986435,,
,1841/0.00023065889153986435,,
,1103/0.00023065889153986435,,
,1513/0.00023065889153986435,,
,2332/0.00023065889153986435,,
,2123/0.00023065889153986435,,
,2390/0.00023065889153986435,,
,636/0.00023065889153986435,,
,326/0.0002234508011792436,,
,2347/0.0002234508011792436,,
,2092/0.0002234508011792436,,
,178/0.0002234508011792436,,
,1374/0.0002234508011792436,,
,217/0.0002234508011792436,,
,2013/0.0002234508011792436,,
,1414/0.0002234508011792436,,
,2508/0.0002234508011792436,,
,606/0.0002234508011792436,,
,1530/0.0002234508011792436,,
,683/0.0002234508011792436,,
,6/0.0002234508011792436,,
,1723/0.0002234508011792436,,
,309/0.0002234508011792436,,
,2063/0.00021624271081862283,,
,874/0.00021624271081862283,,
,659/0.00021624271081862283,,
,354/0.00021624271081862283,,
,214/0.00021624271081862283,,
,2194/0.00021624271081862283,,
,2477/0.00021624271081862283,,
,1761/0.00021624271081862283,,
,170/0.00020903462045800207,,
,2614/0.00020903462045800207,,
,875/0.00020903462045800207,,
,2331/0.00020903462045800207,,
,910/0.00020903462045800207,,
,518/0.00020903462045800207,,
,657/0.00020903462045800207,,
,1188/0.00020903462045800207,,
,1742/0.00020903462045800207,,
,1677/0.00020903462045800207,,
,1077/0.00020903462045800207,,
,1338/0.00020903462045800207,,
,2356/0.0002018265300973813,,
,1682/0.0002018265300973813,,
,2502/0.0002018265300973813,,
,383/0.0002018265300973813,,
,1638/0.0002018265300973813,,
,140/0.0002018265300973813,,
,828/0.0002018265300973813,,
,2540/0.0002018265300973813,,
,1439/0.0002018265300973813,,
,1234/0.0002018265300973813,,
,2620/0.0002018265300973813,,
,2669/0.0002018265300973813,,
,1584/0.00019461843973676054,,
,1556/0.00019461843973676054,,
,1246/0.00019461843973676054,,
,2330/0.00019461843973676054,,
,2191/0.00019461843973676054,,
,2026/0.00019461843973676054,,
,2281/0.00018741034937613978,,
,2632/0.00018741034937613978,,
,1798/0.00018741034937613978,,
,1827/0.00018741034937613978,,
,173/0.00018741034937613978,,
,2140/0.00018741034937613978,,
,2451/0.00018741034937613978,,
,1521/0.00018741034937613978,,
,1705/0.00018741034937613978,,
,2379/0.00018741034937613978,,
,1674/0.00018741034937613978,,
,1407/0.00018741034937613978,,
,2474/0.00018741034937613978,,
,1201/0.00018741034937613978,,
,2410/0.00018020225901551901,,
,2232/0.00018020225901551901,,
,969/0.00018020225901551901,,
,1702/0.00018020225901551901,,
,2318/0.00018020225901551901,,
,335/0.00017299416865489825,,
,1016/0.00017299416865489825,,
,1581/0.00017299416865489825,,
,324/0.00017299416865489825,,
,1916/0.00017299416865489825,,
,1397/0.00017299416865489825,,
,1806/0.00017299416865489825,,
,2033/0.00017299416865489825,,
,986/0.00017299416865489825,,
,763/0.00017299416865489825,,
,1392/0.00017299416865489825,,
,2187/0.00017299416865489825,,
,442/0.00017299416865489825,,
,2362/0.0001657860782942775,,
,724/0.0001657860782942775,,
,980/0.0001657860782942775,,
,1550/0.0001657860782942775,,
,1633/0.0001657860782942775,,
,2483/0.00015857798793365673,,
,2481/0.00015857798793365673,,
,1025/0.00015857798793365673,,
,1866/0.00015857798793365673,,
,1656/0.00015857798793365673,,
,508/0.00015857798793365673,,
,1373/0.00015857798793365673,,
,1359/0.00015857798793365673,,
,2576/0.00015857798793365673,,
,2560/0.00015857798793365673,,
,2310/0.00015136989757303596,,
,1849/0.00015136989757303596,,
,2648/0.00015136989757303596,,
,2644/0.00015136989757303596,,
,1882/0.00015136989757303596,,
,1409/0.00015136989757303596,,
,2041/0.00015136989757303596,,
,1730/0.00015136989757303596,,
,1308/0.00014416180721241523,,
,2083/0.00014416180721241523,,
,1472/0.00014416180721241523,,
,2298/0.00014416180721241523,,
,2600/0.00014416180721241523,,
,931/0.00014416180721241523,,
,1232/0.00014416180721241523,,
,2506/0.00014416180721241523,,
,2459/0.00014416180721241523,,
,1451/0.00014416180721241523,,
,2666/0.00014416180721241523,,
,1511/0.00013695371685179447,,
,2317/0.00013695371685179447,,
,888/0.00013695371685179447,,
,1253/0.00013695371685179447,,
,1095/0.00013695371685179447,,
,1934/0.00013695371685179447,,
,1085/0.00013695371685179447,,
,323/0.00013695371685179447,,
,1564/0.00013695371685179447,,
,2108/0.00013695371685179447,,
,1835/0.0001297456264911737,,
,2655/0.0001297456264911737,,
,1386/0.0001297456264911737,,
,1884/0.0001297456264911737,,
,2177/0.0001297456264911737,,
,2610/0.0001297456264911737,,
,992/0.0001297456264911737,,
,1615/0.0001297456264911737,,
,2639/0.0001297456264911737,,
,1871/0.00012253753613055294,,
,7/0.00012253753613055294,,
,526/0.00012253753613055294,,
,2588/0.00012253753613055294,,
,1957/0.00012253753613055294,,
,877/0.00011532944576993218,,
,1948/0.00011532944576993218,,
,1958/0.00011532944576993218,,
,2498/0.00011532944576993218,,
,1296/0.00011532944576993218,,
,524/0.00011532944576993218,,
,2169/0.00011532944576993218,,
,1885/0.00011532944576993218,,
,1914/0.00010812135540931141,,
,1027/0.00010812135540931141,,
,2617/0.00010812135540931141,,
,1826/0.00010812135540931141,,
,2643/0.00010812135540931141,,
,1331/0.00010812135540931141,,
,2349/0.00010812135540931141,,
,2565/0.00010812135540931141,,
,2385/0.00010091326504869065,,
,1938/0.00010091326504869065,,
,719/0.00010091326504869065,,
,2397/9.370517468806989e-05,,
,2322/9.370517468806989e-05,,
,2422/9.370517468806989e-05,,
,2284/9.370517468806989e-05,,
,861/9.370517468806989e-05,,
,1029/9.370517468806989e-05,,
,2469/9.370517468806989e-05,,
,2031/9.370517468806989e-05,,
,1279/8.649708432744913e-05,,
,2223/8.649708432744913e-05,,
,2551/8.649708432744913e-05,,
,1197/8.649708432744913e-05,,
,1965/8.649708432744913e-05,,
,2398/8.649708432744913e-05,,
,755/8.649708432744913e-05,,
,1967/8.649708432744913e-05,,
,467/8.649708432744913e-05,,
,1537/7.928899396682836e-05,,
,2567/7.928899396682836e-05,,
,1865/7.928899396682836e-05,,
,1184/7.928899396682836e-05,,
,1872/7.928899396682836e-05,,
,824/7.928899396682836e-05,,
,1990/7.208090360620761e-05,,
,1058/7.208090360620761e-05,,
,1790/7.208090360620761e-05,,
,1959/7.208090360620761e-05,,
,1994/6.487281324558685e-05,,
,1925/6.487281324558685e-05,,
,2571/6.487281324558685e-05,,
,1281/6.487281324558685e-05,,
,2373/6.487281324558685e-05,,
,2574/6.487281324558685e-05,,
,2510/6.487281324558685e-05,,
,2569/6.487281324558685e-05,,
,1173/6.487281324558685e-05,,
,2314/6.487281324558685e-05,,
,1922/6.487281324558685e-05,,
,329/6.487281324558685e-05,,
,2039/5.766472288496609e-05,,
,922/5.766472288496609e-05,,
,2663/5.766472288496609e-05,,
,1552/5.766472288496609e-05,,
,1304/5.766472288496609e-05,,
,1438/5.766472288496609e-05,,
,2304/5.766472288496609e-05,,
,2346/5.766472288496609e-05,,
,1413/5.0456632524345326e-05,,
,2584/5.0456632524345326e-05,,
,2261/5.0456632524345326e-05,,
,452/4.324854216372456e-05,,
,2528/4.324854216372456e-05,,
,2243/4.324854216372456e-05,,
,1766/4.324854216372456e-05,,
,1915/3.604045180310381e-05,,
,2252/3.604045180310381e-05,,
,2212/2.8832361442483044e-05,,
,2520/1.4416180721241522e-05,,
,2575/1.4416180721241522e-05,,
,2640/1.4416180721241522e-05,,
