Topic 1,Topic 2,Topic 3,Topic 4
2397/0.0011191397221613994,1286/0.001163144426748743,1877/0.0010097051262463548,
2487/0.0011191397221613994,2416/0.001163144426748743,704/0.0010097051262463548,
1568/0.0011191397221613994,773/0.0011571795835346468,1068/0.0010097051262463548,
1174/0.0011191397221613994,932/0.0011571795835346468,189/0.0010097051262463548,
1721/0.0010948105977665863,855/0.0011571795835346468,1311/0.0010097051262463548,
1684/0.0010948105977665863,16/0.0011571795835346468,496/0.0010030623293631551,
1395/0.0010948105977665863,1036/0.0011512147403205508,565/0.0010030623293631551,
2640/0.0010948105977665863,570/0.0011512147403205508,232/0.0010030623293631551,
2194/0.0010948105977665863,2384/0.0011512147403205508,216/0.0010030623293631551,
503/0.0010948105977665863,924/0.0011512147403205508,240/0.0010030623293631551,
1745/0.0010948105977665863,597/0.0011512147403205508,1096/0.0010030623293631551,
2227/0.0010704814733717733,1169/0.0011512147403205508,212/0.0010030623293631551,
1764/0.0010461523489769602,2570/0.0011512147403205508,1602/0.0010030623293631551,
2544/0.0010461523489769602,2572/0.0011512147403205508,1859/0.0010030623293631551,
2187/0.0010461523489769602,74/0.0011452498971064545,970/0.0009964195324799554,
2280/0.0010461523489769602,977/0.0011452498971064545,1683/0.0009964195324799554,
2385/0.0010461523489769602,162/0.0011452498971064545,2433/0.0009897767355967558,
1672/0.0010218232245821472,1040/0.0011452498971064545,1428/0.0009897767355967558,
586/0.0010218232245821472,1493/0.0011452498971064545,2535/0.0009831339387135559,
2002/0.0010218232245821472,447/0.0011452498971064545,366/0.0009764911418303563,
1790/0.0009974941001873342,660/0.0011392850538923585,2207/0.0009764911418303563,
2188/0.0009974941001873342,2335/0.0011392850538923585,537/0.0009764911418303563,
637/0.0009974941001873342,1429/0.0011392850538923585,253/0.0009698483449471566,
2266/0.0009731649757925212,384/0.0011392850538923585,2308/0.0009698483449471566,
2531/0.0009731649757925212,2071/0.0011392850538923585,571/0.0009698483449471566,
2443/0.0009731649757925212,543/0.0011392850538923585,538/0.0009698483449471566,
2344/0.0009488358513977082,259/0.0011333202106782623,1433/0.0009698483449471566,
861/0.0009245067270028951,288/0.0011333202106782623,1930/0.0009698483449471566,
2527/0.0008758484782132691,2264/0.0011333202106782623,403/0.0009698483449471566,
2674/0.0008758484782132691,823/0.0011333202106782623,859/0.0009632055480639568,
1567/0.0008758484782132691,1887/0.0011333202106782623,2596/0.0009632055480639568,
1373/0.0008515193538184561,2154/0.001127355367464166,1821/0.0009632055480639568,
2107/0.0008515193538184561,584/0.001127355367464166,79/0.0009632055480639568,
2666/0.0008515193538184561,1358/0.001127355367464166,2231/0.0009632055480639568,
1027/0.0008515193538184561,671/0.001127355367464166,1828/0.0009632055480639568,
2462/0.0008271902294236431,748/0.001127355367464166,2093/0.0009632055480639568,
2358/0.0008271902294236431,1213/0.001127355367464166,1843/0.0009632055480639568,
1134/0.0008271902294236431,1022/0.00112139052425007,745/0.0009632055480639568,
2052/0.00080286110502883,1289/0.001115425681035974,2311/0.0009632055480639568,
1626/0.000778531980634017,601/0.001115425681035974,662/0.0009632055480639568,
1664/0.000778531980634017,832/0.001115425681035974,732/0.0009632055480639568,
1594/0.0007298737318443909,1739/0.001115425681035974,1719/0.0009632055480639568,
363/0.0007298737318443909,148/0.001109460837821878,188/0.0009632055480639568,
2651/0.0007298737318443909,334/0.001109460837821878,1105/0.0009565627511807571,
1969/0.0007055446074495778,2325/0.001109460837821878,454/0.0009565627511807571,
2127/0.0007055446074495778,848/0.0011034959946077817,1499/0.0009565627511807571,
2299/0.0007055446074495778,2180/0.0011034959946077817,904/0.0009565627511807571,
759/0.0006812154830547649,647/0.0011034959946077817,1406/0.0009499199542975574,
2547/0.0006812154830547649,37/0.0011034959946077817,1363/0.0009499199542975574,
2008/0.0006812154830547649,1273/0.0010975311513936857,782/0.0009499199542975574,
2584/0.0006812154830547649,2096/0.0010975311513936857,1329/0.0009499199542975574,
2580/0.0006812154830547649,389/0.0010975311513936857,2258/0.0009499199542975574,
2587/0.0006812154830547649,718/0.0010975311513936857,2448/0.0009499199542975574,
2360/0.0006568863586599519,1808/0.0010915663081795895,594/0.0009432771574143578,
779/0.0006568863586599519,1708/0.0010915663081795895,95/0.0009432771574143578,
2205/0.0006325572342651388,392/0.0010915663081795895,2044/0.0009432771574143578,
2276/0.0006325572342651388,390/0.0010856014649654935,2529/0.0009366343605311581,
2301/0.0006082281098703258,262/0.0010856014649654935,1044/0.0009366343605311581,
1915/0.0006082281098703258,462/0.0010856014649654935,241/0.0009366343605311581,
863/0.0006082281098703258,2504/0.0010856014649654935,784/0.0009366343605311581,
154/0.0005838989854755127,653/0.0010856014649654935,1924/0.0009366343605311581,
1114/0.0005838989854755127,97/0.0010796366217513972,2229/0.0009366343605311581,
2411/0.0005352407366858866,2016/0.0010796366217513972,344/0.0009366343605311581,
1541/0.0004865824878962606,149/0.0010796366217513972,1529/0.0009366343605311581,
1548/0.00046225336350144756,499/0.0010736717785373013,416/0.0009299915636479583,
2520/0.00041359511471182153,625/0.0010736717785373013,1020/0.0009299915636479583,
1448/0.0003892659903170085,768/0.0010736717785373013,1419/0.0009299915636479583,
2499/0.0002432912439481303,865/0.001067706935323205,128/0.0009299915636479583,
1288/0.0002432912439481303,1722/0.001067706935323205,786/0.0009299915636479583,
2653/0.0002432912439481303,249/0.001067706935323205,2461/0.0009299915636479583,
378/0.0002189621195533173,1103/0.0010617420921091088,2576/0.0009233487667647586,
1953/0.00017030387076369123,936/0.0010617420921091088,2148/0.0009233487667647586,
689/0.00012164562197406515,300/0.0010617420921091088,630/0.0009233487667647586,
,46/0.0010617420921091088,1566/0.0009233487667647586,
,738/0.0010557772488950128,116/0.0009233487667647586,
,2246/0.0010557772488950128,959/0.0009167059698815589,
,375/0.0010557772488950128,2459/0.0009167059698815589,
,277/0.0010557772488950128,1582/0.0009167059698815589,
,2242/0.0010557772488950128,467/0.0009167059698815589,
,1156/0.0010557772488950128,952/0.0009167059698815589,
,639/0.0010557772488950128,2634/0.0009167059698815589,
,2553/0.0010557772488950128,165/0.0009100631729983593,
,75/0.0010498124056809166,1405/0.0009100631729983593,
,62/0.0010498124056809166,582/0.0009100631729983593,
,472/0.0010498124056809166,1475/0.0009100631729983593,
,55/0.0010498124056809166,2635/0.0009100631729983593,
,1011/0.0010498124056809166,2125/0.0009100631729983593,
,2342/0.0010498124056809166,485/0.0009100631729983593,
,1578/0.0010498124056809166,437/0.0009100631729983593,
,1398/0.0010438475624668206,260/0.0009100631729983593,
,1972/0.0010438475624668206,1842/0.0009034203761151596,
,2495/0.0010378827192527244,2221/0.0009034203761151596,
,1006/0.0010378827192527244,2278/0.0009034203761151596,
,298/0.0010319178760386284,2017/0.0008967775792319598,
,1209/0.0010319178760386284,192/0.0008967775792319598,
,327/0.0010319178760386284,1795/0.0008967775792319598,
,666/0.0010319178760386284,1883/0.0008967775792319598,
,2161/0.0010319178760386284,1230/0.0008901347823487601,
,2668/0.0010319178760386284,1200/0.0008901347823487601,
,1227/0.0010259530328245322,911/0.0008901347823487601,
,1686/0.0010259530328245322,1977/0.0008901347823487601,
,605/0.0010259530328245322,163/0.0008901347823487601,
,1671/0.0010199881896104362,2270/0.0008901347823487601,
,22/0.0010199881896104362,489/0.0008901347823487601,
,2175/0.0010199881896104362,1950/0.0008901347823487601,
,2351/0.0010199881896104362,1782/0.0008901347823487601,
,1985/0.0010199881896104362,2428/0.0008901347823487601,
,1141/0.0010199881896104362,1361/0.0008834919854655604,
,713/0.00101402334639634,1657/0.0008834919854655604,
,540/0.001008058503182244,2376/0.0008834919854655604,
,850/0.001008058503182244,836/0.0008834919854655604,
,770/0.001008058503182244,2636/0.0008768491885823607,
,975/0.001008058503182244,1538/0.0008768491885823607,
,193/0.0009961288167540515,1029/0.0008768491885823607,
,1220/0.0009961288167540515,254/0.0008768491885823607,
,425/0.0009961288167540515,2622/0.0008768491885823607,
,838/0.0009961288167540515,1910/0.0008768491885823607,
,1263/0.0009961288167540515,1805/0.0008702063916991611,
,2043/0.0009901639735399555,1221/0.0008702063916991611,
,1758/0.0009841991303258593,266/0.0008702063916991611,
,2274/0.0009841991303258593,808/0.0008702063916991611,
,1182/0.0009841991303258593,1191/0.0008702063916991611,
,1415/0.0009841991303258593,2605/0.0008702063916991611,
,2171/0.0009782342871117633,68/0.0008702063916991611,
,1895/0.0009782342871117633,1034/0.0008702063916991611,
,1743/0.0009782342871117633,1298/0.0008702063916991611,
,141/0.0009722694438976671,2192/0.0008702063916991611,
,1778/0.0009722694438976671,674/0.0008635635948159613,
,619/0.0009722694438976671,1233/0.0008635635948159613,
,1207/0.0009722694438976671,82/0.0008635635948159613,
,1880/0.0009722694438976671,2538/0.0008635635948159613,
,1901/0.0009722694438976671,2359/0.0008635635948159613,
,1861/0.000966304600683571,1163/0.0008635635948159613,
,2078/0.000966304600683571,2380/0.0008569207979327616,
,325/0.000966304600683571,1308/0.0008569207979327616,
,1673/0.0009603397574694749,1088/0.0008569207979327616,
,87/0.0009603397574694749,272/0.0008569207979327616,
,867/0.0009543749142553788,776/0.0008502780010495619,
,741/0.0009543749142553788,455/0.0008502780010495619,
,2174/0.0009543749142553788,1974/0.0008502780010495619,
,380/0.0009543749142553788,242/0.0008502780010495619,
,1391/0.0009543749142553788,722/0.0008502780010495619,
,634/0.0009543749142553788,550/0.0008502780010495619,
,1113/0.0009484100710412827,2390/0.0008502780010495619,
,229/0.0009484100710412827,1129/0.0008436352041663622,
,7/0.0009484100710412827,1863/0.0008436352041663622,
,1586/0.0009484100710412827,2134/0.0008436352041663622,
,1484/0.0009484100710412827,1242/0.0008436352041663622,
,474/0.0009424452278271866,1015/0.0008436352041663622,
,2420/0.0009424452278271866,1840/0.0008369924072831625,
,551/0.0009424452278271866,1244/0.0008369924072831625,
,1463/0.0009424452278271866,2259/0.0008369924072831625,
,1710/0.0009424452278271866,988/0.0008369924072831625,
,1936/0.0009424452278271866,1720/0.0008369924072831625,
,882/0.0009424452278271866,76/0.0008369924072831625,
,1400/0.0009424452278271866,1935/0.0008369924072831625,
,479/0.0009364803846130905,536/0.0008369924072831625,
,2120/0.0009364803846130905,2126/0.0008369924072831625,
,2343/0.0009364803846130905,846/0.0008369924072831625,
,1102/0.0009364803846130905,2338/0.0008369924072831625,
,504/0.0009364803846130905,1607/0.0008303496103999628,
,243/0.0009364803846130905,218/0.0008303496103999628,
,2/0.0009245506981848982,2423/0.0008303496103999628,
,404/0.0009245506981848982,1002/0.0008237068135167631,
,1858/0.0009245506981848982,2079/0.0008237068135167631,
,1624/0.0009245506981848982,1526/0.0008237068135167631,
,2135/0.0009245506981848982,2085/0.0008237068135167631,
,492/0.0009245506981848982,1522/0.0008237068135167631,
,1819/0.0009245506981848982,1865/0.0008237068135167631,
,1991/0.0009245506981848982,685/0.0008237068135167631,
,520/0.0009185858549708021,1367/0.0008237068135167631,
,1729/0.0009185858549708021,700/0.0008237068135167631,
,1609/0.0009185858549708021,873/0.0008170640166335634,
,1896/0.0009185858549708021,256/0.0008170640166335634,
,1951/0.0009185858549708021,602/0.0008170640166335634,
,2631/0.0009185858549708021,1347/0.0008170640166335634,
,2028/0.0009185858549708021,2508/0.0008170640166335634,
,2176/0.0009126210117567059,1759/0.0008170640166335634,
,737/0.0009126210117567059,1966/0.0008170640166335634,
,1452/0.0009066561685426098,518/0.0008170640166335634,
,301/0.0009066561685426098,2065/0.0008104212197503637,
,320/0.0009066561685426098,85/0.0008104212197503637,
,1815/0.0009066561685426098,851/0.0008104212197503637,
,237/0.0009066561685426098,222/0.0008104212197503637,
,246/0.0009066561685426098,1599/0.0008104212197503637,
,1822/0.0009006913253285137,2403/0.000803778422867164,
,245/0.0009006913253285137,1848/0.000803778422867164,
,1410/0.0009006913253285137,228/0.000803778422867164,
,1725/0.0009006913253285137,1188/0.000803778422867164,
,2659/0.0008947264821144176,108/0.000803778422867164,
,1057/0.0008947264821144176,81/0.000803778422867164,
,376/0.0008947264821144176,2059/0.0007971356259839642,
,1154/0.0008947264821144176,383/0.0007971356259839642,
,155/0.0008947264821144176,1781/0.0007904928291007646,
,1752/0.0008947264821144176,2494/0.0007904928291007646,
,709/0.0008947264821144176,1909/0.0007838500322175649,
,705/0.0008947264821144176,1372/0.0007838500322175649,
,502/0.0008887616389003215,511/0.0007838500322175649,
,2006/0.0008887616389003215,2112/0.0007838500322175649,
,2414/0.0008887616389003215,156/0.0007838500322175649,
,1131/0.0008887616389003215,2300/0.0007838500322175649,
,532/0.0008887616389003215,2577/0.0007772072353343652,
,1891/0.0008887616389003215,2621/0.0007772072353343652,
,1301/0.0008887616389003215,2550/0.0007772072353343652,
,2449/0.0008827967956862254,1711/0.0007772072353343652,
,412/0.0008827967956862254,2506/0.0007772072353343652,
,817/0.0008827967956862254,303/0.0007772072353343652,
,1435/0.0008827967956862254,2471/0.0007772072353343652,
,1302/0.0008827967956862254,1456/0.0007772072353343652,
,690/0.0008827967956862254,1530/0.0007772072353343652,
,268/0.0008768319524721293,1454/0.0007772072353343652,
,2186/0.0008768319524721293,2340/0.0007772072353343652,
,2152/0.0008768319524721293,636/0.0007772072353343652,
,1387/0.0008768319524721293,1278/0.0007705644384511655,
,109/0.0008768319524721293,2490/0.0007705644384511655,
,522/0.0008768319524721293,918/0.0007705644384511655,
,1249/0.0008768319524721293,1746/0.0007705644384511655,
,317/0.0008708671092580332,2588/0.0007705644384511655,
,726/0.0008708671092580332,2202/0.0007705644384511655,
,258/0.0008708671092580332,2446/0.0007639216415679657,
,787/0.0008649022660439371,2190/0.0007639216415679657,
,215/0.0008649022660439371,1315/0.0007639216415679657,
,510/0.0008649022660439371,2648/0.0007639216415679657,
,1653/0.0008649022660439371,809/0.0007639216415679657,
,2272/0.0008649022660439371,2451/0.0007639216415679657,
,152/0.0008649022660439371,84/0.0007639216415679657,
,1807/0.000858937422829841,1509/0.0007639216415679657,
,1666/0.0008529725796157448,491/0.000757278844684766,
,646/0.0008529725796157448,2450/0.000757278844684766,
,358/0.0008470077364016486,900/0.000757278844684766,
,1247/0.0008470077364016486,1981/0.000757278844684766,
,1352/0.0008470077364016486,1201/0.000757278844684766,
,1630/0.0008470077364016486,2546/0.000757278844684766,
,1297/0.0008470077364016486,2243/0.000757278844684766,
,457/0.0008470077364016486,1584/0.000757278844684766,
,1155/0.0008470077364016486,1095/0.000757278844684766,
,1956/0.0008470077364016486,710/0.000757278844684766,
,1665/0.0008470077364016486,842/0.0007506360478015664,
,401/0.0008470077364016486,2419/0.0007506360478015664,
,438/0.0008410428931875525,1875/0.0007506360478015664,
,2642/0.0008410428931875525,607/0.0007506360478015664,
,1491/0.0008410428931875525,1469/0.0007506360478015664,
,816/0.0008410428931875525,2137/0.0007506360478015664,
,2036/0.0008410428931875525,544/0.0007506360478015664,
,2011/0.0008350780499734564,618/0.0007506360478015664,
,2170/0.0008350780499734564,2321/0.0007506360478015664,
,1979/0.0008350780499734564,50/0.0007506360478015664,
,2608/0.0008291132067593603,473/0.0007506360478015664,
,2647/0.0008291132067593603,994/0.0007506360478015664,
,2467/0.0008291132067593603,775/0.0007506360478015664,
,926/0.0008291132067593603,2568/0.0007506360478015664,
,2375/0.0008291132067593603,1512/0.0007439932509183667,
,2405/0.0008291132067593603,1559/0.0007439932509183667,
,209/0.0008231483635452642,2399/0.0007439932509183667,
,1716/0.0008231483635452642,1906/0.0007439932509183667,
,923/0.0008231483635452642,2470/0.0007439932509183667,
,1194/0.0008231483635452642,1341/0.0007439932509183667,
,1571/0.0008231483635452642,993/0.000737350454035167,
,1042/0.0008231483635452642,2131/0.000737350454035167,
,2089/0.0008231483635452642,2551/0.000737350454035167,
,428/0.0008231483635452642,145/0.000737350454035167,
,1127/0.0008231483635452642,2604/0.000737350454035167,
,2628/0.0008231483635452642,929/0.000737350454035167,
,1092/0.0008171835203311681,2661/0.000737350454035167,
,2466/0.0008171835203311681,881/0.000737350454035167,
,907/0.0008171835203311681,1037/0.000737350454035167,
,956/0.000811218677117072,1160/0.0007307076571519672,
,632/0.000811218677117072,2417/0.0007307076571519672,
,478/0.000811218677117072,2488/0.0007307076571519672,
,2415/0.000811218677117072,1270/0.0007307076571519672,
,1370/0.000811218677117072,1765/0.0007307076571519672,
,875/0.0008052538339029759,1003/0.0007307076571519672,
,798/0.0008052538339029759,1228/0.0007307076571519672,
,826/0.0008052538339029759,1519/0.0007307076571519672,
,2515/0.0008052538339029759,1651/0.0007307076571519672,
,1504/0.0007992889906888798,1507/0.0007307076571519672,
,2512/0.0007992889906888798,1494/0.0007307076571519672,
,1879/0.0007933241474747837,874/0.0007307076571519672,
,1046/0.0007933241474747837,1520/0.0007307076571519672,
,915/0.0007933241474747837,1132/0.0007307076571519672,
,365/0.0007933241474747837,1056/0.0007240648602687675,
,1659/0.0007933241474747837,2133/0.0007240648602687675,
,63/0.0007873593042606875,1466/0.0007240648602687675,
,1576/0.0007873593042606875,372/0.0007240648602687675,
,2521/0.0007813944610465913,1714/0.0007240648602687675,
,1952/0.0007813944610465913,1476/0.0007174220633855678,
,822/0.0007813944610465913,2150/0.0007174220633855678,
,96/0.0007813944610465913,780/0.0007174220633855678,
,1258/0.0007754296178324952,1440/0.0007174220633855678,
,568/0.0007754296178324952,2139/0.0007174220633855678,
,213/0.0007754296178324952,2378/0.0007174220633855678,
,2618/0.0007754296178324952,1914/0.0007174220633855678,
,1647/0.0007754296178324952,811/0.0007174220633855678,
,1572/0.0007754296178324952,1903/0.0007107792665023682,
,1932/0.0007754296178324952,1427/0.0007107792665023682,
,1122/0.0007694647746183991,2507/0.0007107792665023682,
,2320/0.0007694647746183991,1353/0.0007107792665023682,
,465/0.0007694647746183991,1401/0.0007107792665023682,
,2309/0.000763499931404303,195/0.0007107792665023682,
,837/0.000763499931404303,612/0.0007107792665023682,
,790/0.000763499931404303,683/0.0007107792665023682,
,840/0.000763499931404303,1866/0.0007107792665023682,
,1516/0.0007575350881902069,2327/0.0007107792665023682,
,2219/0.0007575350881902069,18/0.0007107792665023682,
,884/0.0007575350881902069,2222/0.0007041364696191685,
,1269/0.0007515702449761108,1750/0.0007041364696191685,
,1629/0.0007515702449761108,1949/0.0007041364696191685,
,175/0.0007515702449761108,1327/0.0007041364696191685,
,247/0.0007515702449761108,1600/0.0007041364696191685,
,184/0.0007515702449761108,1382/0.0007041364696191685,
,1730/0.0007515702449761108,2540/0.0006974936727359688,
,590/0.0007515702449761108,1970/0.0006974936727359688,
,2516/0.0007456054017620147,638/0.0006974936727359688,
,847/0.0007456054017620147,1631/0.0006974936727359688,
,750/0.0007456054017620147,1280/0.0006974936727359688,
,643/0.0007456054017620147,2501/0.0006974936727359688,
,1751/0.0007456054017620147,1317/0.0006974936727359688,
,1912/0.0007456054017620147,2312/0.000690850875852769,
,2151/0.0007456054017620147,2001/0.000690850875852769,
,2624/0.0007456054017620147,143/0.000690850875852769,
,2200/0.0007396405585479186,1215/0.000690850875852769,
,2426/0.0007396405585479186,912/0.000690850875852769,
,1292/0.0007396405585479186,340/0.000690850875852769,
,659/0.0007396405585479186,1195/0.000690850875852769,
,2395/0.0007336757153338225,2245/0.000690850875852769,
,2518/0.0007336757153338225,1525/0.000690850875852769,
,2505/0.0007336757153338225,1300/0.000690850875852769,
,1407/0.0007336757153338225,1804/0.0006842080789695693,
,370/0.0007277108721197264,2418/0.0006842080789695693,
,1436/0.0007277108721197264,1319/0.0006842080789695693,
,1240/0.0007277108721197264,999/0.0006775652820863697,
,983/0.0007277108721197264,2333/0.0006775652820863697,
,1619/0.0007217460289056302,190/0.0006775652820863697,
,2062/0.0007217460289056302,359/0.0006775652820863697,
,2004/0.0007217460289056302,513/0.00067092248520317,
,1250/0.0007157811856915341,1543/0.00067092248520317,
,1378/0.0007157811856915341,1513/0.00067092248520317,
,321/0.0007157811856915341,694/0.00067092248520317,
,891/0.0007157811856915341,2594/0.00067092248520317,
,203/0.0007157811856915341,435/0.00067092248520317,
,2406/0.000709816342477438,13/0.00067092248520317,
,974/0.000709816342477438,1414/0.0006642796883199703,
,1785/0.000709816342477438,616/0.0006642796883199703,
,1627/0.0007038514992633418,1633/0.0006642796883199703,
,667/0.0007038514992633418,1274/0.0006642796883199703,
,483/0.0007038514992633418,1756/0.0006642796883199703,
,2090/0.0007038514992633418,2123/0.0006642796883199703,
,598/0.0007038514992633418,2522/0.0006642796883199703,
,1971/0.0006978866560492457,1000/0.0006576368914367705,
,1146/0.0006978866560492457,488/0.0006576368914367705,
,703/0.0006919218128351496,1539/0.0006576368914367705,
,153/0.0006919218128351496,990/0.0006576368914367705,
,2098/0.0006919218128351496,569/0.0006576368914367705,
,635/0.0006919218128351496,335/0.0006576368914367705,
,2048/0.0006859569696210535,1791/0.0006576368914367705,
,2000/0.0006859569696210535,1121/0.0006509940945535708,
,668/0.0006859569696210535,1740/0.0006509940945535708,
,1237/0.0006859569696210535,578/0.0006509940945535708,
,2293/0.0006859569696210535,724/0.0006509940945535708,
,723/0.0006859569696210535,733/0.0006509940945535708,
,2218/0.0006859569696210535,898/0.0006509940945535708,
,208/0.0006799921264069574,1682/0.0006509940945535708,
,441/0.0006740272831928613,2579/0.0006443512976703711,
,2637/0.0006740272831928613,1010/0.0006443512976703711,
,1028/0.0006740272831928613,1014/0.0006443512976703711,
,1996/0.0006740272831928613,1486/0.0006443512976703711,
,2552/0.0006740272831928613,1757/0.0006443512976703711,
,1100/0.0006740272831928613,1546/0.0006377085007871715,
,2179/0.0006740272831928613,992/0.0006377085007871715,
,1715/0.0006680624399787652,19/0.0006377085007871715,
,1812/0.0006680624399787652,2502/0.0006377085007871715,
,1385/0.0006620975967646691,2511/0.0006377085007871715,
,680/0.0006620975967646691,2005/0.0006377085007871715,
,968/0.0006620975967646691,872/0.0006377085007871715,
,2562/0.0006620975967646691,1490/0.0006310657039039718,
,746/0.0006620975967646691,1696/0.0006310657039039718,
,1355/0.0006561327535505729,1818/0.0006310657039039718,
,170/0.0006561327535505729,40/0.0006310657039039718,
,400/0.0006561327535505729,2066/0.000624422907020772,
,405/0.0006561327535505729,2630/0.000624422907020772,
,1055/0.0006561327535505729,948/0.000624422907020772,
,1218/0.0006561327535505729,144/0.000624422907020772,
,1284/0.0006561327535505729,1965/0.000624422907020772,
,2632/0.0006561327535505729,2285/0.0006177801101375723,
,140/0.0006561327535505729,564/0.0006177801101375723,
,1357/0.0006561327535505729,818/0.0006177801101375723,
,2235/0.0006561327535505729,1747/0.0006177801101375723,
,2056/0.0006561327535505729,2275/0.0006177801101375723,
,1077/0.0006501679103364768,1980/0.0006177801101375723,
,711/0.0006501679103364768,107/0.0006177801101375723,
,1061/0.0006501679103364768,841/0.0006177801101375723,
,2210/0.0006501679103364768,391/0.0006177801101375723,
,984/0.0006501679103364768,2032/0.0006177801101375723,
,1973/0.0006442030671223807,2362/0.0006177801101375723,
,2238/0.0006442030671223807,1761/0.0006177801101375723,
,1495/0.0006442030671223807,1946/0.0006177801101375723,
,501/0.0006322733806941884,1087/0.0006177801101375723,
,1823/0.0006322733806941884,777/0.0006111373132543726,
,691/0.0006322733806941884,1296/0.0006111373132543726,
,529/0.0006322733806941884,126/0.0006111373132543726,
,831/0.0006263085374800923,1379/0.0006111373132543726,
,1784/0.0006203436942659962,1485/0.0006111373132543726,
,1581/0.0006203436942659962,651/0.0006111373132543726,
,1923/0.0006203436942659962,2313/0.0006111373132543726,
,1841/0.0006143788510519001,1032/0.0006111373132543726,
,2203/0.000608414007837804,2306/0.0006111373132543726,
,69/0.000608414007837804,1439/0.0006044945163711729,
,960/0.000608414007837804,1368/0.0006044945163711729,
,92/0.000608414007837804,2305/0.0006044945163711729,
,1874/0.0006024491646237079,2128/0.0006044945163711729,
,352/0.0006024491646237079,1303/0.0006044945163711729,
,1223/0.0006024491646237079,980/0.0006044945163711729,
,697/0.0006024491646237079,2673/0.0006044945163711729,
,1085/0.0006024491646237079,1453/0.0006044945163711729,
,1045/0.0006024491646237079,797/0.0006044945163711729,
,418/0.0006024491646237079,899/0.0005978517194879733,
,930/0.0006024491646237079,2492/0.0005978517194879733,
,104/0.0006024491646237079,2038/0.0005978517194879733,
,500/0.0005964843214096117,1498/0.0005978517194879733,
,1889/0.0005964843214096117,2149/0.0005978517194879733,
,59/0.0005964843214096117,167/0.0005978517194879733,
,2393/0.0005964843214096117,2103/0.0005978517194879733,
,1210/0.0005964843214096117,1737/0.0005978517194879733,
,1229/0.0005964843214096117,1727/0.0005978517194879733,
,772/0.0005964843214096117,2262/0.0005978517194879733,
,1855/0.0005964843214096117,2042/0.0005912089226047735,
,322/0.0005964843214096117,972/0.0005912089226047735,
,1130/0.0005964843214096117,2268/0.0005912089226047735,
,2331/0.0005964843214096117,1150/0.0005912089226047735,
,2197/0.0005905194781955156,955/0.0005912089226047735,
,2143/0.0005905194781955156,642/0.0005912089226047735,
,1786/0.0005845546349814195,119/0.0005912089226047735,
,285/0.0005845546349814195,1148/0.0005912089226047735,
,2269/0.0005845546349814195,1734/0.0005912089226047735,
,1162/0.0005845546349814195,877/0.0005912089226047735,
,2483/0.0005785897917673234,328/0.0005845661257215738,
,367/0.0005785897917673234,1388/0.0005845661257215738,
,1674/0.0005726249485532273,72/0.0005845661257215738,
,164/0.0005726249485532273,1481/0.0005845661257215738,
,100/0.0005726249485532273,497/0.0005845661257215738,
,2031/0.0005726249485532273,1483/0.0005845661257215738,
,945/0.0005666601053391312,1437/0.0005845661257215738,
,627/0.0005666601053391312,1809/0.0005845661257215738,
,1698/0.0005666601053391312,1312/0.0005779233288383741,
,2073/0.000560695262125035,1147/0.0005779233288383741,
,729/0.000560695262125035,1771/0.0005779233288383741,
,740/0.000560695262125035,2564/0.0005779233288383741,
,1330/0.000560695262125035,2441/0.0005779233288383741,
,2387/0.000554730418910939,539/0.0005779233288383741,
,1376/0.000554730418910939,1035/0.0005779233288383741,
,2198/0.0005487655756968428,1919/0.0005779233288383741,
,323/0.0005487655756968428,799/0.0005779233288383741,
,343/0.0005428007324827467,1422/0.0005779233288383741,
,2297/0.0005428007324827467,2610/0.0005779233288383741,
,766/0.0005368358892686506,695/0.0005712805319551744,
,1723/0.0005368358892686506,2215/0.0005712805319551744,
,1900/0.0005308710460545544,1290/0.0005712805319551744,
,1869/0.0005308710460545544,725/0.0005712805319551744,
,12/0.0005249062028404583,2169/0.0005712805319551744,
,2067/0.0005129765164122661,2129/0.0005712805319551744,
,2310/0.0005129765164122661,1026/0.0005712805319551744,
,2336/0.0005129765164122661,2601/0.0005646377350719747,
,2041/0.00050701167319817,2140/0.0005646377350719747,
,1455/0.00050701167319817,2400/0.0005646377350719747,
,443/0.00050701167319817,2314/0.0005646377350719747,
,1769/0.0005010468299840739,996/0.0005646377350719747,
,1168/0.0005010468299840739,432/0.000557994938188775,
,609/0.0005010468299840739,172/0.000557994938188775,
,2095/0.0005010468299840739,2292/0.000557994938188775,
,1904/0.0005010468299840739,2092/0.000557994938188775,
,2141/0.0004950819867699778,628/0.000557994938188775,
,534/0.0004950819867699778,2394/0.000557994938188775,
,2214/0.0004950819867699778,854/0.000557994938188775,
,442/0.0004950819867699778,997/0.000557994938188775,
,595/0.0004950819867699778,3/0.000557994938188775,
,2199/0.0004891171435558817,1137/0.000557994938188775,
,2615/0.0004891171435558817,1835/0.000557994938188775,
,2657/0.0004891171435558817,34/0.0005513521413055753,
,1556/0.0004891171435558817,1062/0.0005513521413055753,
,2472/0.0004891171435558817,1595/0.0005513521413055753,
,1084/0.0004891171435558817,878/0.0005513521413055753,
,1069/0.0004831523003417855,2177/0.0005513521413055753,
,650/0.0004831523003417855,1550/0.0005513521413055753,
,2431/0.0004771874571276894,591/0.0005513521413055753,
,1287/0.0004771874571276894,1025/0.0005447093444223756,
